experiment_id,run_id,mode,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
experiment_A,run_20250522_004120,individual,NA,2025-05-22T00:41:27Z,2025-05-22T00:41:50Z,23.27,2d31db08524cfc664f6eaf51720b22bb8ebe4902
