experiment_id,sim_id,run_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
exp_v1.0.3,NA,run_20250604_234232,NA,2025-06-04T23:42:40Z,2025-06-04T23:50:55Z,494.95,b603b864de4a4c794e933a8f7d1071e752a52ba3
