experiment_id,sim_id,run_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
exp_v1.0.3,NA,run_20250605_164417,NA,2025-06-05T16:44:26Z,2025-06-05T16:55:45Z,678.56,375622b619becaa295bd649d31a2daa6c1999418
