experiment_id,run_id,mode,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
experiment_A,run_20250522_010330,individual,NA,2025-05-22T01:03:38Z,2025-05-22T01:07:07Z,209.63,a691a6a9cef064f3b78bd9d894fc8502b76d51b7
