Branch 1 | psi: 1.2400 | logL: -182.6493 | obj: 173.8652 | constraint_violation: 4.2012e-09
Branch 2 | psi: 1.2500 | logL: -182.3743 | obj: 173.3874 | constraint_violation: 3.5646e-09
Branch 3 | psi: 1.2600 | logL: -182.2044 | obj: 172.9141 | constraint_violation: 6.2684e-09
Branch 4 | psi: 1.2700 | logL: -182.0427 | obj: 172.4446 | constraint_violation: 1.0901e-09
Branch 5 | psi: 1.2800 | logL: -181.9115 | obj: 171.9793 | constraint_violation: 7.6093e-10
Branch 6 | psi: 1.2900 | logL: -181.7556 | obj: 171.5178 | constraint_violation: 9.0986e-10
Branch 7 | psi: 1.3000 | logL: -181.6541 | obj: 171.0613 | constraint_violation: 4.8916e-10
Branch 8 | psi: 1.3100 | logL: -181.6501 | obj: 170.6107 | constraint_violation: 6.3430e-07
Branch 9 | psi: 1.3200 | logL: -181.4481 | obj: 170.1646 | constraint_violation: 1.4148e-06
Branch 10 | psi: 1.3300 | logL: -181.3755 | obj: 169.7257 | constraint_violation: 3.0393e-08
Branch 11 | psi: 1.3400 | logL: -181.3127 | obj: 169.2902 | constraint_violation: 3.5723e-08
Branch 12 | psi: 1.3500 | logL: -181.2481 | obj: 168.8669 | constraint_violation: 5.8448e-09
Branch 13 | psi: 1.3600 | logL: -181.1801 | obj: 168.4554 | constraint_violation: 2.0323e-09
Branch 14 | psi: 1.3700 | logL: -181.1048 | obj: 168.0600 | constraint_violation: 9.2547e-10
Branch 15 | psi: 1.3800 | logL: -180.9494 | obj: 167.6869 | constraint_violation: 1.1648e-09
Branch 16 | psi: 1.3900 | logL: -180.5775 | obj: 167.3432 | constraint_violation: 1.5816e-09
Branch 17 | psi: 1.4000 | logL: -180.2318 | obj: 167.0369 | constraint_violation: 1.8768e-10
Branch 18 | psi: 1.4100 | logL: -179.7155 | obj: 166.7771 | constraint_violation: 6.0769e-10
Branch 19 | psi: 1.4200 | logL: -179.1026 | obj: 166.5686 | constraint_violation: 4.0488e-10
Branch 20 | psi: 1.4300 | logL: -178.4886 | obj: 166.4172 | constraint_violation: 3.8269e-10
Branch 21 | psi: 1.4400 | logL: -177.8933 | obj: 166.3158 | constraint_violation: 2.3903e-10
Branch 22 | psi: 1.4500 | logL: -177.3924 | obj: 166.2570 | constraint_violation: 3.3443e-10
Branch 23 | psi: 1.4600 | logL: -176.9066 | obj: 166.2340 | constraint_violation: 1.2546e-09
Branch 24 | psi: 1.4700 | logL: -176.5117 | obj: 166.2444 | constraint_violation: 1.2994e-10
Branch 25 | psi: 1.4800 | logL: -176.2170 | obj: 166.2880 | constraint_violation: 2.5824e-09
Branch 26 | psi: 1.4900 | logL: -175.9468 | obj: 166.3445 | constraint_violation: 1.1025e-10
Branch 27 | psi: 1.5000 | logL: -175.6754 | obj: 166.4302 | constraint_violation: 5.9909e-11
Branch 28 | psi: 1.5100 | logL: -175.4651 | obj: 166.5336 | constraint_violation: 9.1671e-11
Branch 29 | psi: 1.5200 | logL: -175.3205 | obj: 166.6576 | constraint_violation: 7.1710e-10
Branch 30 | psi: 1.5300 | logL: -175.2187 | obj: 166.7998 | constraint_violation: 1.9956e-10
Branch 31 | psi: 1.5400 | logL: -175.1203 | obj: 166.9581 | constraint_violation: 1.0156e-10
Branch 32 | psi: 1.5500 | logL: -175.0863 | obj: 167.1342 | constraint_violation: 2.3478e-10
Branch 33 | psi: 1.5600 | logL: -175.0811 | obj: 167.3270 | constraint_violation: 5.3543e-11
Branch 34 | psi: 1.5700 | logL: -175.0963 | obj: 167.5354 | constraint_violation: 7.3674e-11
Branch 35 | psi: 1.5800 | logL: -175.1753 | obj: 167.7625 | constraint_violation: 8.6100e-10
Branch 36 | psi: 1.5900 | logL: -175.1004 | obj: 168.0077 | constraint_violation: 2.8471e-09
Branch 37 | psi: 1.6000 | logL: -175.2145 | obj: 168.2690 | constraint_violation: 1.7956e-09
Branch 38 | psi: 1.6100 | logL: -175.3615 | obj: 168.5515 | constraint_violation: 1.3376e-10
Branch 39 | psi: 1.6200 | logL: -175.3998 | obj: 168.8536 | constraint_violation: 2.9623e-09
Branch 40 | psi: 1.6300 | logL: -175.5109 | obj: 169.1770 | constraint_violation: 5.6138e-09
Branch 41 | psi: 1.6400 | logL: -175.6961 | obj: 169.5235 | constraint_violation: 1.9970e-08
Branch 42 | psi: 1.6500 | logL: -175.9218 | obj: 169.8960 | constraint_violation: 1.1454e-09
Branch 43 | psi: 1.6600 | logL: -176.1350 | obj: 170.2957 | constraint_violation: 6.3197e-08
Branch 44 | psi: 1.6700 | logL: -176.3285 | obj: 170.7274 | constraint_violation: 9.6932e-08
Branch 45 | psi: 1.6800 | logL: -176.6527 | obj: 171.1891 | constraint_violation: 2.6827e-07
Branch 46 | psi: 1.6900 | logL: -177.0724 | obj: 171.6926 | constraint_violation: 6.4306e-08
Branch 47 | psi: 1.7000 | logL: -177.3575 | obj: 172.2366 | constraint_violation: 3.8611e-09
Branch 48 | psi: 1.7100 | logL: -177.8499 | obj: 172.8336 | constraint_violation: 4.5081e-09
Branch 49 | psi: 1.7200 | logL: -178.2740 | obj: 173.4915 | constraint_violation: 4.4713e-10
Branch 50 | psi: 1.7300 | logL: -178.8271 | obj: 174.2221 | constraint_violation: 4.1724e-09
Branch 51 | psi: 1.7400 | logL: -179.4343 | obj: 175.0439 | constraint_violation: 4.9003e-10
Branch 52 | psi: 1.7500 | logL: -180.0904 | obj: 175.9875 | constraint_violation: 4.5287e-10
