Branch 1 | psi: 1.2400 | logL: -179.8985 | obj: 178.0026 | constraint_violation: 2.3847e-09
Branch 2 | psi: 1.2500 | logL: -179.8400 | obj: 177.7570 | constraint_violation: 4.6831e-09
Branch 3 | psi: 1.2600 | logL: -179.2311 | obj: 177.5197 | constraint_violation: 4.8433e-09
Branch 4 | psi: 1.2700 | logL: -178.9826 | obj: 177.2901 | constraint_violation: 1.8117e-09
Branch 5 | psi: 1.2800 | logL: -178.5194 | obj: 177.0698 | constraint_violation: 1.7287e-09
Branch 6 | psi: 1.2900 | logL: -178.3967 | obj: 176.8581 | constraint_violation: 2.9993e-09
Branch 7 | psi: 1.3000 | logL: -178.2315 | obj: 176.6566 | constraint_violation: 2.6541e-09
Branch 8 | psi: 1.3100 | logL: -177.7117 | obj: 176.4625 | constraint_violation: 1.8635e-09
Branch 9 | psi: 1.3200 | logL: -177.4858 | obj: 176.2790 | constraint_violation: 5.0458e-10
Branch 10 | psi: 1.3300 | logL: -177.2156 | obj: 176.1056 | constraint_violation: 7.2629e-09
Branch 11 | psi: 1.3400 | logL: -176.9297 | obj: 175.9427 | constraint_violation: 3.2689e-09
Branch 12 | psi: 1.3500 | logL: -176.6890 | obj: 175.7906 | constraint_violation: 4.1604e-09
Branch 13 | psi: 1.3600 | logL: -176.7248 | obj: 175.6491 | constraint_violation: 3.8980e-09
Branch 14 | psi: 1.3700 | logL: -176.4725 | obj: 175.5192 | constraint_violation: 4.1504e-09
Branch 15 | psi: 1.3800 | logL: -175.8604 | obj: 175.4018 | constraint_violation: 4.6358e-10
Branch 16 | psi: 1.3900 | logL: -175.8473 | obj: 175.2961 | constraint_violation: 3.5753e-09
Branch 17 | psi: 1.4000 | logL: -175.8580 | obj: 175.2036 | constraint_violation: 1.7282e-09
Branch 18 | psi: 1.4100 | logL: -175.7384 | obj: 175.1230 | constraint_violation: 4.0329e-09
Branch 19 | psi: 1.4200 | logL: -175.2559 | obj: 175.0602 | constraint_violation: 2.7848e-09
Branch 20 | psi: 1.4300 | logL: -175.6960 | obj: 175.0034 | constraint_violation: 1.5202e-06
Branch 21 | psi: 1.4400 | logL: -175.4566 | obj: 174.9670 | constraint_violation: 1.4189e-06
Branch 22 | psi: 1.4500 | logL: -175.4323 | obj: 174.9393 | constraint_violation: 3.4345e-07
Branch 23 | psi: 1.4600 | logL: -175.5359 | obj: 174.9300 | constraint_violation: 5.2756e-07
Branch 24 | psi: 1.4700 | logL: -175.3530 | obj: 174.9364 | constraint_violation: 1.1175e-06
Branch 25 | psi: 1.4800 | logL: -175.6028 | obj: 174.9655 | constraint_violation: 1.2117e-06
Branch 26 | psi: 1.4900 | logL: -175.6848 | obj: 174.9936 | constraint_violation: 7.4284e-06
