Branch 1 | psi: 1.2400 | logL: -180.0734 | obj: 169.8041 | constraint_violation: 4.8588e-10
Branch 2 | psi: 1.2500 | logL: -179.8328 | obj: 169.5504 | constraint_violation: 2.0204e-09
Branch 3 | psi: 1.2600 | logL: -179.6078 | obj: 169.3053 | constraint_violation: 5.0081e-10
Branch 4 | psi: 1.2700 | logL: -179.3622 | obj: 169.0695 | constraint_violation: 5.4899e-10
Branch 5 | psi: 1.2800 | logL: -179.1506 | obj: 168.8424 | constraint_violation: 1.3722e-09
Branch 6 | psi: 1.2900 | logL: -178.9467 | obj: 168.6242 | constraint_violation: 8.7086e-10
Branch 7 | psi: 1.3000 | logL: -178.7196 | obj: 168.4163 | constraint_violation: 1.6526e-09
Branch 8 | psi: 1.3100 | logL: -178.5243 | obj: 168.2175 | constraint_violation: 1.8424e-10
Branch 9 | psi: 1.3200 | logL: -178.3451 | obj: 168.0296 | constraint_violation: 1.6210e-09
Branch 10 | psi: 1.3300 | logL: -178.2000 | obj: 167.8515 | constraint_violation: 2.0287e-09
Branch 11 | psi: 1.3400 | logL: -178.0599 | obj: 167.6844 | constraint_violation: 1.8066e-09
Branch 12 | psi: 1.3500 | logL: -177.8821 | obj: 167.5288 | constraint_violation: 9.2633e-10
Branch 13 | psi: 1.3600 | logL: -177.7528 | obj: 167.3834 | constraint_violation: 8.1232e-10
Branch 14 | psi: 1.3700 | logL: -177.6108 | obj: 167.2509 | constraint_violation: 1.6814e-09
Branch 15 | psi: 1.3800 | logL: -177.4922 | obj: 167.1309 | constraint_violation: 1.3051e-09
Branch 16 | psi: 1.3900 | logL: -177.3992 | obj: 167.0217 | constraint_violation: 9.7926e-11
Branch 17 | psi: 1.4000 | logL: -177.2836 | obj: 166.9277 | constraint_violation: 1.1643e-10
Branch 18 | psi: 1.4100 | logL: -177.1898 | obj: 166.8443 | constraint_violation: 8.0369e-10
Branch 19 | psi: 1.4200 | logL: -177.1134 | obj: 166.7758 | constraint_violation: 6.0704e-10
Branch 20 | psi: 1.4300 | logL: -177.0265 | obj: 166.7230 | constraint_violation: 3.4986e-09
Branch 21 | psi: 1.4400 | logL: -177.0543 | obj: 166.6810 | constraint_violation: 9.2544e-11
Branch 22 | psi: 1.4500 | logL: -176.9737 | obj: 166.6558 | constraint_violation: 2.5010e-09
Branch 23 | psi: 1.4600 | logL: -176.9958 | obj: 166.6461 | constraint_violation: 2.2459e-10
Branch 24 | psi: 1.4700 | logL: -176.9696 | obj: 166.6512 | constraint_violation: 4.0516e-09
Branch 25 | psi: 1.4800 | logL: -176.9963 | obj: 166.6737 | constraint_violation: 5.1910e-09
Branch 26 | psi: 1.4900 | logL: -177.0082 | obj: 166.7094 | constraint_violation: 2.0962e-09
Branch 27 | psi: 1.5000 | logL: -176.9610 | obj: 166.7637 | constraint_violation: 3.9311e-09
Branch 28 | psi: 1.5100 | logL: -177.0190 | obj: 166.8330 | constraint_violation: 2.1961e-10
Branch 29 | psi: 1.5200 | logL: -177.0650 | obj: 166.9202 | constraint_violation: 1.0022e-06
Branch 30 | psi: 1.5300 | logL: -177.1931 | obj: 167.0251 | constraint_violation: 4.0319e-06
Branch 31 | psi: 1.5400 | logL: -177.3070 | obj: 167.1487 | constraint_violation: 1.1455e-06
Branch 32 | psi: 1.5500 | logL: -177.2997 | obj: 167.2823 | constraint_violation: 6.7089e-08
Branch 33 | psi: 1.5600 | logL: -177.4085 | obj: 167.4402 | constraint_violation: 2.6943e-06
Branch 34 | psi: 1.5700 | logL: -177.7162 | obj: 167.6214 | constraint_violation: 1.0514e-06
Branch 35 | psi: 1.5800 | logL: -177.7303 | obj: 167.8069 | constraint_violation: 1.5311e-08
Branch 36 | psi: 1.5900 | logL: -177.7197 | obj: 168.0089 | constraint_violation: 1.8632e-06
Branch 37 | psi: 1.6000 | logL: -178.0964 | obj: 168.2452 | constraint_violation: 2.5729e-07
Branch 38 | psi: 1.6100 | logL: -178.1050 | obj: 168.4869 | constraint_violation: 2.0029e-06
Branch 39 | psi: 1.6200 | logL: -178.6105 | obj: 168.7737 | constraint_violation: 9.3556e-09
Branch 40 | psi: 1.6300 | logL: -178.7212 | obj: 169.0604 | constraint_violation: 5.8256e-07
Branch 41 | psi: 1.6400 | logL: -179.0045 | obj: 169.3814 | constraint_violation: 1.9209e-07
Branch 42 | psi: 1.6500 | logL: -179.3169 | obj: 169.7265 | constraint_violation: 2.1724e-07
Branch 43 | psi: 1.6600 | logL: -179.6141 | obj: 170.1045 | constraint_violation: 1.9915e-07
Branch 44 | psi: 1.6700 | logL: -179.8407 | obj: 170.4944 | constraint_violation: 6.1829e-08
Branch 45 | psi: 1.6800 | logL: -180.4284 | obj: 170.9537 | constraint_violation: 2.1903e-07
Branch 46 | psi: 1.6900 | logL: -180.5424 | obj: 171.4042 | constraint_violation: 4.0690e-08
Branch 47 | psi: 1.7000 | logL: -181.0400 | obj: 171.9301 | constraint_violation: 4.3757e-09
Branch 48 | psi: 1.7100 | logL: -181.5602 | obj: 172.5099 | constraint_violation: 1.0881e-09
Branch 49 | psi: 1.7200 | logL: -182.1675 | obj: 173.1543 | constraint_violation: 5.3818e-10
Branch 50 | psi: 1.7300 | logL: -182.8570 | obj: 173.8772 | constraint_violation: 5.5166e-10
Branch 51 | psi: 1.7400 | logL: -183.6406 | obj: 174.6997 | constraint_violation: 9.2489e-10
Branch 52 | psi: 1.7500 | logL: -184.5544 | obj: 175.6532 | constraint_violation: 4.8796e-10
Branch 53 | psi: 1.7600 | logL: -185.7120 | obj: 176.7920 | constraint_violation: 1.1907e-09
