Branch 1 | psi: 1.2400 | logL: -179.9939 | obj: 169.8131 | constraint_violation: 2.6744e-09
Branch 2 | psi: 1.2500 | logL: -179.8291 | obj: 169.5529 | constraint_violation: 4.4636e-10
Branch 3 | psi: 1.2600 | logL: -179.5733 | obj: 169.3058 | constraint_violation: 7.9621e-10
Branch 4 | psi: 1.2700 | logL: -179.3134 | obj: 169.0694 | constraint_violation: 4.6468e-09
Branch 5 | psi: 1.2800 | logL: -179.1322 | obj: 168.8421 | constraint_violation: 4.0043e-10
Branch 6 | psi: 1.2900 | logL: -178.9231 | obj: 168.6247 | constraint_violation: 2.5894e-09
Branch 7 | psi: 1.3000 | logL: -178.7224 | obj: 168.4157 | constraint_violation: 2.0574e-09
Branch 8 | psi: 1.3100 | logL: -178.5413 | obj: 168.2178 | constraint_violation: 1.5148e-10
Branch 9 | psi: 1.3200 | logL: -178.3710 | obj: 168.0294 | constraint_violation: 7.8154e-10
Branch 10 | psi: 1.3300 | logL: -178.1750 | obj: 167.8511 | constraint_violation: 2.0697e-09
Branch 11 | psi: 1.3400 | logL: -178.0286 | obj: 167.6844 | constraint_violation: 1.5181e-09
Branch 12 | psi: 1.3500 | logL: -177.8884 | obj: 167.5281 | constraint_violation: 2.5261e-09
Branch 13 | psi: 1.3600 | logL: -177.7489 | obj: 167.3835 | constraint_violation: 1.6333e-10
Branch 14 | psi: 1.3700 | logL: -177.6291 | obj: 167.2507 | constraint_violation: 2.2616e-09
Branch 15 | psi: 1.3800 | logL: -177.4869 | obj: 167.1300 | constraint_violation: 1.2354e-09
Branch 16 | psi: 1.3900 | logL: -177.3899 | obj: 167.0218 | constraint_violation: 2.2180e-09
Branch 17 | psi: 1.4000 | logL: -177.2876 | obj: 166.9263 | constraint_violation: 6.1186e-10
Branch 18 | psi: 1.4100 | logL: -177.1853 | obj: 166.8441 | constraint_violation: 8.6549e-10
Branch 19 | psi: 1.4200 | logL: -177.1464 | obj: 166.7757 | constraint_violation: 5.1792e-10
Branch 20 | psi: 1.4300 | logL: -177.0539 | obj: 166.7212 | constraint_violation: 4.4955e-09
Branch 21 | psi: 1.4400 | logL: -177.0532 | obj: 166.6811 | constraint_violation: 7.1838e-10
Branch 22 | psi: 1.4500 | logL: -176.9530 | obj: 166.6558 | constraint_violation: 2.9914e-09
Branch 23 | psi: 1.4600 | logL: -176.9149 | obj: 166.6465 | constraint_violation: 9.9058e-10
Branch 24 | psi: 1.4700 | logL: -176.9808 | obj: 166.6509 | constraint_violation: 3.3187e-09
Branch 25 | psi: 1.4800 | logL: -176.9592 | obj: 166.6719 | constraint_violation: 9.3274e-10
Branch 26 | psi: 1.4900 | logL: -176.9903 | obj: 166.7106 | constraint_violation: 3.8675e-09
Branch 27 | psi: 1.5000 | logL: -177.0365 | obj: 166.7635 | constraint_violation: 3.9094e-09
Branch 28 | psi: 1.5100 | logL: -177.0258 | obj: 166.8328 | constraint_violation: 1.4537e-09
Branch 29 | psi: 1.5200 | logL: -177.1117 | obj: 166.9203 | constraint_violation: 9.7855e-07
