Branch 1 | psi: 1.2400 | logL: -179.8629 | obj: 152.3047 | constraint_violation: 3.1299e-09
Branch 2 | psi: 1.2500 | logL: -179.8344 | obj: 151.9369 | constraint_violation: 6.9529e-10
Branch 3 | psi: 1.2600 | logL: -179.8164 | obj: 151.5817 | constraint_violation: 3.7941e-09
Branch 4 | psi: 1.2700 | logL: -179.6142 | obj: 151.2355 | constraint_violation: 6.6938e-11
Branch 5 | psi: 1.2800 | logL: -179.2453 | obj: 150.9009 | constraint_violation: 6.1189e-09
Branch 6 | psi: 1.2900 | logL: -179.1198 | obj: 150.5773 | constraint_violation: 1.2732e-09
Branch 7 | psi: 1.3000 | logL: -178.8379 | obj: 150.2673 | constraint_violation: 1.8923e-09
Branch 8 | psi: 1.3100 | logL: -178.4850 | obj: 149.9735 | constraint_violation: 1.7540e-10
Branch 9 | psi: 1.3200 | logL: -178.5292 | obj: 149.6871 | constraint_violation: 2.8596e-09
Branch 10 | psi: 1.3300 | logL: -178.3024 | obj: 149.4224 | constraint_violation: 3.7377e-09
Branch 11 | psi: 1.3400 | logL: -178.3826 | obj: 149.1663 | constraint_violation: 8.3839e-09
Branch 12 | psi: 1.3500 | logL: -178.0406 | obj: 148.9327 | constraint_violation: 2.0671e-09
Branch 13 | psi: 1.3600 | logL: -177.7645 | obj: 148.7151 | constraint_violation: 3.1760e-09
Branch 14 | psi: 1.3700 | logL: -177.6724 | obj: 148.5164 | constraint_violation: 1.1871e-09
Branch 15 | psi: 1.3800 | logL: -178.1403 | obj: 148.4217 | constraint_violation: 1.5096e-07
Branch 16 | psi: 1.3900 | logL: -177.4577 | obj: 148.1772 | constraint_violation: 4.1722e-06
Branch 17 | psi: 1.4000 | logL: -177.3367 | obj: 148.0417 | constraint_violation: 2.6976e-06
Branch 18 | psi: 1.4100 | logL: -177.2521 | obj: 147.9228 | constraint_violation: 1.4635e-08
Branch 19 | psi: 1.4200 | logL: -177.1441 | obj: 147.8274 | constraint_violation: 3.0518e-07
Branch 20 | psi: 1.4300 | logL: -176.9865 | obj: 147.7515 | constraint_violation: 2.9260e-07
Branch 21 | psi: 1.4400 | logL: -176.8246 | obj: 147.6967 | constraint_violation: 5.7639e-07
