Branch 1 | psi: 1.2400 | logL: -180.0997 | obj: 169.8038 | constraint_violation: 3.1817e-09
Branch 2 | psi: 1.2500 | logL: -179.8394 | obj: 169.5505 | constraint_violation: 4.9609e-10
Branch 3 | psi: 1.2600 | logL: -179.5687 | obj: 169.3057 | constraint_violation: 2.2304e-10
Branch 4 | psi: 1.2700 | logL: -179.3526 | obj: 169.0693 | constraint_violation: 4.0015e-10
Branch 5 | psi: 1.2800 | logL: -179.1398 | obj: 168.8425 | constraint_violation: 2.7027e-09
Branch 6 | psi: 1.2900 | logL: -178.9418 | obj: 168.6242 | constraint_violation: 6.7901e-10
Branch 7 | psi: 1.3000 | logL: -178.7334 | obj: 168.4161 | constraint_violation: 3.7136e-10
Branch 8 | psi: 1.3100 | logL: -178.5485 | obj: 168.2176 | constraint_violation: 2.2094e-09
Branch 9 | psi: 1.3200 | logL: -178.3488 | obj: 168.0294 | constraint_violation: 1.2670e-09
Branch 10 | psi: 1.3300 | logL: -178.1931 | obj: 167.8513 | constraint_violation: 9.3395e-10
Branch 11 | psi: 1.3400 | logL: -178.0355 | obj: 167.6842 | constraint_violation: 1.7716e-09
Branch 12 | psi: 1.3500 | logL: -177.8698 | obj: 167.5288 | constraint_violation: 6.4338e-10
Branch 13 | psi: 1.3600 | logL: -177.7534 | obj: 167.3834 | constraint_violation: 1.1028e-09
Branch 14 | psi: 1.3700 | logL: -177.6035 | obj: 167.2520 | constraint_violation: 1.9137e-09
Branch 15 | psi: 1.3800 | logL: -177.4941 | obj: 167.1303 | constraint_violation: 1.5124e-09
Branch 16 | psi: 1.3900 | logL: -177.3702 | obj: 167.0220 | constraint_violation: 2.1331e-09
Branch 17 | psi: 1.4000 | logL: -177.3149 | obj: 166.9278 | constraint_violation: 1.6253e-09
Branch 18 | psi: 1.4100 | logL: -177.2197 | obj: 166.8447 | constraint_violation: 5.1523e-10
Branch 19 | psi: 1.4200 | logL: -177.1438 | obj: 166.7759 | constraint_violation: 5.8749e-10
Branch 20 | psi: 1.4300 | logL: -177.0783 | obj: 166.7212 | constraint_violation: 7.1326e-10
Branch 21 | psi: 1.4400 | logL: -177.0264 | obj: 166.6813 | constraint_violation: 1.4790e-10
Branch 22 | psi: 1.4500 | logL: -176.9623 | obj: 166.6562 | constraint_violation: 3.8942e-09
Branch 23 | psi: 1.4600 | logL: -176.9673 | obj: 166.6464 | constraint_violation: 1.0282e-10
Branch 24 | psi: 1.4700 | logL: -177.0002 | obj: 166.6513 | constraint_violation: 4.0300e-09
Branch 25 | psi: 1.4800 | logL: -176.9548 | obj: 166.6724 | constraint_violation: 4.1393e-10
Branch 26 | psi: 1.4900 | logL: -176.9704 | obj: 166.7094 | constraint_violation: 5.8934e-10
Branch 27 | psi: 1.5000 | logL: -177.0118 | obj: 166.7633 | constraint_violation: 3.9354e-09
Branch 28 | psi: 1.5100 | logL: -177.0518 | obj: 166.8336 | constraint_violation: 1.2424e-09
Branch 29 | psi: 1.5200 | logL: -177.0520 | obj: 166.9218 | constraint_violation: 1.0272e-06
Branch 30 | psi: 1.5300 | logL: -177.2278 | obj: 167.0264 | constraint_violation: 4.0989e-06
Branch 31 | psi: 1.5400 | logL: -177.3072 | obj: 167.1491 | constraint_violation: 1.1214e-06
Branch 32 | psi: 1.5500 | logL: -177.3242 | obj: 167.2826 | constraint_violation: 8.1613e-07
