Branch 1 | psi: 1.2400 | logL: -180.0239 | obj: 169.8073 | constraint_violation: 7.8000e-09
Branch 2 | psi: 1.2500 | logL: -179.7921 | obj: 169.5520 | constraint_violation: 4.9034e-09
Branch 3 | psi: 1.2600 | logL: -179.5373 | obj: 169.3066 | constraint_violation: 7.1197e-09
Branch 4 | psi: 1.2700 | logL: -179.3391 | obj: 169.0697 | constraint_violation: 1.3495e-09
Branch 5 | psi: 1.2800 | logL: -179.1063 | obj: 168.8430 | constraint_violation: 1.0404e-09
Branch 6 | psi: 1.2900 | logL: -178.9112 | obj: 168.6256 | constraint_violation: 1.4867e-09
Branch 7 | psi: 1.3000 | logL: -178.7120 | obj: 168.4164 | constraint_violation: 2.1309e-09
Branch 8 | psi: 1.3100 | logL: -178.5273 | obj: 168.2187 | constraint_violation: 2.1454e-09
Branch 9 | psi: 1.3200 | logL: -178.3551 | obj: 168.0293 | constraint_violation: 1.6784e-09
Branch 10 | psi: 1.3300 | logL: -178.1630 | obj: 167.8515 | constraint_violation: 1.1299e-09
Branch 11 | psi: 1.3400 | logL: -178.0734 | obj: 167.6843 | constraint_violation: 1.0412e-10
Branch 12 | psi: 1.3500 | logL: -177.8798 | obj: 167.5286 | constraint_violation: 1.1896e-09
Branch 13 | psi: 1.3600 | logL: -177.7507 | obj: 167.3839 | constraint_violation: 1.0370e-09
Branch 14 | psi: 1.3700 | logL: -177.6048 | obj: 167.2508 | constraint_violation: 1.6634e-09
Branch 15 | psi: 1.3800 | logL: -177.4525 | obj: 167.1309 | constraint_violation: 1.9177e-09
Branch 16 | psi: 1.3900 | logL: -177.3814 | obj: 167.0216 | constraint_violation: 1.2492e-10
Branch 17 | psi: 1.4000 | logL: -177.2947 | obj: 166.9264 | constraint_violation: 1.1530e-09
Branch 18 | psi: 1.4100 | logL: -177.1744 | obj: 166.8443 | constraint_violation: 4.1053e-10
Branch 19 | psi: 1.4200 | logL: -177.0979 | obj: 166.7756 | constraint_violation: 2.5958e-10
