Branch 1 | psi: 1.2400 | logL: -176.8284 | obj: 159.9775 | constraint_violation: 1.7769e-09
Branch 2 | psi: 1.2500 | logL: -176.5495 | obj: 159.6343 | constraint_violation: 7.0106e-09
Branch 3 | psi: 1.2600 | logL: -176.3457 | obj: 159.3033 | constraint_violation: 4.2205e-09
Branch 4 | psi: 1.2700 | logL: -176.0851 | obj: 158.9850 | constraint_violation: 5.5618e-09
Branch 5 | psi: 1.2800 | logL: -175.8975 | obj: 158.6805 | constraint_violation: 5.6047e-09
Branch 6 | psi: 1.2900 | logL: -175.6905 | obj: 158.3912 | constraint_violation: 2.6119e-09
Branch 7 | psi: 1.3000 | logL: -175.5793 | obj: 158.1152 | constraint_violation: 8.3800e-10
Branch 8 | psi: 1.3100 | logL: -175.3051 | obj: 157.8556 | constraint_violation: 7.5089e-09
Branch 9 | psi: 1.3200 | logL: -175.1120 | obj: 157.6111 | constraint_violation: 1.3667e-09
Branch 10 | psi: 1.3300 | logL: -175.0160 | obj: 157.3825 | constraint_violation: 7.5727e-10
Branch 11 | psi: 1.3400 | logL: -174.9126 | obj: 157.1706 | constraint_violation: 1.6545e-09
Branch 12 | psi: 1.3500 | logL: -174.6230 | obj: 156.9762 | constraint_violation: 2.5024e-09
Branch 13 | psi: 1.3600 | logL: -174.5333 | obj: 156.7964 | constraint_violation: 1.3262e-09
Branch 14 | psi: 1.3700 | logL: -174.3159 | obj: 156.6349 | constraint_violation: 1.4877e-09
Branch 15 | psi: 1.3800 | logL: -174.2745 | obj: 156.4889 | constraint_violation: 2.3859e-09
Branch 16 | psi: 1.3900 | logL: -174.1377 | obj: 156.3610 | constraint_violation: 4.7599e-09
Branch 17 | psi: 1.4000 | logL: -174.0286 | obj: 156.2502 | constraint_violation: 2.8012e-09
Branch 18 | psi: 1.4100 | logL: -174.0578 | obj: 156.1548 | constraint_violation: 4.3088e-09
Branch 19 | psi: 1.4200 | logL: -173.8843 | obj: 156.0772 | constraint_violation: 1.6960e-09
Branch 20 | psi: 1.4300 | logL: -173.8249 | obj: 156.0168 | constraint_violation: 4.1223e-10
Branch 21 | psi: 1.4400 | logL: -173.7582 | obj: 155.9731 | constraint_violation: 1.3004e-09
Branch 22 | psi: 1.4500 | logL: -173.7551 | obj: 155.9465 | constraint_violation: 9.2871e-10
Branch 23 | psi: 1.4600 | logL: -173.6384 | obj: 155.9359 | constraint_violation: 5.2329e-11
Branch 24 | psi: 1.4700 | logL: -173.5873 | obj: 155.9415 | constraint_violation: 5.4029e-10
Branch 25 | psi: 1.4800 | logL: -173.7386 | obj: 155.9623 | constraint_violation: 4.4700e-09
Branch 26 | psi: 1.4900 | logL: -173.6462 | obj: 156.0005 | constraint_violation: 7.6841e-09
Branch 27 | psi: 1.5000 | logL: -173.5991 | obj: 156.0554 | constraint_violation: 4.8408e-09
Branch 28 | psi: 1.5100 | logL: -173.5699 | obj: 156.1278 | constraint_violation: 1.3451e-09
Branch 29 | psi: 1.5200 | logL: -173.6999 | obj: 156.2134 | constraint_violation: 3.3987e-10
Branch 30 | psi: 1.5300 | logL: -173.7470 | obj: 156.3167 | constraint_violation: 4.1196e-10
Branch 31 | psi: 1.5400 | logL: -173.8112 | obj: 156.4374 | constraint_violation: 5.5220e-10
Branch 32 | psi: 1.5500 | logL: -173.8930 | obj: 156.5736 | constraint_violation: 6.3800e-10
Branch 33 | psi: 1.5600 | logL: -174.0529 | obj: 156.7269 | constraint_violation: 6.7534e-10
Branch 34 | psi: 1.5700 | logL: -174.1856 | obj: 156.8991 | constraint_violation: 2.7144e-10
Branch 35 | psi: 1.5800 | logL: -174.3360 | obj: 157.0900 | constraint_violation: 2.9134e-10
Branch 36 | psi: 1.5900 | logL: -174.4632 | obj: 157.2998 | constraint_violation: 4.3506e-10
Branch 37 | psi: 1.6000 | logL: -174.7293 | obj: 157.5291 | constraint_violation: 1.4274e-09
Branch 38 | psi: 1.6100 | logL: -174.9390 | obj: 157.7804 | constraint_violation: 2.1348e-09
Branch 39 | psi: 1.6200 | logL: -175.2321 | obj: 158.0528 | constraint_violation: 2.2928e-09
Branch 40 | psi: 1.6300 | logL: -175.5409 | obj: 158.3483 | constraint_violation: 3.2634e-09
Branch 41 | psi: 1.6400 | logL: -175.6921 | obj: 158.6639 | constraint_violation: 7.8172e-10
Branch 42 | psi: 1.6500 | logL: -175.9503 | obj: 159.0113 | constraint_violation: 1.1020e-09
Branch 43 | psi: 1.6600 | logL: -176.2350 | obj: 159.3891 | constraint_violation: 4.4810e-10
Branch 44 | psi: 1.6700 | logL: -176.7425 | obj: 159.7999 | constraint_violation: 2.3471e-06
Branch 45 | psi: 1.6800 | logL: -177.2404 | obj: 160.2646 | constraint_violation: 3.6443e-06
Branch 46 | psi: 1.6900 | logL: -177.4534 | obj: 160.7500 | constraint_violation: 2.3237e-06
Branch 47 | psi: 1.7000 | logL: -178.0025 | obj: 161.2717 | constraint_violation: 7.7056e-09
Branch 48 | psi: 1.7100 | logL: -178.4871 | obj: 161.8627 | constraint_violation: 1.0991e-06
Branch 49 | psi: 1.7200 | logL: -179.0328 | obj: 162.5187 | constraint_violation: 8.4275e-08
Branch 50 | psi: 1.7300 | logL: -179.7522 | obj: 163.2553 | constraint_violation: 3.5029e-09
Branch 51 | psi: 1.7400 | logL: -180.5646 | obj: 164.0913 | constraint_violation: 1.3173e-09
Branch 52 | psi: 1.7500 | logL: -181.4961 | obj: 165.0592 | constraint_violation: 4.3328e-09
Branch 53 | psi: 1.7600 | logL: -182.6335 | obj: 166.2111 | constraint_violation: 2.7793e-09
