Branch 1 | psi: 1.2400 | logL: -180.0693 | obj: 169.8038 | constraint_violation: 2.7338e-09
Branch 2 | psi: 1.2500 | logL: -179.7856 | obj: 169.5510 | constraint_violation: 3.6101e-10
Branch 3 | psi: 1.2600 | logL: -179.6073 | obj: 169.3054 | constraint_violation: 4.8546e-10
Branch 4 | psi: 1.2700 | logL: -179.3738 | obj: 169.0693 | constraint_violation: 3.8523e-10
Branch 5 | psi: 1.2800 | logL: -179.1391 | obj: 168.8420 | constraint_violation: 3.0303e-10
Branch 6 | psi: 1.2900 | logL: -178.9381 | obj: 168.6241 | constraint_violation: 3.0615e-09
Branch 7 | psi: 1.3000 | logL: -178.7277 | obj: 168.4158 | constraint_violation: 2.9319e-09
Branch 8 | psi: 1.3100 | logL: -178.5390 | obj: 168.2171 | constraint_violation: 1.7379e-09
Branch 9 | psi: 1.3200 | logL: -178.3541 | obj: 168.0291 | constraint_violation: 1.1365e-09
Branch 10 | psi: 1.3300 | logL: -178.2025 | obj: 167.8513 | constraint_violation: 2.1029e-09
Branch 11 | psi: 1.3400 | logL: -178.0216 | obj: 167.6848 | constraint_violation: 1.6109e-09
Branch 12 | psi: 1.3500 | logL: -177.9151 | obj: 167.5284 | constraint_violation: 4.9117e-10
Branch 13 | psi: 1.3600 | logL: -177.7263 | obj: 167.3846 | constraint_violation: 3.3235e-09
Branch 14 | psi: 1.3700 | logL: -177.6340 | obj: 167.2513 | constraint_violation: 1.6876e-09
Branch 15 | psi: 1.3800 | logL: -177.5115 | obj: 167.1303 | constraint_violation: 1.5883e-09
Branch 16 | psi: 1.3900 | logL: -177.3725 | obj: 167.0220 | constraint_violation: 2.0878e-10
Branch 17 | psi: 1.4000 | logL: -177.3023 | obj: 166.9264 | constraint_violation: 1.6288e-09
Branch 18 | psi: 1.4100 | logL: -177.1800 | obj: 166.8446 | constraint_violation: 3.9120e-10
Branch 19 | psi: 1.4200 | logL: -177.1491 | obj: 166.7757 | constraint_violation: 4.2910e-10
Branch 20 | psi: 1.4300 | logL: -177.0583 | obj: 166.7216 | constraint_violation: 1.1156e-09
Branch 21 | psi: 1.4400 | logL: -177.0308 | obj: 166.6810 | constraint_violation: 1.0295e-10
Branch 22 | psi: 1.4500 | logL: -176.9647 | obj: 166.6558 | constraint_violation: 6.9875e-09
Branch 23 | psi: 1.4600 | logL: -176.9471 | obj: 166.6456 | constraint_violation: 3.0537e-10
Branch 24 | psi: 1.4700 | logL: -176.9889 | obj: 166.6510 | constraint_violation: 3.8759e-09
Branch 25 | psi: 1.4800 | logL: -176.9506 | obj: 166.6718 | constraint_violation: 2.1920e-09
Branch 26 | psi: 1.4900 | logL: -176.9496 | obj: 166.7104 | constraint_violation: 4.4353e-09
Branch 27 | psi: 1.5000 | logL: -176.9897 | obj: 166.7631 | constraint_violation: 2.9667e-09
Branch 28 | psi: 1.5100 | logL: -177.0109 | obj: 166.8339 | constraint_violation: 2.0677e-09
Branch 29 | psi: 1.5200 | logL: -177.0755 | obj: 166.9202 | constraint_violation: 1.0247e-06
