Branch 1 | psi: 1.2400 | logL: -179.0062 | obj: 156.0948 | constraint_violation: 2.6382e-09
Branch 2 | psi: 1.2500 | logL: -178.8593 | obj: 155.7801 | constraint_violation: 2.4849e-09
Branch 3 | psi: 1.2600 | logL: -178.7656 | obj: 155.4749 | constraint_violation: 2.0595e-09
Branch 4 | psi: 1.2700 | logL: -178.5530 | obj: 155.1791 | constraint_violation: 2.5070e-09
Branch 5 | psi: 1.2800 | logL: -178.3551 | obj: 154.8934 | constraint_violation: 6.5479e-10
Branch 6 | psi: 1.2900 | logL: -178.0730 | obj: 154.6195 | constraint_violation: 8.9615e-10
Branch 7 | psi: 1.3000 | logL: -177.7100 | obj: 154.3552 | constraint_violation: 2.2281e-09
Branch 8 | psi: 1.3100 | logL: -177.3750 | obj: 154.1044 | constraint_violation: 6.2817e-10
Branch 9 | psi: 1.3200 | logL: -177.4712 | obj: 153.8631 | constraint_violation: 2.7568e-09
Branch 10 | psi: 1.3300 | logL: -177.3363 | obj: 153.6367 | constraint_violation: 1.3437e-09
Branch 11 | psi: 1.3400 | logL: -177.0791 | obj: 153.4245 | constraint_violation: 4.2758e-07
Branch 12 | psi: 1.3500 | logL: -176.9776 | obj: 153.2249 | constraint_violation: 4.1375e-06
Branch 13 | psi: 1.3600 | logL: -176.7735 | obj: 153.0400 | constraint_violation: 6.4242e-06
Branch 14 | psi: 1.3700 | logL: -176.8341 | obj: 152.8725 | constraint_violation: 8.3859e-07
Branch 15 | psi: 1.3800 | logL: -176.5383 | obj: 152.7150 | constraint_violation: 1.0169e-07
Branch 16 | psi: 1.3900 | logL: -176.2607 | obj: 152.5761 | constraint_violation: 1.4835e-07
Branch 17 | psi: 1.4000 | logL: -176.2164 | obj: 152.4604 | constraint_violation: 1.6464e-06
Branch 18 | psi: 1.4100 | logL: -175.8215 | obj: 152.3521 | constraint_violation: 1.6570e-07
Branch 19 | psi: 1.4200 | logL: -176.0162 | obj: 152.2924 | constraint_violation: 3.2381e-06
