Branch 1 | psi: 1.2400 | logL: -178.5585 | obj: 169.7779 | constraint_violation: 1.1260e-09
Branch 2 | psi: 1.2500 | logL: -178.2960 | obj: 169.3475 | constraint_violation: 1.6363e-09
Branch 3 | psi: 1.2600 | logL: -178.1968 | obj: 168.9261 | constraint_violation: 3.2429e-10
Branch 4 | psi: 1.2700 | logL: -178.0403 | obj: 168.5169 | constraint_violation: 3.2498e-09
Branch 5 | psi: 1.2800 | logL: -177.7756 | obj: 168.1145 | constraint_violation: 4.9946e-09
Branch 6 | psi: 1.2900 | logL: -177.7486 | obj: 167.7271 | constraint_violation: 7.3126e-09
Branch 7 | psi: 1.3000 | logL: -177.5241 | obj: 167.3538 | constraint_violation: 6.6546e-09
Branch 8 | psi: 1.3100 | logL: -177.5983 | obj: 166.9975 | constraint_violation: 9.1633e-10
Branch 9 | psi: 1.3200 | logL: -177.2943 | obj: 166.6577 | constraint_violation: 5.9367e-09
Branch 10 | psi: 1.3300 | logL: -177.1606 | obj: 166.3358 | constraint_violation: 1.4432e-09
Branch 11 | psi: 1.3400 | logL: -177.1447 | obj: 166.0333 | constraint_violation: 7.4799e-09
Branch 12 | psi: 1.3500 | logL: -176.8763 | obj: 165.7507 | constraint_violation: 1.6013e-09
Branch 13 | psi: 1.3600 | logL: -176.7291 | obj: 165.4884 | constraint_violation: 7.2424e-09
Branch 14 | psi: 1.3700 | logL: -176.8429 | obj: 165.2499 | constraint_violation: 9.6280e-09
Branch 15 | psi: 1.3800 | logL: -176.3337 | obj: 165.0348 | constraint_violation: 1.5356e-09
Branch 16 | psi: 1.3900 | logL: -176.6583 | obj: 164.8421 | constraint_violation: 8.1349e-07
Branch 17 | psi: 1.4000 | logL: -176.5498 | obj: 164.6757 | constraint_violation: 2.7269e-07
Branch 18 | psi: 1.4100 | logL: -176.0237 | obj: 164.5385 | constraint_violation: 3.0105e-06
Branch 19 | psi: 1.4200 | logL: -175.9562 | obj: 164.4180 | constraint_violation: 7.1171e-08
Branch 20 | psi: 1.4300 | logL: -176.1556 | obj: 164.3252 | constraint_violation: 3.5103e-06
Branch 21 | psi: 1.4400 | logL: -176.3407 | obj: 164.2729 | constraint_violation: 2.5042e-07
Branch 22 | psi: 1.4500 | logL: -175.8318 | obj: 164.2210 | constraint_violation: 1.4733e-07
Branch 23 | psi: 1.4600 | logL: -175.7861 | obj: 164.2038 | constraint_violation: 1.8321e-08
Branch 24 | psi: 1.4700 | logL: -175.8153 | obj: 164.2131 | constraint_violation: 3.7643e-09
Branch 25 | psi: 1.4800 | logL: -175.6871 | obj: 164.2471 | constraint_violation: 4.2132e-07
Branch 26 | psi: 1.4900 | logL: -175.5892 | obj: 164.2948 | constraint_violation: 5.3664e-07
Branch 27 | psi: 1.5000 | logL: -175.3743 | obj: 164.3672 | constraint_violation: 6.9094e-08
Branch 28 | psi: 1.5100 | logL: -175.3213 | obj: 164.4603 | constraint_violation: 7.4557e-07
Branch 29 | psi: 1.5200 | logL: -175.3573 | obj: 164.5711 | constraint_violation: 7.7777e-07
Branch 30 | psi: 1.5300 | logL: -175.2854 | obj: 164.6993 | constraint_violation: 5.7703e-07
Branch 31 | psi: 1.5400 | logL: -175.3911 | obj: 164.8503 | constraint_violation: 1.5681e-07
Branch 32 | psi: 1.5500 | logL: -175.4313 | obj: 165.0091 | constraint_violation: 3.1649e-07
Branch 33 | psi: 1.5600 | logL: -175.4982 | obj: 165.1918 | constraint_violation: 5.3270e-06
Branch 34 | psi: 1.5700 | logL: -175.6405 | obj: 165.3900 | constraint_violation: 5.5689e-07
Branch 35 | psi: 1.5800 | logL: -175.8740 | obj: 165.6026 | constraint_violation: 2.0610e-06
Branch 36 | psi: 1.5900 | logL: -175.7606 | obj: 165.8347 | constraint_violation: 5.8066e-08
Branch 37 | psi: 1.6000 | logL: -176.0740 | obj: 166.0870 | constraint_violation: 7.5614e-07
Branch 38 | psi: 1.6100 | logL: -176.0644 | obj: 166.3588 | constraint_violation: 2.3540e-06
Branch 39 | psi: 1.6200 | logL: -176.3245 | obj: 166.6510 | constraint_violation: 2.0037e-06
Branch 40 | psi: 1.6300 | logL: -176.5391 | obj: 166.9659 | constraint_violation: 2.3184e-06
Branch 41 | psi: 1.6400 | logL: -176.8441 | obj: 167.3143 | constraint_violation: 5.0333e-07
Branch 42 | psi: 1.6500 | logL: -177.2441 | obj: 167.6792 | constraint_violation: 3.4808e-07
Branch 43 | psi: 1.6600 | logL: -177.3838 | obj: 168.0590 | constraint_violation: 5.0816e-08
Branch 44 | psi: 1.6700 | logL: -177.7070 | obj: 168.4717 | constraint_violation: 1.6009e-06
Branch 45 | psi: 1.6800 | logL: -178.1444 | obj: 168.9279 | constraint_violation: 3.9082e-06
Branch 46 | psi: 1.6900 | logL: -178.4832 | obj: 169.4210 | constraint_violation: 5.4203e-07
Branch 47 | psi: 1.7000 | logL: -179.0015 | obj: 169.9621 | constraint_violation: 4.0717e-06
Branch 48 | psi: 1.7100 | logL: -179.5815 | obj: 170.5499 | constraint_violation: 9.5410e-09
Branch 49 | psi: 1.7200 | logL: -180.0525 | obj: 171.1990 | constraint_violation: 1.5970e-08
Branch 50 | psi: 1.7300 | logL: -180.9602 | obj: 171.9320 | constraint_violation: 7.4570e-10
Branch 51 | psi: 1.7400 | logL: -181.4880 | obj: 172.7494 | constraint_violation: 3.9868e-10
Branch 52 | psi: 1.7500 | logL: -182.4413 | obj: 173.6990 | constraint_violation: 1.1518e-09
Branch 53 | psi: 1.7600 | logL: -183.4304 | obj: 174.8233 | constraint_violation: 1.8931e-09
