Branch 1 | psi: 1.2400 | logL: -178.8649 | obj: 159.1599 | constraint_violation: 2.2303e-09
Branch 2 | psi: 1.2500 | logL: -178.6100 | obj: 158.8539 | constraint_violation: 5.7504e-10
Branch 3 | psi: 1.2600 | logL: -178.3466 | obj: 158.5610 | constraint_violation: 2.2252e-09
Branch 4 | psi: 1.2700 | logL: -178.1062 | obj: 158.2798 | constraint_violation: 7.3423e-10
Branch 5 | psi: 1.2800 | logL: -177.8580 | obj: 158.0104 | constraint_violation: 4.5451e-10
Branch 6 | psi: 1.2900 | logL: -177.6459 | obj: 157.7517 | constraint_violation: 1.7486e-09
Branch 7 | psi: 1.3000 | logL: -177.4469 | obj: 157.5062 | constraint_violation: 1.2150e-09
Branch 8 | psi: 1.3100 | logL: -177.2408 | obj: 157.2720 | constraint_violation: 9.1892e-10
Branch 9 | psi: 1.3200 | logL: -177.0521 | obj: 157.0493 | constraint_violation: 2.8697e-09
Branch 10 | psi: 1.3300 | logL: -176.8678 | obj: 156.8400 | constraint_violation: 1.6007e-09
Branch 11 | psi: 1.3400 | logL: -176.6901 | obj: 156.6444 | constraint_violation: 3.6748e-09
Branch 12 | psi: 1.3500 | logL: -176.5192 | obj: 156.4588 | constraint_violation: 4.4618e-10
Branch 13 | psi: 1.3600 | logL: -176.3643 | obj: 156.2898 | constraint_violation: 3.7346e-09
Branch 14 | psi: 1.3700 | logL: -176.2287 | obj: 156.1337 | constraint_violation: 3.5504e-10
Branch 15 | psi: 1.3800 | logL: -176.0095 | obj: 155.9927 | constraint_violation: 5.6315e-09
Branch 16 | psi: 1.3900 | logL: -175.8800 | obj: 155.8663 | constraint_violation: 9.1605e-09
Branch 17 | psi: 1.4000 | logL: -175.8586 | obj: 155.7479 | constraint_violation: 1.5685e-09
Branch 18 | psi: 1.4100 | logL: -175.7574 | obj: 155.6501 | constraint_violation: 4.9582e-10
Branch 19 | psi: 1.4200 | logL: -175.6845 | obj: 155.5676 | constraint_violation: 5.1428e-10
Branch 20 | psi: 1.4300 | logL: -175.4809 | obj: 155.5059 | constraint_violation: 8.9663e-09
Branch 21 | psi: 1.4400 | logL: -175.4438 | obj: 155.4553 | constraint_violation: 2.3611e-09
Branch 22 | psi: 1.4500 | logL: -175.4056 | obj: 155.4240 | constraint_violation: 8.6368e-09
Branch 23 | psi: 1.4600 | logL: -175.4378 | obj: 155.4113 | constraint_violation: 3.1408e-10
Branch 24 | psi: 1.4700 | logL: -175.4549 | obj: 155.4178 | constraint_violation: 6.8290e-09
Branch 25 | psi: 1.4800 | logL: -175.5381 | obj: 155.4463 | constraint_violation: 5.7651e-10
Branch 26 | psi: 1.4900 | logL: -175.3560 | obj: 155.4873 | constraint_violation: 2.5397e-09
Branch 27 | psi: 1.5000 | logL: -175.3481 | obj: 155.5504 | constraint_violation: 7.1269e-09
Branch 28 | psi: 1.5100 | logL: -175.3392 | obj: 155.6329 | constraint_violation: 9.4373e-09
