Branch 1 | psi: 1.2400 | logL: -180.0442 | obj: 169.8046 | constraint_violation: 2.8246e-09
Branch 2 | psi: 1.2500 | logL: -179.8311 | obj: 169.5505 | constraint_violation: 4.9462e-10
Branch 3 | psi: 1.2600 | logL: -179.5704 | obj: 169.3057 | constraint_violation: 4.4514e-09
Branch 4 | psi: 1.2700 | logL: -179.3385 | obj: 169.0695 | constraint_violation: 4.6587e-09
Branch 5 | psi: 1.2800 | logL: -179.1528 | obj: 168.8424 | constraint_violation: 2.2297e-09
Branch 6 | psi: 1.2900 | logL: -178.9680 | obj: 168.6242 | constraint_violation: 6.5819e-10
Branch 7 | psi: 1.3000 | logL: -178.7050 | obj: 168.4162 | constraint_violation: 1.0417e-09
Branch 8 | psi: 1.3100 | logL: -178.5541 | obj: 168.2176 | constraint_violation: 1.7717e-09
Branch 9 | psi: 1.3200 | logL: -178.3696 | obj: 168.0291 | constraint_violation: 7.1291e-10
Branch 10 | psi: 1.3300 | logL: -178.1877 | obj: 167.8510 | constraint_violation: 1.7993e-09
Branch 11 | psi: 1.3400 | logL: -178.0373 | obj: 167.6840 | constraint_violation: 2.0926e-09
Branch 12 | psi: 1.3500 | logL: -177.8860 | obj: 167.5287 | constraint_violation: 2.6159e-10
Branch 13 | psi: 1.3600 | logL: -177.7303 | obj: 167.3835 | constraint_violation: 3.0679e-10
Branch 14 | psi: 1.3700 | logL: -177.5877 | obj: 167.2510 | constraint_violation: 1.5864e-09
Branch 15 | psi: 1.3800 | logL: -177.4984 | obj: 167.1304 | constraint_violation: 6.3184e-10
Branch 16 | psi: 1.3900 | logL: -177.4098 | obj: 167.0217 | constraint_violation: 6.3511e-10
Branch 17 | psi: 1.4000 | logL: -177.2701 | obj: 166.9266 | constraint_violation: 2.5412e-10
Branch 18 | psi: 1.4100 | logL: -177.1919 | obj: 166.8445 | constraint_violation: 8.0204e-10
Branch 19 | psi: 1.4200 | logL: -177.1091 | obj: 166.7759 | constraint_violation: 9.0274e-09
Branch 20 | psi: 1.4300 | logL: -177.0010 | obj: 166.7220 | constraint_violation: 1.5757e-09
Branch 21 | psi: 1.4400 | logL: -177.0171 | obj: 166.6809 | constraint_violation: 3.0745e-10
Branch 22 | psi: 1.4500 | logL: -176.9751 | obj: 166.6567 | constraint_violation: 1.4938e-09
Branch 23 | psi: 1.4600 | logL: -176.9696 | obj: 166.6453 | constraint_violation: 1.2322e-10
Branch 24 | psi: 1.4700 | logL: -176.9612 | obj: 166.6508 | constraint_violation: 1.3693e-09
Branch 25 | psi: 1.4800 | logL: -176.9595 | obj: 166.6719 | constraint_violation: 8.4316e-10
Branch 26 | psi: 1.4900 | logL: -176.9528 | obj: 166.7091 | constraint_violation: 1.3633e-09
Branch 27 | psi: 1.5000 | logL: -177.0101 | obj: 166.7631 | constraint_violation: 3.9178e-09
Branch 28 | psi: 1.5100 | logL: -177.0439 | obj: 166.8332 | constraint_violation: 1.3097e-09
Branch 29 | psi: 1.5200 | logL: -177.0816 | obj: 166.9204 | constraint_violation: 9.9991e-07
Branch 30 | psi: 1.5300 | logL: -177.1735 | obj: 167.0265 | constraint_violation: 3.2495e-06
Branch 31 | psi: 1.5400 | logL: -177.3040 | obj: 167.1489 | constraint_violation: 1.1353e-06
Branch 32 | psi: 1.5500 | logL: -177.3332 | obj: 167.2856 | constraint_violation: 6.0706e-07
Branch 33 | psi: 1.5600 | logL: -177.4782 | obj: 167.4397 | constraint_violation: 9.1500e-07
Branch 34 | psi: 1.5700 | logL: -177.5910 | obj: 167.6121 | constraint_violation: 2.9017e-06
Branch 35 | psi: 1.5800 | logL: -177.7211 | obj: 167.8101 | constraint_violation: 2.2465e-06
Branch 36 | psi: 1.5900 | logL: -177.8253 | obj: 168.0117 | constraint_violation: 4.9838e-06
Branch 37 | psi: 1.6000 | logL: -178.0525 | obj: 168.2476 | constraint_violation: 5.6919e-09
Branch 38 | psi: 1.6100 | logL: -178.0972 | obj: 168.4872 | constraint_violation: 1.3547e-07
Branch 39 | psi: 1.6200 | logL: -178.4696 | obj: 168.7688 | constraint_violation: 9.5714e-07
Branch 40 | psi: 1.6300 | logL: -178.6666 | obj: 169.0679 | constraint_violation: 6.9020e-08
Branch 41 | psi: 1.6400 | logL: -178.9512 | obj: 169.3793 | constraint_violation: 5.9769e-08
Branch 42 | psi: 1.6500 | logL: -179.2973 | obj: 169.7288 | constraint_violation: 1.3895e-07
Branch 43 | psi: 1.6600 | logL: -179.6463 | obj: 170.1056 | constraint_violation: 3.8916e-07
Branch 44 | psi: 1.6700 | logL: -180.0344 | obj: 170.5155 | constraint_violation: 1.6107e-08
Branch 45 | psi: 1.6800 | logL: -180.4209 | obj: 170.9528 | constraint_violation: 8.9149e-08
Branch 46 | psi: 1.6900 | logL: -180.5395 | obj: 171.4042 | constraint_violation: 4.0545e-08
Branch 47 | psi: 1.7000 | logL: -181.0374 | obj: 171.9301 | constraint_violation: 4.3538e-09
Branch 48 | psi: 1.7100 | logL: -181.5588 | obj: 172.5098 | constraint_violation: 1.0794e-09
Branch 49 | psi: 1.7200 | logL: -182.1669 | obj: 173.1542 | constraint_violation: 5.4343e-10
Branch 50 | psi: 1.7300 | logL: -182.8565 | obj: 173.8773 | constraint_violation: 1.3974e-09
Branch 51 | psi: 1.7400 | logL: -183.6404 | obj: 174.6998 | constraint_violation: 9.1628e-10
