Branch 1 | psi: 1.2400 | logL: -180.0934 | obj: 169.8096 | constraint_violation: 6.6528e-09
Branch 2 | psi: 1.2500 | logL: -179.8386 | obj: 169.5555 | constraint_violation: 2.9673e-09
Branch 3 | psi: 1.2600 | logL: -179.5858 | obj: 169.3070 | constraint_violation: 4.3597e-09
Branch 4 | psi: 1.2700 | logL: -179.3295 | obj: 169.0704 | constraint_violation: 9.2245e-10
Branch 5 | psi: 1.2800 | logL: -179.1006 | obj: 168.8438 | constraint_violation: 1.2060e-09
Branch 6 | psi: 1.2900 | logL: -178.9275 | obj: 168.6256 | constraint_violation: 3.1938e-10
Branch 7 | psi: 1.3000 | logL: -178.7340 | obj: 168.4164 | constraint_violation: 3.4626e-10
Branch 8 | psi: 1.3100 | logL: -178.5614 | obj: 168.2179 | constraint_violation: 1.8420e-09
Branch 9 | psi: 1.3200 | logL: -178.3489 | obj: 168.0295 | constraint_violation: 2.1435e-09
Branch 10 | psi: 1.3300 | logL: -178.1956 | obj: 167.8530 | constraint_violation: 1.8705e-09
Branch 11 | psi: 1.3400 | logL: -178.0209 | obj: 167.6843 | constraint_violation: 2.9777e-10
Branch 12 | psi: 1.3500 | logL: -177.8660 | obj: 167.5286 | constraint_violation: 3.9245e-10
Branch 13 | psi: 1.3600 | logL: -177.7631 | obj: 167.3837 | constraint_violation: 8.5588e-10
Branch 14 | psi: 1.3700 | logL: -177.6126 | obj: 167.2509 | constraint_violation: 6.1623e-10
Branch 15 | psi: 1.3800 | logL: -177.5102 | obj: 167.1303 | constraint_violation: 1.2341e-09
Branch 16 | psi: 1.3900 | logL: -177.3758 | obj: 167.0226 | constraint_violation: 4.6901e-10
Branch 17 | psi: 1.4000 | logL: -177.2880 | obj: 166.9266 | constraint_violation: 6.1223e-10
Branch 18 | psi: 1.4100 | logL: -177.1855 | obj: 166.8447 | constraint_violation: 8.8396e-10
Branch 19 | psi: 1.4200 | logL: -177.1416 | obj: 166.7762 | constraint_violation: 1.8952e-10
Branch 20 | psi: 1.4300 | logL: -177.0709 | obj: 166.7214 | constraint_violation: 1.9313e-10
Branch 21 | psi: 1.4400 | logL: -176.9948 | obj: 166.6816 | constraint_violation: 4.2128e-10
Branch 22 | psi: 1.4500 | logL: -176.9649 | obj: 166.6561 | constraint_violation: 2.8942e-09
Branch 23 | psi: 1.4600 | logL: -176.9306 | obj: 166.6464 | constraint_violation: 3.0733e-10
Branch 24 | psi: 1.4700 | logL: -176.9796 | obj: 166.6510 | constraint_violation: 1.9173e-09
Branch 25 | psi: 1.4800 | logL: -176.9754 | obj: 166.6721 | constraint_violation: 4.6780e-10
Branch 26 | psi: 1.4900 | logL: -177.0081 | obj: 166.7096 | constraint_violation: 4.1812e-09
Branch 27 | psi: 1.5000 | logL: -176.9780 | obj: 166.7628 | constraint_violation: 3.5309e-09
Branch 28 | psi: 1.5100 | logL: -177.0315 | obj: 166.8333 | constraint_violation: 1.0394e-09
Branch 29 | psi: 1.5200 | logL: -177.0641 | obj: 166.9206 | constraint_violation: 1.0555e-06
Branch 30 | psi: 1.5300 | logL: -177.1934 | obj: 167.0252 | constraint_violation: 3.9621e-06
Branch 31 | psi: 1.5400 | logL: -177.2201 | obj: 167.1492 | constraint_violation: 4.7360e-07
Branch 32 | psi: 1.5500 | logL: -177.2934 | obj: 167.2866 | constraint_violation: 3.2631e-07
Branch 33 | psi: 1.5600 | logL: -177.3396 | obj: 167.4383 | constraint_violation: 7.4744e-07
Branch 34 | psi: 1.5700 | logL: -177.6413 | obj: 167.6297 | constraint_violation: 1.2218e-06
Branch 35 | psi: 1.5800 | logL: -177.7494 | obj: 167.8117 | constraint_violation: 7.8228e-07
Branch 36 | psi: 1.5900 | logL: -177.7106 | obj: 168.0085 | constraint_violation: 8.5538e-07
Branch 37 | psi: 1.6000 | logL: -178.0858 | obj: 168.2486 | constraint_violation: 3.7231e-07
Branch 38 | psi: 1.6100 | logL: -178.0960 | obj: 168.4875 | constraint_violation: 3.9131e-08
Branch 39 | psi: 1.6200 | logL: -178.2671 | obj: 168.7555 | constraint_violation: 7.1853e-07
Branch 40 | psi: 1.6300 | logL: -178.7688 | obj: 169.0622 | constraint_violation: 9.7590e-07
