Branch 1 | psi: 1.2400 | logL: -180.0849 | obj: 169.8041 | constraint_violation: 6.6046e-09
Branch 2 | psi: 1.2500 | logL: -179.8250 | obj: 169.5514 | constraint_violation: 5.9440e-10
Branch 3 | psi: 1.2600 | logL: -179.6111 | obj: 169.3056 | constraint_violation: 4.2318e-10
Branch 4 | psi: 1.2700 | logL: -179.3468 | obj: 169.0694 | constraint_violation: 4.6658e-09
Branch 5 | psi: 1.2800 | logL: -179.1183 | obj: 168.8422 | constraint_violation: 2.1147e-09
Branch 6 | psi: 1.2900 | logL: -178.9350 | obj: 168.6241 | constraint_violation: 7.8074e-11
Branch 7 | psi: 1.3000 | logL: -178.7104 | obj: 168.4160 | constraint_violation: 1.2694e-09
Branch 8 | psi: 1.3100 | logL: -178.5482 | obj: 168.2173 | constraint_violation: 1.1535e-09
Branch 9 | psi: 1.3200 | logL: -178.3680 | obj: 168.0291 | constraint_violation: 1.4006e-09
Branch 10 | psi: 1.3300 | logL: -178.1949 | obj: 167.8513 | constraint_violation: 1.7940e-09
Branch 11 | psi: 1.3400 | logL: -178.0453 | obj: 167.6849 | constraint_violation: 1.4211e-09
Branch 12 | psi: 1.3500 | logL: -177.9075 | obj: 167.5301 | constraint_violation: 2.0060e-09
Branch 13 | psi: 1.3600 | logL: -177.7668 | obj: 167.3837 | constraint_violation: 1.7317e-09
Branch 14 | psi: 1.3700 | logL: -177.5767 | obj: 167.2509 | constraint_violation: 2.5982e-09
Branch 15 | psi: 1.3800 | logL: -177.5002 | obj: 167.1300 | constraint_violation: 1.1447e-09
Branch 16 | psi: 1.3900 | logL: -177.3934 | obj: 167.0220 | constraint_violation: 7.9876e-10
Branch 17 | psi: 1.4000 | logL: -177.2602 | obj: 166.9273 | constraint_violation: 1.2511e-09
Branch 18 | psi: 1.4100 | logL: -177.1698 | obj: 166.8444 | constraint_violation: 6.9304e-10
Branch 19 | psi: 1.4200 | logL: -177.1309 | obj: 166.7758 | constraint_violation: 1.8567e-09
Branch 20 | psi: 1.4300 | logL: -177.0888 | obj: 166.7214 | constraint_violation: 8.0426e-10
Branch 21 | psi: 1.4400 | logL: -177.0119 | obj: 166.6809 | constraint_violation: 6.1708e-10
Branch 22 | psi: 1.4500 | logL: -176.9652 | obj: 166.6557 | constraint_violation: 2.6634e-09
Branch 23 | psi: 1.4600 | logL: -176.9682 | obj: 166.6454 | constraint_violation: 6.7111e-11
Branch 24 | psi: 1.4700 | logL: -176.9586 | obj: 166.6508 | constraint_violation: 3.8278e-09
Branch 25 | psi: 1.4800 | logL: -176.9506 | obj: 166.6718 | constraint_violation: 3.6608e-10
Branch 26 | psi: 1.4900 | logL: -176.9654 | obj: 166.7094 | constraint_violation: 4.6218e-09
Branch 27 | psi: 1.5000 | logL: -176.9906 | obj: 166.7631 | constraint_violation: 3.9144e-09
Branch 28 | psi: 1.5100 | logL: -177.0205 | obj: 166.8330 | constraint_violation: 1.5765e-09
Branch 29 | psi: 1.5200 | logL: -177.0926 | obj: 166.9204 | constraint_violation: 7.5108e-07
Branch 30 | psi: 1.5300 | logL: -177.1826 | obj: 167.0249 | constraint_violation: 4.2068e-06
Branch 31 | psi: 1.5400 | logL: -177.1685 | obj: 167.1509 | constraint_violation: 5.4610e-06
Branch 32 | psi: 1.5500 | logL: -177.3530 | obj: 167.2908 | constraint_violation: 6.3730e-07
Branch 33 | psi: 1.5600 | logL: -177.4199 | obj: 167.4404 | constraint_violation: 1.2281e-07
Branch 34 | psi: 1.5700 | logL: -177.6331 | obj: 167.6292 | constraint_violation: 2.3111e-06
Branch 35 | psi: 1.5800 | logL: -177.7345 | obj: 167.8100 | constraint_violation: 3.1551e-06
Branch 36 | psi: 1.5900 | logL: -177.8227 | obj: 168.0144 | constraint_violation: 4.9121e-06
Branch 37 | psi: 1.6000 | logL: -178.1215 | obj: 168.2465 | constraint_violation: 5.2624e-07
Branch 38 | psi: 1.6100 | logL: -178.0899 | obj: 168.4865 | constraint_violation: 4.5413e-07
Branch 39 | psi: 1.6200 | logL: -178.5006 | obj: 168.7656 | constraint_violation: 2.6417e-06
Branch 40 | psi: 1.6300 | logL: -178.6836 | obj: 169.0641 | constraint_violation: 1.6006e-07
Branch 41 | psi: 1.6400 | logL: -179.0009 | obj: 169.3821 | constraint_violation: 1.7339e-07
Branch 42 | psi: 1.6500 | logL: -179.2938 | obj: 169.7255 | constraint_violation: 1.2017e-08
Branch 43 | psi: 1.6600 | logL: -179.6945 | obj: 170.1084 | constraint_violation: 1.3051e-07
Branch 44 | psi: 1.6700 | logL: -179.9822 | obj: 170.5068 | constraint_violation: 8.1338e-08
Branch 45 | psi: 1.6800 | logL: -180.2049 | obj: 170.9317 | constraint_violation: 2.8709e-07
Branch 46 | psi: 1.6900 | logL: -180.5286 | obj: 171.4042 | constraint_violation: 4.0473e-08
Branch 47 | psi: 1.7000 | logL: -181.0388 | obj: 171.9302 | constraint_violation: 4.3618e-09
Branch 48 | psi: 1.7100 | logL: -181.5648 | obj: 172.5100 | constraint_violation: 1.1309e-09
Branch 49 | psi: 1.7200 | logL: -182.1653 | obj: 173.1541 | constraint_violation: 5.3180e-10
Branch 50 | psi: 1.7300 | logL: -182.8571 | obj: 173.8772 | constraint_violation: 5.5705e-10
Branch 51 | psi: 1.7400 | logL: -183.6380 | obj: 174.6997 | constraint_violation: 8.4669e-10
Branch 52 | psi: 1.7500 | logL: -184.5464 | obj: 175.6530 | constraint_violation: 5.7137e-09
Branch 53 | psi: 1.7600 | logL: -185.7111 | obj: 176.7921 | constraint_violation: 1.1877e-09
