Branch 1 | psi: 1.2400 | logL: -176.0675 | obj: 162.0773 | constraint_violation: 6.7775e-09
Branch 2 | psi: 1.2500 | logL: -175.3279 | obj: 161.8298 | constraint_violation: 1.0865e-09
Branch 3 | psi: 1.2600 | logL: -174.9927 | obj: 161.5910 | constraint_violation: 2.4961e-09
Branch 4 | psi: 1.2700 | logL: -174.6644 | obj: 161.3589 | constraint_violation: 7.9643e-09
Branch 5 | psi: 1.2800 | logL: -174.4693 | obj: 161.1367 | constraint_violation: 7.3940e-09
Branch 6 | psi: 1.2900 | logL: -173.9730 | obj: 160.9238 | constraint_violation: 1.8744e-09
Branch 7 | psi: 1.3000 | logL: -173.7039 | obj: 160.7217 | constraint_violation: 1.7784e-10
Branch 8 | psi: 1.3100 | logL: -173.2550 | obj: 160.5310 | constraint_violation: 1.4167e-09
Branch 9 | psi: 1.3200 | logL: -173.1275 | obj: 160.3477 | constraint_violation: 1.9393e-10
Branch 10 | psi: 1.3300 | logL: -173.5066 | obj: 160.1733 | constraint_violation: 4.9681e-10
Branch 11 | psi: 1.3400 | logL: -173.5068 | obj: 160.0136 | constraint_violation: 3.4285e-10
Branch 12 | psi: 1.3500 | logL: -172.8851 | obj: 159.8681 | constraint_violation: 9.3705e-07
Branch 13 | psi: 1.3600 | logL: -172.9820 | obj: 159.7255 | constraint_violation: 1.9162e-06
Branch 14 | psi: 1.3700 | logL: -173.1696 | obj: 159.6190 | constraint_violation: 2.1671e-06
Branch 15 | psi: 1.3800 | logL: -172.8791 | obj: 159.5007 | constraint_violation: 2.3947e-06
Branch 16 | psi: 1.3900 | logL: -172.2536 | obj: 159.3843 | constraint_violation: 1.4135e-06
Branch 17 | psi: 1.4000 | logL: -172.4150 | obj: 159.2958 | constraint_violation: 1.6700e-06
Branch 18 | psi: 1.4100 | logL: -172.0963 | obj: 159.2182 | constraint_violation: 7.0872e-07
Branch 19 | psi: 1.4200 | logL: -172.2195 | obj: 159.1581 | constraint_violation: 6.2543e-07
Branch 20 | psi: 1.4300 | logL: -172.1197 | obj: 159.1185 | constraint_violation: 8.1142e-07
Branch 21 | psi: 1.4400 | logL: -171.7551 | obj: 159.0734 | constraint_violation: 1.7010e-07
Branch 22 | psi: 1.4500 | logL: -171.8124 | obj: 159.0469 | constraint_violation: 8.2019e-07
Branch 23 | psi: 1.4600 | logL: -171.9413 | obj: 159.0329 | constraint_violation: 1.6883e-06
Branch 24 | psi: 1.4700 | logL: -171.8924 | obj: 159.0369 | constraint_violation: 3.3071e-08
Branch 25 | psi: 1.4800 | logL: -171.8698 | obj: 159.0578 | constraint_violation: 5.8282e-07
Branch 26 | psi: 1.4900 | logL: -172.0120 | obj: 159.1005 | constraint_violation: 4.4994e-07
Branch 27 | psi: 1.5000 | logL: -171.8727 | obj: 159.1391 | constraint_violation: 1.4613e-06
Branch 28 | psi: 1.5100 | logL: -172.0996 | obj: 159.2025 | constraint_violation: 5.4947e-06
Branch 29 | psi: 1.5200 | logL: -172.0939 | obj: 159.2827 | constraint_violation: 1.2313e-06
Branch 30 | psi: 1.5300 | logL: -171.9411 | obj: 159.3746 | constraint_violation: 3.8340e-08
Branch 31 | psi: 1.5400 | logL: -172.0109 | obj: 159.4944 | constraint_violation: 4.6765e-08
Branch 32 | psi: 1.5500 | logL: -172.2764 | obj: 159.6140 | constraint_violation: 4.3297e-06
Branch 33 | psi: 1.5600 | logL: -172.8833 | obj: 159.7567 | constraint_violation: 3.9319e-08
Branch 34 | psi: 1.5700 | logL: -172.4053 | obj: 159.9197 | constraint_violation: 3.6195e-07
Branch 35 | psi: 1.5800 | logL: -172.8466 | obj: 160.0961 | constraint_violation: 7.4921e-06
Branch 36 | psi: 1.5900 | logL: -172.9128 | obj: 160.2939 | constraint_violation: 1.9403e-07
Branch 37 | psi: 1.6000 | logL: -173.2210 | obj: 160.5133 | constraint_violation: 6.6308e-06
Branch 38 | psi: 1.6100 | logL: -173.4945 | obj: 160.7506 | constraint_violation: 6.0321e-07
Branch 39 | psi: 1.6200 | logL: -174.0067 | obj: 161.0112 | constraint_violation: 5.6412e-07
Branch 40 | psi: 1.6300 | logL: -174.0235 | obj: 161.2943 | constraint_violation: 1.0382e-07
Branch 41 | psi: 1.6400 | logL: -174.5523 | obj: 161.6094 | constraint_violation: 1.5778e-06
Branch 42 | psi: 1.6500 | logL: -174.6976 | obj: 161.9458 | constraint_violation: 7.9909e-07
Branch 43 | psi: 1.6600 | logL: -174.8189 | obj: 162.3172 | constraint_violation: 4.2731e-07
Branch 44 | psi: 1.6700 | logL: -175.7015 | obj: 162.7185 | constraint_violation: 1.5297e-07
Branch 45 | psi: 1.6800 | logL: -175.6171 | obj: 163.1435 | constraint_violation: 1.8264e-08
Branch 46 | psi: 1.6900 | logL: -176.0417 | obj: 163.6237 | constraint_violation: 1.3724e-08
Branch 47 | psi: 1.7000 | logL: -176.4232 | obj: 164.1526 | constraint_violation: 5.9204e-10
Branch 48 | psi: 1.7100 | logL: -177.0181 | obj: 164.7373 | constraint_violation: 1.4846e-09
Branch 49 | psi: 1.7200 | logL: -177.6780 | obj: 165.3897 | constraint_violation: 6.4119e-10
Branch 50 | psi: 1.7300 | logL: -178.1998 | obj: 166.1227 | constraint_violation: 5.5008e-10
Branch 51 | psi: 1.7400 | logL: -179.1483 | obj: 166.9577 | constraint_violation: 5.0793e-10
Branch 52 | psi: 1.7500 | logL: -180.1415 | obj: 167.9279 | constraint_violation: 3.3888e-10
Branch 53 | psi: 1.7600 | logL: -181.2013 | obj: 169.0865 | constraint_violation: 2.7260e-10
