Branch 1 | psi: 1.2400 | logL: -179.6132 | obj: 157.2593 | constraint_violation: 5.1091e-09
Branch 2 | psi: 1.2500 | logL: -179.8446 | obj: 156.9945 | constraint_violation: 2.2300e-09
Branch 3 | psi: 1.2600 | logL: -179.7725 | obj: 156.7498 | constraint_violation: 1.2582e-09
Branch 4 | psi: 1.2700 | logL: -179.1948 | obj: 156.5145 | constraint_violation: 5.3986e-09
Branch 5 | psi: 1.2800 | logL: -178.8766 | obj: 156.2900 | constraint_violation: 8.0691e-09
Branch 6 | psi: 1.2900 | logL: -178.7227 | obj: 156.0732 | constraint_violation: 1.2278e-09
Branch 7 | psi: 1.3000 | logL: -178.4740 | obj: 155.8696 | constraint_violation: 1.2177e-09
Branch 8 | psi: 1.3100 | logL: -178.1715 | obj: 155.6707 | constraint_violation: 1.8924e-09
Branch 9 | psi: 1.3200 | logL: -178.2902 | obj: 155.4819 | constraint_violation: 1.7153e-09
Branch 10 | psi: 1.3300 | logL: -178.0435 | obj: 155.3061 | constraint_violation: 2.2939e-10
Branch 11 | psi: 1.3400 | logL: -177.4625 | obj: 155.1438 | constraint_violation: 2.2527e-09
Branch 12 | psi: 1.3500 | logL: -177.5067 | obj: 154.9896 | constraint_violation: 8.7466e-10
Branch 13 | psi: 1.3600 | logL: -177.6111 | obj: 154.8437 | constraint_violation: 8.3286e-10
Branch 14 | psi: 1.3700 | logL: -177.4009 | obj: 154.7152 | constraint_violation: 6.1627e-07
Branch 15 | psi: 1.3800 | logL: -176.7747 | obj: 154.5997 | constraint_violation: 2.0464e-06
Branch 16 | psi: 1.3900 | logL: -177.3716 | obj: 154.4920 | constraint_violation: 1.8832e-06
Branch 17 | psi: 1.4000 | logL: -177.1588 | obj: 154.4040 | constraint_violation: 2.7999e-06
Branch 18 | psi: 1.4100 | logL: -176.7788 | obj: 154.3227 | constraint_violation: 6.9738e-07
Branch 19 | psi: 1.4200 | logL: -177.1281 | obj: 154.2550 | constraint_violation: 6.2474e-08
Branch 20 | psi: 1.4300 | logL: -176.6106 | obj: 154.2037 | constraint_violation: 3.8181e-07
