Branch 1 | psi: 1.2400 | logL: -180.1363 | obj: 171.7878 | constraint_violation: 1.1609e-09
Branch 2 | psi: 1.2500 | logL: -179.7708 | obj: 171.5636 | constraint_violation: 8.5149e-10
Branch 3 | psi: 1.2600 | logL: -179.4195 | obj: 171.3485 | constraint_violation: 6.5566e-10
Branch 4 | psi: 1.2700 | logL: -179.1028 | obj: 171.1417 | constraint_violation: 1.5844e-10
Branch 5 | psi: 1.2800 | logL: -178.8816 | obj: 170.9409 | constraint_violation: 1.0163e-09
Branch 6 | psi: 1.2900 | logL: -178.6158 | obj: 170.7514 | constraint_violation: 3.5929e-10
Branch 7 | psi: 1.3000 | logL: -178.3354 | obj: 170.5720 | constraint_violation: 2.0061e-09
Branch 8 | psi: 1.3100 | logL: -178.1942 | obj: 170.3967 | constraint_violation: 2.1290e-09
Branch 9 | psi: 1.3200 | logL: -177.9122 | obj: 170.2357 | constraint_violation: 3.8082e-09
Branch 10 | psi: 1.3300 | logL: -177.7447 | obj: 170.0797 | constraint_violation: 4.9764e-09
Branch 11 | psi: 1.3400 | logL: -177.5414 | obj: 169.9370 | constraint_violation: 7.7564e-10
Branch 12 | psi: 1.3500 | logL: -177.2860 | obj: 169.8033 | constraint_violation: 2.6708e-10
Branch 13 | psi: 1.3600 | logL: -177.1086 | obj: 169.6788 | constraint_violation: 4.1534e-09
Branch 14 | psi: 1.3700 | logL: -177.1127 | obj: 169.5635 | constraint_violation: 1.8473e-09
Branch 15 | psi: 1.3800 | logL: -176.9709 | obj: 169.4626 | constraint_violation: 1.8949e-09
Branch 16 | psi: 1.3900 | logL: -176.7795 | obj: 169.3709 | constraint_violation: 4.7256e-10
Branch 17 | psi: 1.4000 | logL: -176.7279 | obj: 169.2881 | constraint_violation: 1.5067e-09
Branch 18 | psi: 1.4100 | logL: -176.5607 | obj: 169.2188 | constraint_violation: 5.4892e-10
Branch 19 | psi: 1.4200 | logL: -176.5146 | obj: 169.1601 | constraint_violation: 3.4142e-09
Branch 20 | psi: 1.4300 | logL: -176.5683 | obj: 169.1236 | constraint_violation: 2.4483e-06
Branch 21 | psi: 1.4400 | logL: -176.2645 | obj: 169.0841 | constraint_violation: 2.8918e-07
Branch 22 | psi: 1.4500 | logL: -176.3417 | obj: 169.0867 | constraint_violation: 3.4520e-07
Branch 23 | psi: 1.4600 | logL: -176.4161 | obj: 169.0695 | constraint_violation: 4.1972e-07
Branch 24 | psi: 1.4700 | logL: -176.2204 | obj: 169.0630 | constraint_violation: 1.5585e-06
Branch 25 | psi: 1.4800 | logL: -176.2111 | obj: 169.0751 | constraint_violation: 6.0790e-07
Branch 26 | psi: 1.4900 | logL: -176.2254 | obj: 169.1053 | constraint_violation: 3.1957e-06
Branch 27 | psi: 1.5000 | logL: -176.2440 | obj: 169.1502 | constraint_violation: 2.7417e-06
Branch 28 | psi: 1.5100 | logL: -176.3062 | obj: 169.2128 | constraint_violation: 1.2713e-06
Branch 29 | psi: 1.5200 | logL: -176.2740 | obj: 169.2882 | constraint_violation: 5.4163e-07
Branch 30 | psi: 1.5300 | logL: -176.3803 | obj: 169.3813 | constraint_violation: 2.1991e-06
Branch 31 | psi: 1.5400 | logL: -176.4638 | obj: 169.4878 | constraint_violation: 3.3641e-07
Branch 32 | psi: 1.5500 | logL: -176.5353 | obj: 169.6010 | constraint_violation: 1.2329e-05
