Branch 1 | psi: 1.2400 | logL: -178.4080 | obj: 163.5877 | constraint_violation: 5.3185e-10
Branch 2 | psi: 1.2500 | logL: -179.1854 | obj: 163.2383 | constraint_violation: 7.9786e-10
Branch 3 | psi: 1.2600 | logL: -178.9351 | obj: 163.0069 | constraint_violation: 2.7835e-09
Branch 4 | psi: 1.2700 | logL: -178.4097 | obj: 162.7875 | constraint_violation: 7.9365e-10
Branch 5 | psi: 1.2800 | logL: -178.2516 | obj: 162.5758 | constraint_violation: 6.7840e-10
Branch 6 | psi: 1.2900 | logL: -178.0847 | obj: 162.3742 | constraint_violation: 4.5750e-10
Branch 7 | psi: 1.3000 | logL: -177.8821 | obj: 162.1837 | constraint_violation: 8.3290e-10
Branch 8 | psi: 1.3100 | logL: -177.6059 | obj: 162.0033 | constraint_violation: 3.9915e-10
Branch 9 | psi: 1.3200 | logL: -177.5098 | obj: 161.8324 | constraint_violation: 7.0594e-10
Branch 10 | psi: 1.3300 | logL: -177.1940 | obj: 161.6750 | constraint_violation: 6.3940e-10
Branch 11 | psi: 1.3400 | logL: -177.1856 | obj: 161.5256 | constraint_violation: 3.3856e-10
Branch 12 | psi: 1.3500 | logL: -177.0216 | obj: 161.3882 | constraint_violation: 8.2236e-11
Branch 13 | psi: 1.3600 | logL: -176.8291 | obj: 161.2615 | constraint_violation: 9.0235e-11
Branch 14 | psi: 1.3700 | logL: -176.7546 | obj: 161.1456 | constraint_violation: 1.1325e-10
Branch 15 | psi: 1.3800 | logL: -176.9472 | obj: 161.0386 | constraint_violation: 2.3156e-10
Branch 16 | psi: 1.3900 | logL: -176.7362 | obj: 160.9458 | constraint_violation: 4.2032e-09
Branch 17 | psi: 1.4000 | logL: -176.5793 | obj: 160.8651 | constraint_violation: 3.0920e-09
Branch 18 | psi: 1.4100 | logL: -176.4561 | obj: 160.7959 | constraint_violation: 2.1571e-10
Branch 19 | psi: 1.4200 | logL: -176.3440 | obj: 160.7386 | constraint_violation: 1.4350e-09
Branch 20 | psi: 1.4300 | logL: -176.2827 | obj: 160.6934 | constraint_violation: 6.6233e-10
Branch 21 | psi: 1.4400 | logL: -176.5387 | obj: 160.6580 | constraint_violation: 3.2261e-10
Branch 22 | psi: 1.4500 | logL: -176.3005 | obj: 160.6385 | constraint_violation: 5.8925e-11
Branch 23 | psi: 1.4600 | logL: -176.0498 | obj: 160.6331 | constraint_violation: 7.0365e-11
Branch 24 | psi: 1.4700 | logL: -176.0971 | obj: 160.6374 | constraint_violation: 3.8725e-10
Branch 25 | psi: 1.4800 | logL: -176.0267 | obj: 160.6554 | constraint_violation: 6.1099e-10
Branch 26 | psi: 1.4900 | logL: -176.1043 | obj: 160.6860 | constraint_violation: 1.9700e-09
Branch 27 | psi: 1.5000 | logL: -176.3318 | obj: 160.7270 | constraint_violation: 8.0672e-09
Branch 28 | psi: 1.5100 | logL: -176.4123 | obj: 160.7858 | constraint_violation: 3.4223e-10
Branch 29 | psi: 1.5200 | logL: -176.3401 | obj: 160.8584 | constraint_violation: 7.4100e-10
Branch 30 | psi: 1.5300 | logL: -176.5996 | obj: 160.9445 | constraint_violation: 4.2598e-09
Branch 31 | psi: 1.5400 | logL: -176.8170 | obj: 161.0457 | constraint_violation: 1.6350e-10
Branch 32 | psi: 1.5500 | logL: -176.7644 | obj: 161.1635 | constraint_violation: 6.4335e-11
Branch 33 | psi: 1.5600 | logL: -176.8518 | obj: 161.2975 | constraint_violation: 1.7845e-10
Branch 34 | psi: 1.5700 | logL: -176.9466 | obj: 161.4481 | constraint_violation: 1.9571e-10
Branch 35 | psi: 1.5800 | logL: -177.3019 | obj: 161.6135 | constraint_violation: 2.6467e-10
Branch 36 | psi: 1.5900 | logL: -177.3295 | obj: 161.8011 | constraint_violation: 6.8708e-11
Branch 37 | psi: 1.6000 | logL: -177.5764 | obj: 162.0058 | constraint_violation: 1.0571e-10
Branch 38 | psi: 1.6100 | logL: -177.8165 | obj: 162.2323 | constraint_violation: 2.5516e-10
Branch 39 | psi: 1.6200 | logL: -177.8207 | obj: 162.4847 | constraint_violation: 4.2445e-10
Branch 40 | psi: 1.6300 | logL: -178.3028 | obj: 162.7540 | constraint_violation: 4.2320e-10
Branch 41 | psi: 1.6400 | logL: -178.6466 | obj: 163.0499 | constraint_violation: 1.4836e-10
Branch 42 | psi: 1.6500 | logL: -178.9757 | obj: 163.3761 | constraint_violation: 3.6003e-09
Branch 43 | psi: 1.6600 | logL: -179.2453 | obj: 163.7310 | constraint_violation: 9.5471e-10
Branch 44 | psi: 1.6700 | logL: -179.6162 | obj: 164.1209 | constraint_violation: 1.1431e-09
Branch 45 | psi: 1.6800 | logL: -180.1680 | obj: 164.5468 | constraint_violation: 1.0942e-06
Branch 46 | psi: 1.6900 | logL: -180.7962 | obj: 165.0139 | constraint_violation: 2.1464e-07
Branch 47 | psi: 1.7000 | logL: -181.1395 | obj: 165.5359 | constraint_violation: 3.7875e-06
Branch 48 | psi: 1.7100 | logL: -181.7071 | obj: 166.1347 | constraint_violation: 9.7409e-08
Branch 49 | psi: 1.7200 | logL: -182.5716 | obj: 166.7473 | constraint_violation: 1.2106e-08
Branch 50 | psi: 1.7300 | logL: -183.1980 | obj: 167.4736 | constraint_violation: 7.4731e-10
Branch 51 | psi: 1.7400 | logL: -183.9864 | obj: 168.3033 | constraint_violation: 3.7141e-10
Branch 52 | psi: 1.7500 | logL: -184.8657 | obj: 169.2707 | constraint_violation: 6.7920e-10
Branch 53 | psi: 1.7600 | logL: -185.8874 | obj: 170.4307 | constraint_violation: 1.9766e-09
