Branch 1 | psi: 1.2400 | logL: -180.4660 | obj: 161.7682 | constraint_violation: 9.3114e-09
Branch 2 | psi: 1.2500 | logL: -179.8208 | obj: 161.4781 | constraint_violation: 4.0181e-09
Branch 3 | psi: 1.2600 | logL: -178.7795 | obj: 161.2008 | constraint_violation: 1.2922e-09
Branch 4 | psi: 1.2700 | logL: -178.3164 | obj: 160.9408 | constraint_violation: 2.9905e-10
Branch 5 | psi: 1.2800 | logL: -178.8566 | obj: 160.6877 | constraint_violation: 3.4093e-09
Branch 6 | psi: 1.2900 | logL: -178.2312 | obj: 160.4495 | constraint_violation: 1.5639e-09
Branch 7 | psi: 1.3000 | logL: -177.7308 | obj: 160.2191 | constraint_violation: 1.0032e-10
Branch 8 | psi: 1.3100 | logL: -178.0769 | obj: 160.0017 | constraint_violation: 3.7015e-09
Branch 9 | psi: 1.3200 | logL: -177.3409 | obj: 159.7976 | constraint_violation: 2.3914e-09
Branch 10 | psi: 1.3300 | logL: -177.5969 | obj: 159.6041 | constraint_violation: 7.2539e-09
Branch 11 | psi: 1.3400 | logL: -176.9339 | obj: 159.4216 | constraint_violation: 6.4895e-09
Branch 12 | psi: 1.3500 | logL: -177.0270 | obj: 159.2534 | constraint_violation: 2.2669e-09
Branch 13 | psi: 1.3600 | logL: -177.0175 | obj: 159.0972 | constraint_violation: 8.8450e-09
Branch 14 | psi: 1.3700 | logL: -176.5201 | obj: 158.9550 | constraint_violation: 5.4332e-09
Branch 15 | psi: 1.3800 | logL: -177.0117 | obj: 158.8258 | constraint_violation: 1.4629e-09
Branch 16 | psi: 1.3900 | logL: -176.5085 | obj: 158.7108 | constraint_violation: 4.8505e-09
Branch 17 | psi: 1.4000 | logL: -176.4166 | obj: 158.6097 | constraint_violation: 6.4505e-09
Branch 18 | psi: 1.4100 | logL: -176.4027 | obj: 158.5239 | constraint_violation: 5.0173e-09
Branch 19 | psi: 1.4200 | logL: -175.7043 | obj: 158.4545 | constraint_violation: 5.1790e-09
Branch 20 | psi: 1.4300 | logL: -175.7678 | obj: 158.3972 | constraint_violation: 1.5769e-10
Branch 21 | psi: 1.4400 | logL: -176.0258 | obj: 158.3552 | constraint_violation: 1.9335e-09
Branch 22 | psi: 1.4500 | logL: -176.4597 | obj: 158.3285 | constraint_violation: 1.1211e-09
Branch 23 | psi: 1.4600 | logL: -175.7653 | obj: 158.3196 | constraint_violation: 4.6549e-10
Branch 24 | psi: 1.4700 | logL: -176.2926 | obj: 158.3244 | constraint_violation: 1.8860e-09
Branch 25 | psi: 1.4800 | logL: -176.3692 | obj: 158.3461 | constraint_violation: 4.9287e-10
Branch 26 | psi: 1.4900 | logL: -175.8199 | obj: 158.3838 | constraint_violation: 1.0173e-09
