Branch 1 | psi: 1.2400 | logL: -180.4245 | obj: 160.7558 | constraint_violation: 2.8185e-10
Branch 2 | psi: 1.2500 | logL: -179.3782 | obj: 160.4591 | constraint_violation: 6.9403e-09
Branch 3 | psi: 1.2600 | logL: -179.1367 | obj: 160.1589 | constraint_violation: 7.1513e-09
Branch 4 | psi: 1.2700 | logL: -178.7651 | obj: 159.8659 | constraint_violation: 1.7729e-09
Branch 5 | psi: 1.2800 | logL: -179.0712 | obj: 159.5677 | constraint_violation: 4.2257e-11
Branch 6 | psi: 1.2900 | logL: -178.8566 | obj: 159.2916 | constraint_violation: 1.2085e-10
Branch 7 | psi: 1.3000 | logL: -178.6052 | obj: 159.0245 | constraint_violation: 4.9430e-11
Branch 8 | psi: 1.3100 | logL: -178.3991 | obj: 158.7666 | constraint_violation: 3.6575e-10
Branch 9 | psi: 1.3200 | logL: -178.1163 | obj: 158.5193 | constraint_violation: 6.3707e-10
Branch 10 | psi: 1.3300 | logL: -177.8242 | obj: 158.2829 | constraint_violation: 2.9612e-10
Branch 11 | psi: 1.3400 | logL: -177.6935 | obj: 158.0575 | constraint_violation: 3.2481e-10
Branch 12 | psi: 1.3500 | logL: -177.6406 | obj: 157.8556 | constraint_violation: 5.2184e-07
Branch 13 | psi: 1.3600 | logL: -177.3464 | obj: 157.6446 | constraint_violation: 2.4867e-07
Branch 14 | psi: 1.3700 | logL: -177.2513 | obj: 157.4621 | constraint_violation: 7.3056e-07
Branch 15 | psi: 1.3800 | logL: -176.8403 | obj: 157.2885 | constraint_violation: 5.6525e-07
Branch 16 | psi: 1.3900 | logL: -176.6532 | obj: 157.1310 | constraint_violation: 5.7536e-08
Branch 17 | psi: 1.4000 | logL: -176.4587 | obj: 156.9913 | constraint_violation: 8.6984e-08
Branch 18 | psi: 1.4100 | logL: -176.1826 | obj: 156.8711 | constraint_violation: 1.0172e-07
Branch 19 | psi: 1.4200 | logL: -175.8116 | obj: 156.7721 | constraint_violation: 2.9423e-07
Branch 20 | psi: 1.4300 | logL: -175.5937 | obj: 156.6867 | constraint_violation: 8.6903e-09
Branch 21 | psi: 1.4400 | logL: -175.5147 | obj: 156.6234 | constraint_violation: 2.9790e-09
Branch 22 | psi: 1.4500 | logL: -175.5229 | obj: 156.5816 | constraint_violation: 1.4084e-09
Branch 23 | psi: 1.4600 | logL: -175.4639 | obj: 156.5654 | constraint_violation: 5.1056e-11
Branch 24 | psi: 1.4700 | logL: -175.5400 | obj: 156.5733 | constraint_violation: 1.0900e-09
Branch 25 | psi: 1.4800 | logL: -175.5953 | obj: 156.6127 | constraint_violation: 9.5946e-10
Branch 26 | psi: 1.4900 | logL: -175.4342 | obj: 156.6805 | constraint_violation: 9.6698e-09
Branch 27 | psi: 1.5000 | logL: -175.5404 | obj: 156.7845 | constraint_violation: 1.2203e-09
Branch 28 | psi: 1.5100 | logL: -175.6526 | obj: 156.9186 | constraint_violation: 4.2152e-09
Branch 29 | psi: 1.5200 | logL: -174.2831 | obj: 156.9775 | constraint_violation: 8.4349e-11
Branch 30 | psi: 1.5300 | logL: -174.0447 | obj: 157.1185 | constraint_violation: 2.5771e-10
Branch 31 | psi: 1.5400 | logL: -173.8490 | obj: 157.2755 | constraint_violation: 1.3751e-09
Branch 32 | psi: 1.5500 | logL: -173.7810 | obj: 157.4485 | constraint_violation: 2.2386e-09
Branch 33 | psi: 1.5600 | logL: -173.6352 | obj: 157.6352 | constraint_violation: 3.3556e-10
Branch 34 | psi: 1.5700 | logL: -173.9215 | obj: 157.8363 | constraint_violation: 1.7186e-09
Branch 35 | psi: 1.5800 | logL: -173.8391 | obj: 158.0567 | constraint_violation: 1.2200e-09
Branch 36 | psi: 1.5900 | logL: -174.0491 | obj: 158.2917 | constraint_violation: 8.7391e-10
Branch 37 | psi: 1.6000 | logL: -174.0532 | obj: 158.5459 | constraint_violation: 8.8904e-10
Branch 38 | psi: 1.6100 | logL: -174.2138 | obj: 158.8177 | constraint_violation: 6.2859e-10
Branch 39 | psi: 1.6200 | logL: -174.3480 | obj: 159.1097 | constraint_violation: 8.0184e-10
Branch 40 | psi: 1.6300 | logL: -174.6504 | obj: 159.4213 | constraint_violation: 6.5917e-10
Branch 41 | psi: 1.6400 | logL: -174.7912 | obj: 159.7558 | constraint_violation: 3.8076e-10
Branch 42 | psi: 1.6500 | logL: -175.1079 | obj: 160.1178 | constraint_violation: 2.3891e-10
