Branch 1 | psi: 1.2400 | logL: -179.4526 | obj: 172.8554 | constraint_violation: 8.6429e-10
Branch 2 | psi: 1.2500 | logL: -179.2658 | obj: 172.4242 | constraint_violation: 8.3173e-09
Branch 3 | psi: 1.2600 | logL: -179.1481 | obj: 171.9981 | constraint_violation: 7.1243e-09
Branch 4 | psi: 1.2700 | logL: -178.9577 | obj: 171.5786 | constraint_violation: 1.2824e-09
Branch 5 | psi: 1.2800 | logL: -178.6964 | obj: 171.1666 | constraint_violation: 6.9239e-09
Branch 6 | psi: 1.2900 | logL: -178.5611 | obj: 170.7573 | constraint_violation: 8.4994e-09
Branch 7 | psi: 1.3000 | logL: -178.4639 | obj: 170.3569 | constraint_violation: 5.7474e-09
Branch 8 | psi: 1.3100 | logL: -178.4973 | obj: 169.9631 | constraint_violation: 3.0139e-07
Branch 9 | psi: 1.3200 | logL: -178.3600 | obj: 169.5809 | constraint_violation: 1.1220e-07
Branch 10 | psi: 1.3300 | logL: -178.1912 | obj: 169.2098 | constraint_violation: 1.7883e-06
Branch 11 | psi: 1.3400 | logL: -178.1203 | obj: 168.8502 | constraint_violation: 2.7141e-09
Branch 12 | psi: 1.3500 | logL: -178.2630 | obj: 168.5050 | constraint_violation: 5.0883e-10
Branch 13 | psi: 1.3600 | logL: -178.2538 | obj: 168.1793 | constraint_violation: 2.1803e-09
Branch 14 | psi: 1.3700 | logL: -178.2326 | obj: 167.8708 | constraint_violation: 2.6258e-10
Branch 15 | psi: 1.3800 | logL: -178.1674 | obj: 167.5898 | constraint_violation: 2.3879e-09
Branch 16 | psi: 1.3900 | logL: -178.1246 | obj: 167.3353 | constraint_violation: 5.4911e-10
Branch 17 | psi: 1.4000 | logL: -178.3494 | obj: 167.1127 | constraint_violation: 1.4301e-09
Branch 18 | psi: 1.4100 | logL: -178.0428 | obj: 166.9253 | constraint_violation: 4.6354e-10
Branch 19 | psi: 1.4200 | logL: -178.2019 | obj: 166.7763 | constraint_violation: 8.4154e-11
Branch 20 | psi: 1.4300 | logL: -177.4745 | obj: 166.6615 | constraint_violation: 1.0518e-09
Branch 21 | psi: 1.4400 | logL: -177.2348 | obj: 166.5828 | constraint_violation: 6.3844e-11
Branch 22 | psi: 1.4500 | logL: -177.2536 | obj: 166.5367 | constraint_violation: 2.3028e-11
Branch 23 | psi: 1.4600 | logL: -176.7128 | obj: 166.5162 | constraint_violation: 1.2026e-10
Branch 24 | psi: 1.4700 | logL: -176.5445 | obj: 166.5254 | constraint_violation: 1.3742e-10
Branch 25 | psi: 1.4800 | logL: -176.2208 | obj: 166.5575 | constraint_violation: 5.7343e-10
Branch 26 | psi: 1.4900 | logL: -176.0044 | obj: 166.6126 | constraint_violation: 1.1797e-10
Branch 27 | psi: 1.5000 | logL: -175.8299 | obj: 166.6877 | constraint_violation: 1.3866e-09
Branch 28 | psi: 1.5100 | logL: -175.5988 | obj: 166.7831 | constraint_violation: 1.3350e-09
Branch 29 | psi: 1.5200 | logL: -175.3345 | obj: 166.8958 | constraint_violation: 1.2004e-09
Branch 30 | psi: 1.5300 | logL: -175.4297 | obj: 167.0264 | constraint_violation: 9.3351e-10
Branch 31 | psi: 1.5400 | logL: -175.2905 | obj: 167.1752 | constraint_violation: 7.6620e-10
Branch 32 | psi: 1.5500 | logL: -175.2808 | obj: 167.3417 | constraint_violation: 1.6362e-09
Branch 33 | psi: 1.5600 | logL: -175.3346 | obj: 167.5214 | constraint_violation: 1.4977e-10
Branch 34 | psi: 1.5700 | logL: -175.3110 | obj: 167.7223 | constraint_violation: 1.6129e-10
Branch 35 | psi: 1.5800 | logL: -175.3757 | obj: 167.9407 | constraint_violation: 8.5553e-10
Branch 36 | psi: 1.5900 | logL: -175.4243 | obj: 168.1790 | constraint_violation: 1.3776e-10
Branch 37 | psi: 1.6000 | logL: -175.6742 | obj: 168.4359 | constraint_violation: 1.1824e-10
Branch 38 | psi: 1.6100 | logL: -175.7056 | obj: 168.7120 | constraint_violation: 1.7935e-10
Branch 39 | psi: 1.6200 | logL: -175.7923 | obj: 169.0091 | constraint_violation: 1.5773e-10
Branch 40 | psi: 1.6300 | logL: -176.0218 | obj: 169.3295 | constraint_violation: 1.1487e-09
Branch 41 | psi: 1.6400 | logL: -176.2364 | obj: 169.6746 | constraint_violation: 7.3128e-09
Branch 42 | psi: 1.6500 | logL: -176.4787 | obj: 170.0446 | constraint_violation: 9.2177e-10
Branch 43 | psi: 1.6600 | logL: -176.6724 | obj: 170.4428 | constraint_violation: 1.2157e-08
Branch 44 | psi: 1.6700 | logL: -176.8883 | obj: 170.8721 | constraint_violation: 4.1369e-09
Branch 45 | psi: 1.6800 | logL: -177.2528 | obj: 171.3385 | constraint_violation: 1.2855e-08
Branch 46 | psi: 1.6900 | logL: -177.4338 | obj: 171.8415 | constraint_violation: 9.0614e-09
Branch 47 | psi: 1.7000 | logL: -177.8045 | obj: 172.3839 | constraint_violation: 1.5212e-09
Branch 48 | psi: 1.7100 | logL: -178.3483 | obj: 172.9790 | constraint_violation: 5.1563e-10
Branch 49 | psi: 1.7200 | logL: -178.8362 | obj: 173.6455 | constraint_violation: 2.4162e-09
Branch 50 | psi: 1.7300 | logL: -179.4645 | obj: 174.3754 | constraint_violation: 1.0525e-10
Branch 51 | psi: 1.7400 | logL: -180.2386 | obj: 175.2032 | constraint_violation: 5.6910e-10
Branch 52 | psi: 1.7500 | logL: -181.1251 | obj: 176.1551 | constraint_violation: 1.2445e-09
Branch 53 | psi: 1.7600 | logL: -182.1001 | obj: 177.2759 | constraint_violation: 5.4931e-10
