Branch 1 | psi: 1.2400 | logL: -180.1228 | obj: 169.8066 | constraint_violation: 2.7424e-09
Branch 2 | psi: 1.2500 | logL: -179.8512 | obj: 169.5514 | constraint_violation: 5.7508e-10
Branch 3 | psi: 1.2600 | logL: -179.5984 | obj: 169.3063 | constraint_violation: 2.5657e-10
Branch 4 | psi: 1.2700 | logL: -179.3656 | obj: 169.0709 | constraint_violation: 3.2311e-09
Branch 5 | psi: 1.2800 | logL: -179.1469 | obj: 168.8429 | constraint_violation: 2.3713e-09
Branch 6 | psi: 1.2900 | logL: -178.9400 | obj: 168.6250 | constraint_violation: 2.0506e-09
Branch 7 | psi: 1.3000 | logL: -178.7310 | obj: 168.4160 | constraint_violation: 1.1225e-09
Branch 8 | psi: 1.3100 | logL: -178.5617 | obj: 168.2177 | constraint_violation: 1.8943e-09
Branch 9 | psi: 1.3200 | logL: -178.3730 | obj: 168.0293 | constraint_violation: 1.1883e-09
Branch 10 | psi: 1.3300 | logL: -178.2069 | obj: 167.8515 | constraint_violation: 9.8199e-10
Branch 11 | psi: 1.3400 | logL: -178.0309 | obj: 167.6842 | constraint_violation: 1.9425e-09
Branch 12 | psi: 1.3500 | logL: -177.8753 | obj: 167.5282 | constraint_violation: 8.0925e-10
Branch 13 | psi: 1.3600 | logL: -177.7477 | obj: 167.3844 | constraint_violation: 1.0764e-09
Branch 14 | psi: 1.3700 | logL: -177.6059 | obj: 167.2507 | constraint_violation: 1.4807e-09
Branch 15 | psi: 1.3800 | logL: -177.4932 | obj: 167.1299 | constraint_violation: 3.8933e-10
Branch 16 | psi: 1.3900 | logL: -177.3918 | obj: 167.0218 | constraint_violation: 5.5504e-10
Branch 17 | psi: 1.4000 | logL: -177.2811 | obj: 166.9264 | constraint_violation: 3.9356e-10
Branch 18 | psi: 1.4100 | logL: -177.1684 | obj: 166.8444 | constraint_violation: 8.1939e-10
