Branch 1 | psi: 1.2400 | logL: -180.0175 | obj: 169.8055 | constraint_violation: 2.4097e-09
Branch 2 | psi: 1.2500 | logL: -179.8405 | obj: 169.5508 | constraint_violation: 5.5471e-10
Branch 3 | psi: 1.2600 | logL: -179.5808 | obj: 169.3060 | constraint_violation: 8.7577e-10
Branch 4 | psi: 1.2700 | logL: -179.3435 | obj: 169.0707 | constraint_violation: 3.9824e-09
Branch 5 | psi: 1.2800 | logL: -179.1352 | obj: 168.8424 | constraint_violation: 8.2287e-10
Branch 6 | psi: 1.2900 | logL: -178.9313 | obj: 168.6247 | constraint_violation: 1.0768e-09
Branch 7 | psi: 1.3000 | logL: -178.7032 | obj: 168.4168 | constraint_violation: 3.8387e-10
Branch 8 | psi: 1.3100 | logL: -178.5564 | obj: 168.2175 | constraint_violation: 1.8885e-09
Branch 9 | psi: 1.3200 | logL: -178.3537 | obj: 168.0293 | constraint_violation: 1.4969e-10
Branch 10 | psi: 1.3300 | logL: -178.1894 | obj: 167.8513 | constraint_violation: 1.7247e-09
Branch 11 | psi: 1.3400 | logL: -178.0257 | obj: 167.6840 | constraint_violation: 1.6569e-09
Branch 12 | psi: 1.3500 | logL: -177.8661 | obj: 167.5281 | constraint_violation: 2.8514e-10
Branch 13 | psi: 1.3600 | logL: -177.7412 | obj: 167.3836 | constraint_violation: 1.0744e-09
Branch 14 | psi: 1.3700 | logL: -177.6102 | obj: 167.2508 | constraint_violation: 1.8818e-09
Branch 15 | psi: 1.3800 | logL: -177.5174 | obj: 167.1300 | constraint_violation: 1.3746e-09
Branch 16 | psi: 1.3900 | logL: -177.4236 | obj: 167.0222 | constraint_violation: 4.3578e-10
Branch 17 | psi: 1.4000 | logL: -177.2962 | obj: 166.9266 | constraint_violation: 7.5555e-10
Branch 18 | psi: 1.4100 | logL: -177.1972 | obj: 166.8445 | constraint_violation: 7.7629e-10
Branch 19 | psi: 1.4200 | logL: -177.1462 | obj: 166.7758 | constraint_violation: 7.3145e-10
Branch 20 | psi: 1.4300 | logL: -177.0707 | obj: 166.7224 | constraint_violation: 1.7462e-09
Branch 21 | psi: 1.4400 | logL: -177.0338 | obj: 166.6810 | constraint_violation: 8.8746e-11
Branch 22 | psi: 1.4500 | logL: -176.9852 | obj: 166.6562 | constraint_violation: 3.2951e-09
Branch 23 | psi: 1.4600 | logL: -176.9696 | obj: 166.6455 | constraint_violation: 1.3854e-10
Branch 24 | psi: 1.4700 | logL: -176.9866 | obj: 166.6512 | constraint_violation: 5.2285e-09
Branch 25 | psi: 1.4800 | logL: -176.9517 | obj: 166.6720 | constraint_violation: 2.5056e-10
Branch 26 | psi: 1.4900 | logL: -176.9813 | obj: 166.7094 | constraint_violation: 8.2392e-09
Branch 27 | psi: 1.5000 | logL: -177.0145 | obj: 166.7634 | constraint_violation: 3.8917e-09
Branch 28 | psi: 1.5100 | logL: -177.0302 | obj: 166.8330 | constraint_violation: 1.8578e-09
Branch 29 | psi: 1.5200 | logL: -177.0325 | obj: 166.9203 | constraint_violation: 1.0415e-06
Branch 30 | psi: 1.5300 | logL: -177.2005 | obj: 167.0313 | constraint_violation: 6.3432e-06
Branch 31 | psi: 1.5400 | logL: -177.3126 | obj: 167.1490 | constraint_violation: 1.1346e-06
