Branch 1 | psi: 1.2400 | logL: -180.0947 | obj: 169.8066 | constraint_violation: 1.8706e-09
Branch 2 | psi: 1.2500 | logL: -179.8577 | obj: 169.5508 | constraint_violation: 5.2346e-10
Branch 3 | psi: 1.2600 | logL: -179.5996 | obj: 169.3065 | constraint_violation: 2.2109e-10
Branch 4 | psi: 1.2700 | logL: -179.3662 | obj: 169.0693 | constraint_violation: 4.1956e-10
Branch 5 | psi: 1.2800 | logL: -179.1410 | obj: 168.8425 | constraint_violation: 4.6048e-10
Branch 6 | psi: 1.2900 | logL: -178.9325 | obj: 168.6242 | constraint_violation: 2.4025e-10
Branch 7 | psi: 1.3000 | logL: -178.7517 | obj: 168.4160 | constraint_violation: 1.1848e-09
Branch 8 | psi: 1.3100 | logL: -178.5441 | obj: 168.2175 | constraint_violation: 3.4767e-10
Branch 9 | psi: 1.3200 | logL: -178.3795 | obj: 168.0293 | constraint_violation: 1.1437e-09
Branch 10 | psi: 1.3300 | logL: -178.1991 | obj: 167.8516 | constraint_violation: 7.5836e-10
Branch 11 | psi: 1.3400 | logL: -178.0241 | obj: 167.6841 | constraint_violation: 6.0373e-10
Branch 12 | psi: 1.3500 | logL: -177.8682 | obj: 167.5282 | constraint_violation: 9.1477e-10
Branch 13 | psi: 1.3600 | logL: -177.7322 | obj: 167.3836 | constraint_violation: 1.0534e-09
Branch 14 | psi: 1.3700 | logL: -177.6025 | obj: 167.2507 | constraint_violation: 2.7574e-09
Branch 15 | psi: 1.3800 | logL: -177.4834 | obj: 167.1301 | constraint_violation: 1.6348e-09
Branch 16 | psi: 1.3900 | logL: -177.3798 | obj: 167.0220 | constraint_violation: 3.2977e-10
Branch 17 | psi: 1.4000 | logL: -177.2616 | obj: 166.9279 | constraint_violation: 1.1730e-09
Branch 18 | psi: 1.4100 | logL: -177.1880 | obj: 166.8443 | constraint_violation: 3.4327e-10
Branch 19 | psi: 1.4200 | logL: -177.1132 | obj: 166.7761 | constraint_violation: 7.0259e-10
Branch 20 | psi: 1.4300 | logL: -177.0531 | obj: 166.7221 | constraint_violation: 1.6846e-10
Branch 21 | psi: 1.4400 | logL: -177.0358 | obj: 166.6810 | constraint_violation: 8.1568e-10
Branch 22 | psi: 1.4500 | logL: -176.9573 | obj: 166.6563 | constraint_violation: 1.9058e-09
Branch 23 | psi: 1.4600 | logL: -176.9505 | obj: 166.6455 | constraint_violation: 1.8711e-10
Branch 24 | psi: 1.4700 | logL: -176.9853 | obj: 166.6508 | constraint_violation: 1.7270e-09
Branch 25 | psi: 1.4800 | logL: -176.9229 | obj: 166.6720 | constraint_violation: 8.3816e-10
Branch 26 | psi: 1.4900 | logL: -176.9951 | obj: 166.7095 | constraint_violation: 3.3501e-09
Branch 27 | psi: 1.5000 | logL: -177.0128 | obj: 166.7631 | constraint_violation: 3.8465e-09
Branch 28 | psi: 1.5100 | logL: -177.0176 | obj: 166.8330 | constraint_violation: 1.2994e-09
Branch 29 | psi: 1.5200 | logL: -177.0832 | obj: 166.9204 | constraint_violation: 1.0237e-06
Branch 30 | psi: 1.5300 | logL: -177.1846 | obj: 167.0251 | constraint_violation: 4.2542e-06
Branch 31 | psi: 1.5400 | logL: -177.2424 | obj: 167.1446 | constraint_violation: 7.7351e-07
Branch 32 | psi: 1.5500 | logL: -177.3486 | obj: 167.2829 | constraint_violation: 2.6256e-06
Branch 33 | psi: 1.5600 | logL: -177.5094 | obj: 167.4419 | constraint_violation: 5.5522e-07
Branch 34 | psi: 1.5700 | logL: -177.6850 | obj: 167.6202 | constraint_violation: 1.0376e-06
Branch 35 | psi: 1.5800 | logL: -177.7503 | obj: 167.8104 | constraint_violation: 2.2316e-06
Branch 36 | psi: 1.5900 | logL: -177.8544 | obj: 168.0125 | constraint_violation: 3.0652e-06
Branch 37 | psi: 1.6000 | logL: -178.1005 | obj: 168.2481 | constraint_violation: 5.2201e-06
Branch 38 | psi: 1.6100 | logL: -178.1099 | obj: 168.4883 | constraint_violation: 1.0346e-06
Branch 39 | psi: 1.6200 | logL: -178.5048 | obj: 168.7662 | constraint_violation: 7.8664e-07
Branch 40 | psi: 1.6300 | logL: -178.7076 | obj: 169.0610 | constraint_violation: 2.2159e-07
Branch 41 | psi: 1.6400 | logL: -178.9633 | obj: 169.3789 | constraint_violation: 4.6349e-07
Branch 42 | psi: 1.6500 | logL: -179.2803 | obj: 169.7244 | constraint_violation: 5.3462e-08
Branch 43 | psi: 1.6600 | logL: -179.6164 | obj: 170.1041 | constraint_violation: 2.0037e-07
Branch 44 | psi: 1.6700 | logL: -179.9898 | obj: 170.5066 | constraint_violation: 1.0029e-07
Branch 45 | psi: 1.6800 | logL: -180.4244 | obj: 170.9528 | constraint_violation: 5.0688e-08
Branch 46 | psi: 1.6900 | logL: -180.8058 | obj: 171.4318 | constraint_violation: 1.8795e-08
Branch 47 | psi: 1.7000 | logL: -181.0361 | obj: 171.9298 | constraint_violation: 4.3014e-09
Branch 48 | psi: 1.7100 | logL: -181.5649 | obj: 172.5099 | constraint_violation: 1.1310e-09
Branch 49 | psi: 1.7200 | logL: -182.1659 | obj: 173.1542 | constraint_violation: 5.4298e-10
Branch 50 | psi: 1.7300 | logL: -182.8575 | obj: 173.8773 | constraint_violation: 4.5620e-10
Branch 51 | psi: 1.7400 | logL: -183.6396 | obj: 174.6997 | constraint_violation: 9.2562e-10
Branch 52 | psi: 1.7500 | logL: -184.5517 | obj: 175.6531 | constraint_violation: 3.8077e-10
Branch 53 | psi: 1.7600 | logL: -185.7110 | obj: 176.7919 | constraint_violation: 7.0500e-10
