Branch 1 | psi: 1.2400 | logL: -180.0949 | obj: 169.8033 | constraint_violation: 3.1370e-09
Branch 2 | psi: 1.2500 | logL: -179.8123 | obj: 169.5502 | constraint_violation: 4.3519e-10
Branch 3 | psi: 1.2600 | logL: -179.5936 | obj: 169.3051 | constraint_violation: 7.4170e-10
Branch 4 | psi: 1.2700 | logL: -179.3003 | obj: 169.0701 | constraint_violation: 4.6962e-09
Branch 5 | psi: 1.2800 | logL: -179.1394 | obj: 168.8420 | constraint_violation: 2.7412e-09
Branch 6 | psi: 1.2900 | logL: -178.9392 | obj: 168.6239 | constraint_violation: 1.2599e-10
Branch 7 | psi: 1.3000 | logL: -178.7335 | obj: 168.4168 | constraint_violation: 1.4502e-09
Branch 8 | psi: 1.3100 | logL: -178.5569 | obj: 168.2173 | constraint_violation: 1.2786e-09
Branch 9 | psi: 1.3200 | logL: -178.3587 | obj: 168.0293 | constraint_violation: 2.2891e-09
Branch 10 | psi: 1.3300 | logL: -178.1797 | obj: 167.8522 | constraint_violation: 1.0788e-09
Branch 11 | psi: 1.3400 | logL: -178.0126 | obj: 167.6847 | constraint_violation: 1.9459e-10
Branch 12 | psi: 1.3500 | logL: -177.8781 | obj: 167.5288 | constraint_violation: 1.6128e-09
Branch 13 | psi: 1.3600 | logL: -177.7607 | obj: 167.3834 | constraint_violation: 1.0911e-09
Branch 14 | psi: 1.3700 | logL: -177.6262 | obj: 167.2506 | constraint_violation: 1.5157e-09
Branch 15 | psi: 1.3800 | logL: -177.4849 | obj: 167.1300 | constraint_violation: 1.8895e-10
Branch 16 | psi: 1.3900 | logL: -177.4176 | obj: 167.0224 | constraint_violation: 3.7825e-10
Branch 17 | psi: 1.4000 | logL: -177.2987 | obj: 166.9265 | constraint_violation: 3.4338e-10
Branch 18 | psi: 1.4100 | logL: -177.1911 | obj: 166.8443 | constraint_violation: 7.7590e-10
Branch 19 | psi: 1.4200 | logL: -177.1224 | obj: 166.7757 | constraint_violation: 5.3712e-10
Branch 20 | psi: 1.4300 | logL: -177.0567 | obj: 166.7211 | constraint_violation: 6.9839e-10
Branch 21 | psi: 1.4400 | logL: -177.0209 | obj: 166.6808 | constraint_violation: 3.8416e-10
Branch 22 | psi: 1.4500 | logL: -176.9528 | obj: 166.6559 | constraint_violation: 3.8375e-09
Branch 23 | psi: 1.4600 | logL: -176.9402 | obj: 166.6458 | constraint_violation: 3.3590e-10
