Branch 1 | psi: 1.2400 | logL: -179.8066 | obj: 158.8469 | constraint_violation: 4.1753e-09
Branch 2 | psi: 1.2500 | logL: -179.5362 | obj: 158.5962 | constraint_violation: 2.8575e-09
Branch 3 | psi: 1.2600 | logL: -179.2833 | obj: 158.3529 | constraint_violation: 2.6223e-09
Branch 4 | psi: 1.2700 | logL: -179.0504 | obj: 158.1225 | constraint_violation: 3.6571e-09
Branch 5 | psi: 1.2800 | logL: -178.9140 | obj: 157.8966 | constraint_violation: 4.0573e-09
Branch 6 | psi: 1.2900 | logL: -178.7557 | obj: 157.6846 | constraint_violation: 4.3833e-09
Branch 7 | psi: 1.3000 | logL: -178.5246 | obj: 157.4799 | constraint_violation: 2.6625e-09
Branch 8 | psi: 1.3100 | logL: -178.3774 | obj: 157.2864 | constraint_violation: 3.7399e-09
Branch 9 | psi: 1.3200 | logL: -178.1376 | obj: 157.1022 | constraint_violation: 3.2046e-09
Branch 10 | psi: 1.3300 | logL: -177.9261 | obj: 156.9290 | constraint_violation: 2.9014e-09
Branch 11 | psi: 1.3400 | logL: -177.7353 | obj: 156.7684 | constraint_violation: 3.3525e-09
Branch 12 | psi: 1.3500 | logL: -177.5794 | obj: 156.6165 | constraint_violation: 2.0681e-09
Branch 13 | psi: 1.3600 | logL: -177.4682 | obj: 156.4787 | constraint_violation: 1.5374e-09
Branch 14 | psi: 1.3700 | logL: -177.2038 | obj: 156.3522 | constraint_violation: 1.2798e-09
Branch 15 | psi: 1.3800 | logL: -177.3318 | obj: 156.2341 | constraint_violation: 1.8446e-09
Branch 16 | psi: 1.3900 | logL: -177.1715 | obj: 156.1291 | constraint_violation: 4.2812e-09
Branch 17 | psi: 1.4000 | logL: -177.1026 | obj: 156.0384 | constraint_violation: 3.9411e-09
Branch 18 | psi: 1.4100 | logL: -177.0096 | obj: 155.9595 | constraint_violation: 1.8165e-09
Branch 19 | psi: 1.4200 | logL: -177.0907 | obj: 155.8967 | constraint_violation: 8.3869e-09
Branch 20 | psi: 1.4300 | logL: -176.7316 | obj: 155.8416 | constraint_violation: 6.0022e-11
Branch 21 | psi: 1.4400 | logL: -176.7481 | obj: 155.8038 | constraint_violation: 1.4960e-10
Branch 22 | psi: 1.4500 | logL: -176.7226 | obj: 155.7787 | constraint_violation: 3.6123e-09
