Branch 1 | psi: 1.2400 | logL: -179.9943 | obj: 169.8096 | constraint_violation: 1.7474e-09
Branch 2 | psi: 1.2500 | logL: -179.8021 | obj: 169.5519 | constraint_violation: 2.8423e-10
Branch 3 | psi: 1.2600 | logL: -179.5909 | obj: 169.3051 | constraint_violation: 3.5742e-10
Branch 4 | psi: 1.2700 | logL: -179.3535 | obj: 169.0693 | constraint_violation: 4.5746e-09
Branch 5 | psi: 1.2800 | logL: -179.1527 | obj: 168.8422 | constraint_violation: 2.0569e-09
Branch 6 | psi: 1.2900 | logL: -178.9379 | obj: 168.6243 | constraint_violation: 1.4025e-10
Branch 7 | psi: 1.3000 | logL: -178.7288 | obj: 168.4157 | constraint_violation: 1.7135e-09
Branch 8 | psi: 1.3100 | logL: -178.5215 | obj: 168.2176 | constraint_violation: 2.0492e-09
Branch 9 | psi: 1.3200 | logL: -178.3557 | obj: 168.0290 | constraint_violation: 1.4461e-09
Branch 10 | psi: 1.3300 | logL: -178.1925 | obj: 167.8511 | constraint_violation: 2.1255e-09
Branch 11 | psi: 1.3400 | logL: -177.9843 | obj: 167.6850 | constraint_violation: 1.3476e-09
Branch 12 | psi: 1.3500 | logL: -177.8968 | obj: 167.5281 | constraint_violation: 8.2953e-10
Branch 13 | psi: 1.3600 | logL: -177.7764 | obj: 167.3838 | constraint_violation: 6.7985e-10
Branch 14 | psi: 1.3700 | logL: -177.6250 | obj: 167.2512 | constraint_violation: 2.9824e-09
Branch 15 | psi: 1.3800 | logL: -177.4858 | obj: 167.1299 | constraint_violation: 1.9675e-09
Branch 16 | psi: 1.3900 | logL: -177.3394 | obj: 167.0220 | constraint_violation: 1.9844e-09
Branch 17 | psi: 1.4000 | logL: -177.2883 | obj: 166.9264 | constraint_violation: 4.2199e-10
Branch 18 | psi: 1.4100 | logL: -177.2087 | obj: 166.8441 | constraint_violation: 1.8070e-10
Branch 19 | psi: 1.4200 | logL: -177.1244 | obj: 166.7758 | constraint_violation: 3.1868e-10
Branch 20 | psi: 1.4300 | logL: -177.0831 | obj: 166.7216 | constraint_violation: 5.8233e-10
Branch 21 | psi: 1.4400 | logL: -177.0390 | obj: 166.6810 | constraint_violation: 8.2567e-11
Branch 22 | psi: 1.4500 | logL: -176.9588 | obj: 166.6560 | constraint_violation: 5.2426e-09
Branch 23 | psi: 1.4600 | logL: -176.9660 | obj: 166.6454 | constraint_violation: 1.3470e-10
Branch 24 | psi: 1.4700 | logL: -176.9765 | obj: 166.6515 | constraint_violation: 1.3203e-09
Branch 25 | psi: 1.4800 | logL: -176.9416 | obj: 166.6720 | constraint_violation: 2.5783e-09
Branch 26 | psi: 1.4900 | logL: -176.9918 | obj: 166.7094 | constraint_violation: 3.3531e-09
