Branch 1 | psi: 1.2400 | logL: -199.3323 | obj: 161.7974 | constraint_violation: 5.6138e-10
Branch 2 | psi: 1.2500 | logL: -195.6384 | obj: 161.4595 | constraint_violation: 7.0508e-11
Branch 3 | psi: 1.2600 | logL: -193.6491 | obj: 161.2044 | constraint_violation: 2.5888e-09
Branch 4 | psi: 1.2700 | logL: -191.3387 | obj: 160.9562 | constraint_violation: 1.0139e-10
Branch 5 | psi: 1.2800 | logL: -188.6960 | obj: 160.7160 | constraint_violation: 5.3225e-11
Branch 6 | psi: 1.2900 | logL: -186.2376 | obj: 160.4843 | constraint_violation: 1.6238e-09
Branch 7 | psi: 1.3000 | logL: -183.6523 | obj: 160.2618 | constraint_violation: 1.3498e-10
Branch 8 | psi: 1.3100 | logL: -183.3035 | obj: 160.0479 | constraint_violation: 7.3107e-11
Branch 9 | psi: 1.3200 | logL: -181.6207 | obj: 159.8433 | constraint_violation: 1.7101e-10
Branch 10 | psi: 1.3300 | logL: -180.1566 | obj: 159.6466 | constraint_violation: 3.0416e-11
Branch 11 | psi: 1.3400 | logL: -179.8782 | obj: 159.4628 | constraint_violation: 8.2280e-10
Branch 12 | psi: 1.3500 | logL: -178.8921 | obj: 159.2897 | constraint_violation: 1.1685e-10
Branch 13 | psi: 1.3600 | logL: -178.5217 | obj: 159.1285 | constraint_violation: 8.9794e-11
Branch 14 | psi: 1.3700 | logL: -178.5735 | obj: 158.9806 | constraint_violation: 4.2963e-11
Branch 15 | psi: 1.3800 | logL: -177.8688 | obj: 158.8411 | constraint_violation: 5.6484e-11
Branch 16 | psi: 1.3900 | logL: -176.9956 | obj: 158.7298 | constraint_violation: 1.2354e-09
Branch 17 | psi: 1.4000 | logL: -177.0551 | obj: 158.6143 | constraint_violation: 4.1492e-09
Branch 18 | psi: 1.4100 | logL: -176.9859 | obj: 158.5159 | constraint_violation: 7.7477e-09
Branch 19 | psi: 1.4200 | logL: -177.7213 | obj: 158.4300 | constraint_violation: 1.4241e-09
Branch 20 | psi: 1.4300 | logL: -176.9858 | obj: 158.3613 | constraint_violation: 6.9063e-09
Branch 21 | psi: 1.4400 | logL: -177.1165 | obj: 158.3159 | constraint_violation: 1.2859e-06
Branch 22 | psi: 1.4500 | logL: -176.6406 | obj: 158.2810 | constraint_violation: 1.5408e-06
Branch 23 | psi: 1.4600 | logL: -176.7484 | obj: 158.2628 | constraint_violation: 1.4884e-06
Branch 24 | psi: 1.4700 | logL: -177.1018 | obj: 158.2706 | constraint_violation: 3.2930e-07
Branch 25 | psi: 1.4800 | logL: -177.1458 | obj: 158.3036 | constraint_violation: 1.3269e-06
Branch 26 | psi: 1.4900 | logL: -178.2684 | obj: 158.3575 | constraint_violation: 3.7538e-06
Branch 27 | psi: 1.5000 | logL: -178.0706 | obj: 158.4419 | constraint_violation: 7.6913e-07
Branch 28 | psi: 1.5100 | logL: -177.4468 | obj: 158.5509 | constraint_violation: 1.5869e-08
Branch 29 | psi: 1.5200 | logL: -177.6893 | obj: 158.7027 | constraint_violation: 5.4221e-09
Branch 30 | psi: 1.5300 | logL: -178.0102 | obj: 158.8892 | constraint_violation: 3.1134e-09
Branch 31 | psi: 1.5400 | logL: -176.2653 | obj: 158.8797 | constraint_violation: 6.5250e-09
Branch 32 | psi: 1.5500 | logL: -176.1687 | obj: 159.0389 | constraint_violation: 3.5255e-09
Branch 33 | psi: 1.5600 | logL: -177.2117 | obj: 159.2134 | constraint_violation: 4.2761e-10
Branch 34 | psi: 1.5700 | logL: -176.6481 | obj: 159.4073 | constraint_violation: 1.5683e-09
Branch 35 | psi: 1.5800 | logL: -176.0419 | obj: 159.6173 | constraint_violation: 2.6727e-10
Branch 36 | psi: 1.5900 | logL: -177.7561 | obj: 159.8431 | constraint_violation: 9.0418e-11
Branch 37 | psi: 1.6000 | logL: -177.1071 | obj: 160.0880 | constraint_violation: 3.1267e-10
Branch 38 | psi: 1.6100 | logL: -177.0973 | obj: 160.3526 | constraint_violation: 7.0162e-10
Branch 39 | psi: 1.6200 | logL: -176.9880 | obj: 160.6348 | constraint_violation: 1.1936e-10
Branch 40 | psi: 1.6300 | logL: -177.2688 | obj: 160.9388 | constraint_violation: 1.7727e-10
Branch 41 | psi: 1.6400 | logL: -177.4629 | obj: 161.2669 | constraint_violation: 6.6074e-10
Branch 42 | psi: 1.6500 | logL: -177.7670 | obj: 161.6195 | constraint_violation: 1.6882e-10
Branch 43 | psi: 1.6600 | logL: -177.6399 | obj: 161.9991 | constraint_violation: 2.7837e-10
Branch 44 | psi: 1.6700 | logL: -178.1930 | obj: 162.4123 | constraint_violation: 2.7595e-10
Branch 45 | psi: 1.6800 | logL: -178.3774 | obj: 162.8572 | constraint_violation: 7.3367e-10
Branch 46 | psi: 1.6900 | logL: -178.6337 | obj: 163.3401 | constraint_violation: 1.0792e-09
Branch 47 | psi: 1.7000 | logL: -179.8847 | obj: 163.8699 | constraint_violation: 1.0195e-09
Branch 48 | psi: 1.7100 | logL: -180.3792 | obj: 164.4533 | constraint_violation: 6.8039e-10
Branch 49 | psi: 1.7200 | logL: -180.8234 | obj: 165.1139 | constraint_violation: 3.1656e-09
Branch 50 | psi: 1.7300 | logL: -181.4646 | obj: 165.8388 | constraint_violation: 1.0513e-09
Branch 51 | psi: 1.7400 | logL: -182.2799 | obj: 166.6466 | constraint_violation: 6.1839e-09
Branch 52 | psi: 1.7500 | logL: -182.9927 | obj: 167.5916 | constraint_violation: 3.7639e-09
Branch 53 | psi: 1.7600 | logL: -184.4378 | obj: 168.7259 | constraint_violation: 2.7862e-10
