experiment_id,run_id,mode,iteration_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
experiment_A,run_20250519_042717,individual_runs,NA,NA,2025-05-19T04:27:17Z,2025-05-19T04:27:28Z,11.2,95bfd51846327a5d1d306701a6bf10d5e05df397
