experiment_id,sim_id,run_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
exp_v1.0.0,sim_01,iter_0943,942,2025-06-19T02:47:52Z,2025-06-19T03:25:00Z,37.12,ee5a51a1f83842224ccb42e422afb486dbf6e0e8
