Branch 1 | psi: 1.2400 | logL: -180.3212 | obj: 162.0019 | constraint_violation: 1.3078e-09
Branch 2 | psi: 1.2500 | logL: -179.8952 | obj: 161.7327 | constraint_violation: 2.4108e-09
Branch 3 | psi: 1.2600 | logL: -179.5887 | obj: 161.4733 | constraint_violation: 4.2838e-09
Branch 4 | psi: 1.2700 | logL: -179.4052 | obj: 161.2255 | constraint_violation: 6.5326e-09
Branch 5 | psi: 1.2800 | logL: -179.1535 | obj: 160.9915 | constraint_violation: 1.3985e-09
Branch 6 | psi: 1.2900 | logL: -178.9905 | obj: 160.7673 | constraint_violation: 2.1102e-09
Branch 7 | psi: 1.3000 | logL: -178.7430 | obj: 160.5564 | constraint_violation: 2.1934e-09
Branch 8 | psi: 1.3100 | logL: -178.5364 | obj: 160.3553 | constraint_violation: 6.1516e-09
Branch 9 | psi: 1.3200 | logL: -178.2722 | obj: 160.1683 | constraint_violation: 1.1582e-09
Branch 10 | psi: 1.3300 | logL: -178.0739 | obj: 159.9943 | constraint_violation: 1.1565e-09
Branch 11 | psi: 1.3400 | logL: -177.9951 | obj: 159.8277 | constraint_violation: 1.0988e-09
Branch 12 | psi: 1.3500 | logL: -177.8742 | obj: 159.6774 | constraint_violation: 2.2840e-09
Branch 13 | psi: 1.3600 | logL: -177.6373 | obj: 159.5372 | constraint_violation: 5.0518e-09
Branch 14 | psi: 1.3700 | logL: -177.5828 | obj: 159.4098 | constraint_violation: 5.6355e-09
Branch 15 | psi: 1.3800 | logL: -177.4433 | obj: 159.2959 | constraint_violation: 1.6657e-09
Branch 16 | psi: 1.3900 | logL: -177.3941 | obj: 159.1925 | constraint_violation: 5.8443e-10
Branch 17 | psi: 1.4000 | logL: -177.2330 | obj: 159.1035 | constraint_violation: 1.7593e-09
Branch 18 | psi: 1.4100 | logL: -177.1948 | obj: 159.0261 | constraint_violation: 1.5636e-09
Branch 19 | psi: 1.4200 | logL: -177.1198 | obj: 158.9619 | constraint_violation: 2.0835e-09
Branch 20 | psi: 1.4300 | logL: -177.1073 | obj: 158.9123 | constraint_violation: 2.2928e-09
Branch 21 | psi: 1.4400 | logL: -176.9365 | obj: 158.8760 | constraint_violation: 8.4413e-10
Branch 22 | psi: 1.4500 | logL: -177.1244 | obj: 158.8524 | constraint_violation: 1.2644e-09
Branch 23 | psi: 1.4600 | logL: -176.9819 | obj: 158.8428 | constraint_violation: 4.6560e-10
Branch 24 | psi: 1.4700 | logL: -177.0270 | obj: 158.8469 | constraint_violation: 7.8570e-09
Branch 25 | psi: 1.4800 | logL: -176.9928 | obj: 158.8666 | constraint_violation: 1.0034e-09
Branch 26 | psi: 1.4900 | logL: -176.9695 | obj: 158.9003 | constraint_violation: 7.2809e-10
Branch 27 | psi: 1.5000 | logL: -177.0234 | obj: 158.9496 | constraint_violation: 8.5414e-10
Branch 28 | psi: 1.5100 | logL: -177.1076 | obj: 159.0131 | constraint_violation: 1.2353e-09
