Branch 1 | psi: 1.2400 | logL: -180.1173 | obj: 169.8068 | constraint_violation: 1.8500e-09
Branch 2 | psi: 1.2500 | logL: -179.8574 | obj: 169.5505 | constraint_violation: 4.3437e-10
Branch 3 | psi: 1.2600 | logL: -179.6072 | obj: 169.3062 | constraint_violation: 5.0756e-10
Branch 4 | psi: 1.2700 | logL: -179.3635 | obj: 169.0697 | constraint_violation: 5.1307e-10
Branch 5 | psi: 1.2800 | logL: -179.1421 | obj: 168.8421 | constraint_violation: 1.2279e-09
Branch 6 | psi: 1.2900 | logL: -178.9569 | obj: 168.6242 | constraint_violation: 7.6772e-10
Branch 7 | psi: 1.3000 | logL: -178.7448 | obj: 168.4159 | constraint_violation: 9.4938e-10
Branch 8 | psi: 1.3100 | logL: -178.5443 | obj: 168.2186 | constraint_violation: 1.9558e-09
Branch 9 | psi: 1.3200 | logL: -178.3676 | obj: 168.0293 | constraint_violation: 9.9956e-10
Branch 10 | psi: 1.3300 | logL: -178.1826 | obj: 167.8512 | constraint_violation: 1.3631e-09
Branch 11 | psi: 1.3400 | logL: -178.0350 | obj: 167.6840 | constraint_violation: 5.4792e-10
Branch 12 | psi: 1.3500 | logL: -177.8859 | obj: 167.5281 | constraint_violation: 1.9307e-10
Branch 13 | psi: 1.3600 | logL: -177.7384 | obj: 167.3835 | constraint_violation: 6.1128e-10
Branch 14 | psi: 1.3700 | logL: -177.6247 | obj: 167.2507 | constraint_violation: 1.4252e-09
Branch 15 | psi: 1.3800 | logL: -177.4931 | obj: 167.1300 | constraint_violation: 1.8402e-10
Branch 16 | psi: 1.3900 | logL: -177.3782 | obj: 167.0216 | constraint_violation: 8.9885e-11
Branch 17 | psi: 1.4000 | logL: -177.3029 | obj: 166.9263 | constraint_violation: 8.6075e-10
Branch 18 | psi: 1.4100 | logL: -177.2076 | obj: 166.8442 | constraint_violation: 7.5095e-10
Branch 19 | psi: 1.4200 | logL: -177.1260 | obj: 166.7764 | constraint_violation: 4.7152e-10
Branch 20 | psi: 1.4300 | logL: -177.0767 | obj: 166.7215 | constraint_violation: 2.2322e-10
Branch 21 | psi: 1.4400 | logL: -177.0055 | obj: 166.6828 | constraint_violation: 2.8688e-10
Branch 22 | psi: 1.4500 | logL: -176.9848 | obj: 166.6561 | constraint_violation: 1.9404e-09
Branch 23 | psi: 1.4600 | logL: -176.9622 | obj: 166.6464 | constraint_violation: 8.1319e-10
Branch 24 | psi: 1.4700 | logL: -176.9802 | obj: 166.6507 | constraint_violation: 3.8174e-09
Branch 25 | psi: 1.4800 | logL: -176.9612 | obj: 166.6718 | constraint_violation: 6.3700e-09
Branch 26 | psi: 1.4900 | logL: -176.9738 | obj: 166.7093 | constraint_violation: 4.2420e-09
Branch 27 | psi: 1.5000 | logL: -177.0146 | obj: 166.7630 | constraint_violation: 2.7013e-09
Branch 28 | psi: 1.5100 | logL: -177.0101 | obj: 166.8334 | constraint_violation: 1.3814e-09
Branch 29 | psi: 1.5200 | logL: -177.0840 | obj: 166.9204 | constraint_violation: 1.0278e-06
Branch 30 | psi: 1.5300 | logL: -177.1769 | obj: 167.0248 | constraint_violation: 4.2599e-06
Branch 31 | psi: 1.5400 | logL: -177.1981 | obj: 167.1468 | constraint_violation: 1.1194e-06
Branch 32 | psi: 1.5500 | logL: -177.3770 | obj: 167.2838 | constraint_violation: 2.7158e-07
