Branch 1 | psi: 1.2400 | logL: -180.0341 | obj: 171.2846 | constraint_violation: 1.7072e-09
Branch 2 | psi: 1.2500 | logL: -179.7525 | obj: 170.9882 | constraint_violation: 1.1511e-09
Branch 3 | psi: 1.2600 | logL: -179.4928 | obj: 170.7026 | constraint_violation: 1.8507e-09
Branch 4 | psi: 1.2700 | logL: -179.2532 | obj: 170.4284 | constraint_violation: 2.0681e-09
Branch 5 | psi: 1.2800 | logL: -179.0460 | obj: 170.1665 | constraint_violation: 5.4003e-10
Branch 6 | psi: 1.2900 | logL: -178.8437 | obj: 169.9168 | constraint_violation: 2.2341e-09
Branch 7 | psi: 1.3000 | logL: -178.6549 | obj: 169.6807 | constraint_violation: 1.4196e-09
Branch 8 | psi: 1.3100 | logL: -178.4508 | obj: 169.4549 | constraint_violation: 5.8871e-10
Branch 9 | psi: 1.3200 | logL: -178.3074 | obj: 169.2440 | constraint_violation: 1.6402e-09
Branch 10 | psi: 1.3300 | logL: -178.0708 | obj: 169.0458 | constraint_violation: 1.5346e-09
Branch 11 | psi: 1.3400 | logL: -177.8996 | obj: 168.8608 | constraint_violation: 7.9174e-10
Branch 12 | psi: 1.3500 | logL: -177.8034 | obj: 168.6886 | constraint_violation: 1.0267e-09
Branch 13 | psi: 1.3600 | logL: -177.6923 | obj: 168.5319 | constraint_violation: 3.0181e-10
Branch 14 | psi: 1.3700 | logL: -177.5231 | obj: 168.3876 | constraint_violation: 7.1633e-11
Branch 15 | psi: 1.3800 | logL: -177.3643 | obj: 168.2597 | constraint_violation: 1.6439e-10
Branch 16 | psi: 1.3900 | logL: -177.2417 | obj: 168.1436 | constraint_violation: 1.4864e-10
Branch 17 | psi: 1.4000 | logL: -177.1745 | obj: 168.0422 | constraint_violation: 4.0257e-11
Branch 18 | psi: 1.4100 | logL: -177.0849 | obj: 167.9569 | constraint_violation: 1.3817e-10
Branch 19 | psi: 1.4200 | logL: -176.9668 | obj: 167.8863 | constraint_violation: 3.2447e-11
Branch 20 | psi: 1.4300 | logL: -176.9111 | obj: 167.8307 | constraint_violation: 4.0433e-11
Branch 21 | psi: 1.4400 | logL: -176.8834 | obj: 167.7902 | constraint_violation: 2.0248e-10
Branch 22 | psi: 1.4500 | logL: -176.8259 | obj: 167.7646 | constraint_violation: 4.2842e-10
Branch 23 | psi: 1.4600 | logL: -176.7767 | obj: 167.7545 | constraint_violation: 3.2104e-11
Branch 24 | psi: 1.4700 | logL: -176.8060 | obj: 167.7604 | constraint_violation: 1.8646e-10
Branch 25 | psi: 1.4800 | logL: -176.7582 | obj: 167.7809 | constraint_violation: 1.0709e-09
Branch 26 | psi: 1.4900 | logL: -176.7382 | obj: 167.8169 | constraint_violation: 4.0918e-10
Branch 27 | psi: 1.5000 | logL: -176.7340 | obj: 167.8680 | constraint_violation: 2.3451e-09
Branch 28 | psi: 1.5100 | logL: -176.8184 | obj: 167.9349 | constraint_violation: 4.4002e-10
Branch 29 | psi: 1.5200 | logL: -176.8777 | obj: 168.0179 | constraint_violation: 1.4219e-10
Branch 30 | psi: 1.5300 | logL: -176.9433 | obj: 168.1177 | constraint_violation: 6.3893e-11
Branch 31 | psi: 1.5400 | logL: -176.9699 | obj: 168.2321 | constraint_violation: 6.0073e-10
Branch 32 | psi: 1.5500 | logL: -177.1107 | obj: 168.3653 | constraint_violation: 4.8248e-10
Branch 33 | psi: 1.5600 | logL: -177.2371 | obj: 168.5127 | constraint_violation: 9.0094e-11
