Branch 1 | psi: 1.2400 | logL: -177.7944 | obj: 176.6180 | constraint_violation: 4.9810e-10
Branch 2 | psi: 1.2500 | logL: -177.1941 | obj: 176.3212 | constraint_violation: 1.3327e-09
Branch 3 | psi: 1.2600 | logL: -176.9161 | obj: 176.0218 | constraint_violation: 8.7939e-09
Branch 4 | psi: 1.2700 | logL: -176.5949 | obj: 175.7309 | constraint_violation: 2.4975e-09
Branch 5 | psi: 1.2800 | logL: -176.3462 | obj: 175.4500 | constraint_violation: 1.4213e-09
Branch 6 | psi: 1.2900 | logL: -176.5537 | obj: 175.1675 | constraint_violation: 2.5066e-10
Branch 7 | psi: 1.3000 | logL: -176.2725 | obj: 174.9049 | constraint_violation: 5.2730e-10
Branch 8 | psi: 1.3100 | logL: -176.0396 | obj: 174.6513 | constraint_violation: 8.8338e-11
Branch 9 | psi: 1.3200 | logL: -175.8109 | obj: 174.4092 | constraint_violation: 7.5427e-10
Branch 10 | psi: 1.3300 | logL: -175.6388 | obj: 174.1791 | constraint_violation: 1.1237e-10
Branch 11 | psi: 1.3400 | logL: -175.4439 | obj: 173.9606 | constraint_violation: 9.4707e-11
Branch 12 | psi: 1.3500 | logL: -175.2554 | obj: 173.7544 | constraint_violation: 9.0961e-11
Branch 13 | psi: 1.3600 | logL: -174.9367 | obj: 173.6487 | constraint_violation: 4.0365e-06
Branch 14 | psi: 1.3700 | logL: -174.3018 | obj: 173.4052 | constraint_violation: 1.5759e-06
Branch 15 | psi: 1.3800 | logL: -174.1606 | obj: 173.2394 | constraint_violation: 7.7289e-07
Branch 16 | psi: 1.3900 | logL: -174.3581 | obj: 173.1384 | constraint_violation: 1.1835e-07
Branch 17 | psi: 1.4000 | logL: -174.3282 | obj: 172.9300 | constraint_violation: 1.8935e-08
Branch 18 | psi: 1.4100 | logL: -173.9600 | obj: 172.8503 | constraint_violation: 2.1959e-07
Branch 19 | psi: 1.4200 | logL: -173.5013 | obj: 172.7229 | constraint_violation: 6.9472e-08
Branch 20 | psi: 1.4300 | logL: -173.4084 | obj: 172.6423 | constraint_violation: 2.4410e-08
Branch 21 | psi: 1.4400 | logL: -173.3829 | obj: 172.5799 | constraint_violation: 3.7597e-09
Branch 22 | psi: 1.4500 | logL: -173.3296 | obj: 172.5413 | constraint_violation: 2.1223e-09
Branch 23 | psi: 1.4600 | logL: -173.3368 | obj: 172.5246 | constraint_violation: 7.0798e-11
Branch 24 | psi: 1.4700 | logL: -173.3360 | obj: 172.5337 | constraint_violation: 1.0148e-10
Branch 25 | psi: 1.4800 | logL: -173.3825 | obj: 172.5682 | constraint_violation: 5.8455e-09
Branch 26 | psi: 1.4900 | logL: -173.4444 | obj: 172.6320 | constraint_violation: 4.1465e-09
Branch 27 | psi: 1.5000 | logL: -173.5261 | obj: 172.7271 | constraint_violation: 5.4128e-09
Branch 28 | psi: 1.5100 | logL: -173.6072 | obj: 172.8547 | constraint_violation: 1.8016e-09
Branch 29 | psi: 1.5200 | logL: -173.8486 | obj: 173.0248 | constraint_violation: 2.7555e-09
Branch 30 | psi: 1.5300 | logL: -173.7059 | obj: 173.2027 | constraint_violation: 1.6289e-09
Branch 31 | psi: 1.5400 | logL: -174.0961 | obj: 173.4677 | constraint_violation: 3.0831e-09
Branch 32 | psi: 1.5500 | logL: -171.6117 | obj: 173.3725 | constraint_violation: 1.0899e-09
Branch 33 | psi: 1.5600 | logL: -171.7499 | obj: 173.5547 | constraint_violation: 2.5720e-09
Branch 34 | psi: 1.5700 | logL: -171.7559 | obj: 173.7541 | constraint_violation: 2.4651e-09
Branch 35 | psi: 1.5800 | logL: -171.7819 | obj: 173.9698 | constraint_violation: 1.3243e-09
Branch 36 | psi: 1.5900 | logL: -171.8079 | obj: 174.2022 | constraint_violation: 1.8581e-10
Branch 37 | psi: 1.6000 | logL: -171.9454 | obj: 174.4526 | constraint_violation: 1.2024e-09
Branch 38 | psi: 1.6100 | logL: -172.0471 | obj: 174.7204 | constraint_violation: 8.7050e-11
Branch 39 | psi: 1.6200 | logL: -172.2683 | obj: 175.0083 | constraint_violation: 3.1928e-10
Branch 40 | psi: 1.6300 | logL: -172.4502 | obj: 175.3156 | constraint_violation: 2.6482e-10
Branch 41 | psi: 1.6400 | logL: -172.6812 | obj: 175.6473 | constraint_violation: 4.3035e-10
Branch 42 | psi: 1.6500 | logL: -172.9593 | obj: 176.0027 | constraint_violation: 2.1104e-10
Branch 43 | psi: 1.6600 | logL: -173.2624 | obj: 176.3844 | constraint_violation: 2.3069e-09
Branch 44 | psi: 1.6700 | logL: -173.4209 | obj: 176.7977 | constraint_violation: 1.5857e-10
Branch 45 | psi: 1.6800 | logL: -173.9403 | obj: 177.2434 | constraint_violation: 3.8297e-10
Branch 46 | psi: 1.6900 | logL: -174.2863 | obj: 177.7268 | constraint_violation: 1.4489e-10
Branch 47 | psi: 1.7000 | logL: -174.6898 | obj: 178.2553 | constraint_violation: 1.7548e-10
Branch 48 | psi: 1.7100 | logL: -175.1524 | obj: 178.8357 | constraint_violation: 1.8395e-10
Branch 49 | psi: 1.7200 | logL: -175.8659 | obj: 179.4776 | constraint_violation: 4.6498e-10
Branch 50 | psi: 1.7300 | logL: -176.4543 | obj: 180.1926 | constraint_violation: 6.2782e-11
Branch 51 | psi: 1.7400 | logL: -177.1709 | obj: 181.0057 | constraint_violation: 3.0084e-09
Branch 52 | psi: 1.7500 | logL: -178.0171 | obj: 181.9429 | constraint_violation: 2.1734e-09
Branch 53 | psi: 1.7600 | logL: -179.0239 | obj: 183.0557 | constraint_violation: 8.2183e-10
