Branch 1 | psi: 1.2400 | logL: -180.8737 | obj: 143.0933 | constraint_violation: 3.8533e-09
Branch 2 | psi: 1.2500 | logL: -179.7648 | obj: 142.7283 | constraint_violation: 5.2818e-09
Branch 3 | psi: 1.2600 | logL: -179.7010 | obj: 142.3710 | constraint_violation: 3.9059e-09
Branch 4 | psi: 1.2700 | logL: -179.3918 | obj: 142.0310 | constraint_violation: 6.5333e-09
Branch 5 | psi: 1.2800 | logL: -178.8944 | obj: 141.7075 | constraint_violation: 8.5306e-09
Branch 6 | psi: 1.2900 | logL: -178.9543 | obj: 141.3892 | constraint_violation: 6.1070e-09
Branch 7 | psi: 1.3000 | logL: -178.6879 | obj: 141.0891 | constraint_violation: 4.4276e-09
Branch 8 | psi: 1.3100 | logL: -178.3724 | obj: 140.8046 | constraint_violation: 4.6630e-09
Branch 9 | psi: 1.3200 | logL: -178.2689 | obj: 140.5364 | constraint_violation: 3.4336e-09
Branch 10 | psi: 1.3300 | logL: -178.1209 | obj: 140.2824 | constraint_violation: 4.5527e-09
Branch 11 | psi: 1.3400 | logL: -177.7962 | obj: 140.0448 | constraint_violation: 4.9579e-09
Branch 12 | psi: 1.3500 | logL: -177.6092 | obj: 139.8246 | constraint_violation: 3.4503e-09
Branch 13 | psi: 1.3600 | logL: -177.7094 | obj: 139.6212 | constraint_violation: 4.4959e-09
Branch 14 | psi: 1.3700 | logL: -177.2881 | obj: 139.4365 | constraint_violation: 7.7880e-10
Branch 15 | psi: 1.3800 | logL: -177.3027 | obj: 139.2680 | constraint_violation: 2.3804e-09
Branch 16 | psi: 1.3900 | logL: -176.8018 | obj: 139.1211 | constraint_violation: 2.7868e-09
Branch 17 | psi: 1.4000 | logL: -177.1225 | obj: 138.9891 | constraint_violation: 9.3102e-09
Branch 18 | psi: 1.4100 | logL: -176.5710 | obj: 138.8812 | constraint_violation: 1.4259e-09
Branch 19 | psi: 1.4200 | logL: -176.8387 | obj: 138.7898 | constraint_violation: 7.4292e-11
Branch 20 | psi: 1.4300 | logL: -176.2093 | obj: 138.7188 | constraint_violation: 7.4172e-10
Branch 21 | psi: 1.4400 | logL: -176.1223 | obj: 138.6705 | constraint_violation: 4.1684e-09
Branch 22 | psi: 1.4500 | logL: -176.3634 | obj: 138.6343 | constraint_violation: 1.7852e-09
Branch 23 | psi: 1.4600 | logL: -176.3102 | obj: 138.6199 | constraint_violation: 6.6068e-10
Branch 24 | psi: 1.4700 | logL: -175.9258 | obj: 138.6359 | constraint_violation: 2.0204e-07
Branch 25 | psi: 1.4800 | logL: -176.1962 | obj: 138.6551 | constraint_violation: 3.8093e-07
Branch 26 | psi: 1.4900 | logL: -175.7728 | obj: 138.7067 | constraint_violation: 2.1735e-07
Branch 27 | psi: 1.5000 | logL: -175.5393 | obj: 138.7601 | constraint_violation: 9.2125e-07
Branch 28 | psi: 1.5100 | logL: -175.8792 | obj: 138.8451 | constraint_violation: 3.1255e-07
Branch 29 | psi: 1.5200 | logL: -175.4627 | obj: 138.9439 | constraint_violation: 2.4706e-07
Branch 30 | psi: 1.5300 | logL: -175.7634 | obj: 139.0517 | constraint_violation: 4.1676e-07
Branch 31 | psi: 1.5400 | logL: -175.4783 | obj: 139.1872 | constraint_violation: 1.0048e-06
Branch 32 | psi: 1.5500 | logL: -175.5720 | obj: 139.3368 | constraint_violation: 8.4424e-07
Branch 33 | psi: 1.5600 | logL: -175.4554 | obj: 139.5109 | constraint_violation: 9.6543e-07
Branch 34 | psi: 1.5700 | logL: -175.3830 | obj: 139.7003 | constraint_violation: 1.3854e-06
Branch 35 | psi: 1.5800 | logL: -175.7018 | obj: 139.9051 | constraint_violation: 5.1464e-06
Branch 36 | psi: 1.5900 | logL: -175.6605 | obj: 140.1406 | constraint_violation: 4.4705e-06
Branch 37 | psi: 1.6000 | logL: -175.7116 | obj: 140.3825 | constraint_violation: 5.7632e-07
Branch 38 | psi: 1.6100 | logL: -175.8426 | obj: 140.6563 | constraint_violation: 1.6880e-06
Branch 39 | psi: 1.6200 | logL: -175.9770 | obj: 140.9508 | constraint_violation: 8.0557e-07
Branch 40 | psi: 1.6300 | logL: -176.0163 | obj: 141.2644 | constraint_violation: 6.5243e-07
Branch 41 | psi: 1.6400 | logL: -176.5606 | obj: 141.6396 | constraint_violation: 4.8509e-06
Branch 42 | psi: 1.6500 | logL: -176.6525 | obj: 141.9887 | constraint_violation: 8.8361e-07
Branch 43 | psi: 1.6600 | logL: -176.6113 | obj: 142.3897 | constraint_violation: 2.3986e-07
Branch 44 | psi: 1.6700 | logL: -177.2580 | obj: 142.8319 | constraint_violation: 5.0768e-06
Branch 45 | psi: 1.6800 | logL: -177.4465 | obj: 143.3267 | constraint_violation: 4.4871e-06
Branch 46 | psi: 1.6900 | logL: -177.8213 | obj: 143.8357 | constraint_violation: 7.1952e-08
Branch 47 | psi: 1.7000 | logL: -178.3635 | obj: 144.4258 | constraint_violation: 1.8840e-08
Branch 48 | psi: 1.7100 | logL: -178.5294 | obj: 145.0410 | constraint_violation: 2.3748e-09
Branch 49 | psi: 1.7200 | logL: -179.3456 | obj: 145.7668 | constraint_violation: 2.3000e-09
Branch 50 | psi: 1.7300 | logL: -178.9079 | obj: 146.3754 | constraint_violation: 1.8476e-09
Branch 51 | psi: 1.7400 | logL: -179.5491 | obj: 147.2269 | constraint_violation: 6.3193e-09
Branch 52 | psi: 1.7500 | logL: -180.4104 | obj: 148.2122 | constraint_violation: 2.4675e-09
Branch 53 | psi: 1.7600 | logL: -181.3678 | obj: 149.3762 | constraint_violation: 5.9927e-10
