Branch 1 | psi: 1.2400 | logL: -179.9715 | obj: 169.8244 | constraint_violation: 2.6615e-09
Branch 2 | psi: 1.2500 | logL: -179.8165 | obj: 169.5505 | constraint_violation: 4.8485e-10
Branch 3 | psi: 1.2600 | logL: -179.5712 | obj: 169.3055 | constraint_violation: 2.6104e-09
Branch 4 | psi: 1.2700 | logL: -179.3550 | obj: 169.0694 | constraint_violation: 4.0712e-09
Branch 5 | psi: 1.2800 | logL: -179.1337 | obj: 168.8425 | constraint_violation: 7.7296e-10
Branch 6 | psi: 1.2900 | logL: -178.9524 | obj: 168.6243 | constraint_violation: 2.3199e-10
Branch 7 | psi: 1.3000 | logL: -178.7282 | obj: 168.4167 | constraint_violation: 2.0073e-10
Branch 8 | psi: 1.3100 | logL: -178.5499 | obj: 168.2176 | constraint_violation: 2.0312e-09
Branch 9 | psi: 1.3200 | logL: -178.3807 | obj: 168.0292 | constraint_violation: 1.3809e-09
Branch 10 | psi: 1.3300 | logL: -178.1794 | obj: 167.8511 | constraint_violation: 2.7480e-09
Branch 11 | psi: 1.3400 | logL: -178.0406 | obj: 167.6841 | constraint_violation: 1.5058e-09
Branch 12 | psi: 1.3500 | logL: -177.8885 | obj: 167.5290 | constraint_violation: 8.6683e-10
Branch 13 | psi: 1.3600 | logL: -177.7627 | obj: 167.3833 | constraint_violation: 1.4413e-09
Branch 14 | psi: 1.3700 | logL: -177.6048 | obj: 167.2506 | constraint_violation: 2.6197e-09
Branch 15 | psi: 1.3800 | logL: -177.4957 | obj: 167.1301 | constraint_violation: 1.8367e-09
Branch 16 | psi: 1.3900 | logL: -177.3878 | obj: 167.0235 | constraint_violation: 3.6229e-10
Branch 17 | psi: 1.4000 | logL: -177.3168 | obj: 166.9263 | constraint_violation: 5.2538e-10
Branch 18 | psi: 1.4100 | logL: -177.1914 | obj: 166.8441 | constraint_violation: 7.0829e-10
Branch 19 | psi: 1.4200 | logL: -177.1210 | obj: 166.7756 | constraint_violation: 5.2712e-10
Branch 20 | psi: 1.4300 | logL: -177.0719 | obj: 166.7209 | constraint_violation: 3.5871e-10
Branch 21 | psi: 1.4400 | logL: -176.9845 | obj: 166.6812 | constraint_violation: 1.8363e-10
Branch 22 | psi: 1.4500 | logL: -176.9101 | obj: 166.6566 | constraint_violation: 2.4800e-09
Branch 23 | psi: 1.4600 | logL: -176.9863 | obj: 166.6455 | constraint_violation: 4.5221e-10
Branch 24 | psi: 1.4700 | logL: -176.9974 | obj: 166.6509 | constraint_violation: 2.7051e-09
Branch 25 | psi: 1.4800 | logL: -176.9591 | obj: 166.6717 | constraint_violation: 2.8673e-10
Branch 26 | psi: 1.4900 | logL: -176.9805 | obj: 166.7092 | constraint_violation: 6.4946e-10
Branch 27 | psi: 1.5000 | logL: -176.9952 | obj: 166.7627 | constraint_violation: 3.6140e-09
Branch 28 | psi: 1.5100 | logL: -177.0316 | obj: 166.8329 | constraint_violation: 9.2117e-10
Branch 29 | psi: 1.5200 | logL: -177.0652 | obj: 166.9203 | constraint_violation: 1.0336e-06
Branch 30 | psi: 1.5300 | logL: -177.1251 | obj: 167.0240 | constraint_violation: 1.7722e-07
Branch 31 | psi: 1.5400 | logL: -177.3057 | obj: 167.1488 | constraint_violation: 1.1435e-06
Branch 32 | psi: 1.5500 | logL: -177.3337 | obj: 167.2827 | constraint_violation: 1.1243e-06
Branch 33 | psi: 1.5600 | logL: -177.4952 | obj: 167.4416 | constraint_violation: 6.1076e-07
Branch 34 | psi: 1.5700 | logL: -177.5839 | obj: 167.6147 | constraint_violation: 7.2284e-07
Branch 35 | psi: 1.5800 | logL: -177.7428 | obj: 167.8100 | constraint_violation: 4.6316e-07
Branch 36 | psi: 1.5900 | logL: -177.6868 | obj: 168.0093 | constraint_violation: 4.1534e-06
Branch 37 | psi: 1.6000 | logL: -178.1198 | obj: 168.2476 | constraint_violation: 2.0046e-07
Branch 38 | psi: 1.6100 | logL: -178.0858 | obj: 168.4869 | constraint_violation: 4.3091e-06
Branch 39 | psi: 1.6200 | logL: -178.5161 | obj: 168.7654 | constraint_violation: 3.5349e-06
Branch 40 | psi: 1.6300 | logL: -178.7679 | obj: 169.0613 | constraint_violation: 6.4908e-08
Branch 41 | psi: 1.6400 | logL: -179.0109 | obj: 169.3801 | constraint_violation: 1.2771e-06
Branch 42 | psi: 1.6500 | logL: -179.3070 | obj: 169.7293 | constraint_violation: 2.4890e-08
Branch 43 | psi: 1.6600 | logL: -179.3862 | obj: 170.0818 | constraint_violation: 3.9480e-07
Branch 44 | psi: 1.6700 | logL: -180.0251 | obj: 170.5150 | constraint_violation: 1.8954e-08
Branch 45 | psi: 1.6800 | logL: -180.4343 | obj: 170.9591 | constraint_violation: 1.6537e-07
Branch 46 | psi: 1.6900 | logL: -180.5438 | obj: 171.4042 | constraint_violation: 4.0615e-08
Branch 47 | psi: 1.7000 | logL: -181.0378 | obj: 171.9300 | constraint_violation: 4.3824e-09
Branch 48 | psi: 1.7100 | logL: -181.5659 | obj: 172.5099 | constraint_violation: 1.1329e-09
