Branch 1 | psi: 1.2400 | logL: -180.0708 | obj: 169.8040 | constraint_violation: 2.2584e-10
Branch 2 | psi: 1.2500 | logL: -179.8514 | obj: 169.5507 | constraint_violation: 5.3172e-10
Branch 3 | psi: 1.2600 | logL: -179.5942 | obj: 169.3057 | constraint_violation: 1.9055e-10
Branch 4 | psi: 1.2700 | logL: -179.3349 | obj: 169.0706 | constraint_violation: 4.0817e-09
Branch 5 | psi: 1.2800 | logL: -179.1093 | obj: 168.8432 | constraint_violation: 2.7399e-09
Branch 6 | psi: 1.2900 | logL: -178.9494 | obj: 168.6245 | constraint_violation: 6.8851e-10
Branch 7 | psi: 1.3000 | logL: -178.7320 | obj: 168.4159 | constraint_violation: 4.6331e-10
Branch 8 | psi: 1.3100 | logL: -178.5529 | obj: 168.2174 | constraint_violation: 2.4352e-10
Branch 9 | psi: 1.3200 | logL: -178.3518 | obj: 168.0291 | constraint_violation: 2.3934e-09
Branch 10 | psi: 1.3300 | logL: -178.1947 | obj: 167.8515 | constraint_violation: 1.3425e-09
Branch 11 | psi: 1.3400 | logL: -178.0185 | obj: 167.6840 | constraint_violation: 1.5931e-09
Branch 12 | psi: 1.3500 | logL: -177.8784 | obj: 167.5281 | constraint_violation: 8.8474e-10
Branch 13 | psi: 1.3600 | logL: -177.7155 | obj: 167.3849 | constraint_violation: 9.7686e-10
Branch 14 | psi: 1.3700 | logL: -177.6139 | obj: 167.2508 | constraint_violation: 2.2439e-09
Branch 15 | psi: 1.3800 | logL: -177.4923 | obj: 167.1300 | constraint_violation: 2.1917e-09
Branch 16 | psi: 1.3900 | logL: -177.3853 | obj: 167.0228 | constraint_violation: 2.0930e-09
Branch 17 | psi: 1.4000 | logL: -177.2956 | obj: 166.9265 | constraint_violation: 5.4577e-10
Branch 18 | psi: 1.4100 | logL: -177.1887 | obj: 166.8447 | constraint_violation: 7.8245e-10
Branch 19 | psi: 1.4200 | logL: -177.1680 | obj: 166.7759 | constraint_violation: 1.7133e-10
Branch 20 | psi: 1.4300 | logL: -177.0766 | obj: 166.7212 | constraint_violation: 1.4794e-09
Branch 21 | psi: 1.4400 | logL: -177.0328 | obj: 166.6808 | constraint_violation: 3.3770e-10
Branch 22 | psi: 1.4500 | logL: -176.9637 | obj: 166.6558 | constraint_violation: 2.7309e-09
Branch 23 | psi: 1.4600 | logL: -176.9688 | obj: 166.6457 | constraint_violation: 1.1187e-10
Branch 24 | psi: 1.4700 | logL: -176.9937 | obj: 166.6510 | constraint_violation: 1.7046e-09
Branch 25 | psi: 1.4800 | logL: -176.9535 | obj: 166.6717 | constraint_violation: 2.7970e-09
Branch 26 | psi: 1.4900 | logL: -176.9598 | obj: 166.7094 | constraint_violation: 6.2693e-09
Branch 27 | psi: 1.5000 | logL: -176.9932 | obj: 166.7628 | constraint_violation: 3.9772e-09
Branch 28 | psi: 1.5100 | logL: -177.0013 | obj: 166.8332 | constraint_violation: 1.1930e-09
Branch 29 | psi: 1.5200 | logL: -177.1037 | obj: 166.9203 | constraint_violation: 9.7832e-09
Branch 30 | psi: 1.5300 | logL: -177.1882 | obj: 167.0256 | constraint_violation: 4.2212e-06
Branch 31 | psi: 1.5400 | logL: -177.3002 | obj: 167.1484 | constraint_violation: 1.1530e-06
