Branch 1 | psi: 1.2400 | logL: -179.9460 | obj: 156.6120 | constraint_violation: 2.2801e-09
Branch 2 | psi: 1.2500 | logL: -179.1488 | obj: 156.3148 | constraint_violation: 7.0315e-09
Branch 3 | psi: 1.2600 | logL: -178.5905 | obj: 156.0273 | constraint_violation: 2.9023e-09
Branch 4 | psi: 1.2700 | logL: -178.2158 | obj: 155.7557 | constraint_violation: 5.4005e-09
Branch 5 | psi: 1.2800 | logL: -178.0736 | obj: 155.4968 | constraint_violation: 1.2493e-09
Branch 6 | psi: 1.2900 | logL: -177.8169 | obj: 155.2517 | constraint_violation: 2.1266e-09
Branch 7 | psi: 1.3000 | logL: -177.5300 | obj: 155.0200 | constraint_violation: 2.9121e-09
Branch 8 | psi: 1.3100 | logL: -177.5820 | obj: 154.8003 | constraint_violation: 3.1463e-09
Branch 9 | psi: 1.3200 | logL: -177.2046 | obj: 154.5962 | constraint_violation: 2.1546e-09
Branch 10 | psi: 1.3300 | logL: -177.0145 | obj: 154.4045 | constraint_violation: 6.1946e-09
Branch 11 | psi: 1.3400 | logL: -176.9251 | obj: 154.2282 | constraint_violation: 5.4473e-09
Branch 12 | psi: 1.3500 | logL: -176.9971 | obj: 154.0647 | constraint_violation: 1.1299e-09
Branch 13 | psi: 1.3600 | logL: -176.5629 | obj: 153.9141 | constraint_violation: 3.7736e-09
Branch 14 | psi: 1.3700 | logL: -176.4162 | obj: 153.7772 | constraint_violation: 2.9707e-09
Branch 15 | psi: 1.3800 | logL: -176.5591 | obj: 153.6541 | constraint_violation: 1.1725e-09
Branch 16 | psi: 1.3900 | logL: -176.3922 | obj: 153.5453 | constraint_violation: 7.6253e-09
Branch 17 | psi: 1.4000 | logL: -176.0347 | obj: 153.4499 | constraint_violation: 5.8359e-09
Branch 18 | psi: 1.4100 | logL: -176.1148 | obj: 153.3683 | constraint_violation: 9.0000e-10
Branch 19 | psi: 1.4200 | logL: -175.9122 | obj: 153.3010 | constraint_violation: 7.5933e-10
Branch 20 | psi: 1.4300 | logL: -176.0826 | obj: 153.2472 | constraint_violation: 4.7814e-10
Branch 21 | psi: 1.4400 | logL: -175.7392 | obj: 153.2086 | constraint_violation: 9.4386e-09
Branch 22 | psi: 1.4500 | logL: -175.6141 | obj: 153.1850 | constraint_violation: 5.2331e-09
Branch 23 | psi: 1.4600 | logL: -175.5222 | obj: 153.1747 | constraint_violation: 5.6474e-10
Branch 24 | psi: 1.4700 | logL: -175.3698 | obj: 153.1799 | constraint_violation: 6.0045e-10
Branch 25 | psi: 1.4800 | logL: -175.5601 | obj: 153.2008 | constraint_violation: 9.2219e-09
Branch 26 | psi: 1.4900 | logL: -175.7720 | obj: 153.2376 | constraint_violation: 1.9295e-09
Branch 27 | psi: 1.5000 | logL: -175.3174 | obj: 153.2874 | constraint_violation: 9.2899e-10
Branch 28 | psi: 1.5100 | logL: -175.7334 | obj: 153.3525 | constraint_violation: 2.7153e-09
Branch 29 | psi: 1.5200 | logL: -175.5565 | obj: 153.4341 | constraint_violation: 4.3303e-09
Branch 30 | psi: 1.5300 | logL: -175.8884 | obj: 153.5309 | constraint_violation: 1.7333e-09
Branch 31 | psi: 1.5400 | logL: -175.7729 | obj: 153.6451 | constraint_violation: 1.1137e-09
Branch 32 | psi: 1.5500 | logL: -176.0862 | obj: 153.7760 | constraint_violation: 6.5306e-09
Branch 33 | psi: 1.5600 | logL: -176.2787 | obj: 153.9258 | constraint_violation: 5.7096e-10
Branch 34 | psi: 1.5700 | logL: -176.2947 | obj: 154.0891 | constraint_violation: 2.9529e-09
Branch 35 | psi: 1.5800 | logL: -176.3676 | obj: 154.2746 | constraint_violation: 3.4773e-09
Branch 36 | psi: 1.5900 | logL: -176.6289 | obj: 154.4777 | constraint_violation: 1.3825e-09
Branch 37 | psi: 1.6000 | logL: -176.5920 | obj: 154.7006 | constraint_violation: 3.4963e-09
Branch 38 | psi: 1.6100 | logL: -177.0151 | obj: 154.9453 | constraint_violation: 8.4097e-10
Branch 39 | psi: 1.6200 | logL: -176.9360 | obj: 155.2044 | constraint_violation: 7.3935e-10
Branch 40 | psi: 1.6300 | logL: -177.2550 | obj: 155.4933 | constraint_violation: 6.6110e-10
Branch 41 | psi: 1.6400 | logL: -177.3758 | obj: 155.8070 | constraint_violation: 1.5728e-09
Branch 42 | psi: 1.6500 | logL: -177.9888 | obj: 156.1645 | constraint_violation: 5.4165e-09
Branch 43 | psi: 1.6600 | logL: -178.3751 | obj: 156.5393 | constraint_violation: 7.2546e-09
Branch 44 | psi: 1.6700 | logL: -178.3177 | obj: 156.9254 | constraint_violation: 9.5118e-10
Branch 45 | psi: 1.6800 | logL: -178.6334 | obj: 157.3671 | constraint_violation: 2.2647e-09
Branch 46 | psi: 1.6900 | logL: -179.1796 | obj: 157.8503 | constraint_violation: 2.0563e-09
Branch 47 | psi: 1.7000 | logL: -179.6488 | obj: 158.3814 | constraint_violation: 8.3928e-10
Branch 48 | psi: 1.7100 | logL: -180.2751 | obj: 158.9686 | constraint_violation: 1.5968e-09
Branch 49 | psi: 1.7200 | logL: -180.6846 | obj: 159.6307 | constraint_violation: 2.0800e-07
Branch 50 | psi: 1.7300 | logL: -181.3238 | obj: 160.3608 | constraint_violation: 9.4367e-07
Branch 51 | psi: 1.7400 | logL: -182.1280 | obj: 161.1947 | constraint_violation: 1.7896e-08
Branch 52 | psi: 1.7500 | logL: -182.9283 | obj: 162.1664 | constraint_violation: 1.0876e-09
Branch 53 | psi: 1.7600 | logL: -183.9550 | obj: 163.3233 | constraint_violation: 3.7630e-10
