Branch 1 | psi: 1.2400 | logL: -180.1174 | obj: 169.8037 | constraint_violation: 1.0473e-09
Branch 2 | psi: 1.2500 | logL: -179.8417 | obj: 169.5501 | constraint_violation: 5.5666e-10
Branch 3 | psi: 1.2600 | logL: -179.6053 | obj: 169.3054 | constraint_violation: 3.5774e-10
Branch 4 | psi: 1.2700 | logL: -179.3561 | obj: 169.0691 | constraint_violation: 2.5865e-10
Branch 5 | psi: 1.2800 | logL: -179.0967 | obj: 168.8424 | constraint_violation: 2.4057e-09
Branch 6 | psi: 1.2900 | logL: -178.8919 | obj: 168.6241 | constraint_violation: 1.1070e-09
Branch 7 | psi: 1.3000 | logL: -178.6912 | obj: 168.4159 | constraint_violation: 1.1942e-09
Branch 8 | psi: 1.3100 | logL: -178.5396 | obj: 168.2191 | constraint_violation: 1.5982e-09
Branch 9 | psi: 1.3200 | logL: -178.3571 | obj: 168.0289 | constraint_violation: 2.3987e-09
Branch 10 | psi: 1.3300 | logL: -178.2024 | obj: 167.8522 | constraint_violation: 2.9241e-10
Branch 11 | psi: 1.3400 | logL: -178.0099 | obj: 167.6839 | constraint_violation: 1.6968e-09
Branch 12 | psi: 1.3500 | logL: -177.8780 | obj: 167.5280 | constraint_violation: 6.3688e-10
Branch 13 | psi: 1.3600 | logL: -177.7043 | obj: 167.3843 | constraint_violation: 9.0039e-10
Branch 14 | psi: 1.3700 | logL: -177.6211 | obj: 167.2506 | constraint_violation: 7.7701e-10
Branch 15 | psi: 1.3800 | logL: -177.4808 | obj: 167.1301 | constraint_violation: 4.3323e-10
Branch 16 | psi: 1.3900 | logL: -177.3478 | obj: 167.0223 | constraint_violation: 5.7863e-10
Branch 17 | psi: 1.4000 | logL: -177.3192 | obj: 166.9284 | constraint_violation: 6.1313e-10
Branch 18 | psi: 1.4100 | logL: -177.2248 | obj: 166.8447 | constraint_violation: 4.5545e-10
Branch 19 | psi: 1.4200 | logL: -177.1294 | obj: 166.7757 | constraint_violation: 8.0837e-10
Branch 20 | psi: 1.4300 | logL: -177.0689 | obj: 166.7210 | constraint_violation: 5.6868e-10
Branch 21 | psi: 1.4400 | logL: -177.0555 | obj: 166.6809 | constraint_violation: 1.5746e-10
Branch 22 | psi: 1.4500 | logL: -176.9615 | obj: 166.6559 | constraint_violation: 3.1886e-09
Branch 23 | psi: 1.4600 | logL: -176.9313 | obj: 166.6457 | constraint_violation: 1.2371e-09
Branch 24 | psi: 1.4700 | logL: -176.9847 | obj: 166.6508 | constraint_violation: 1.8105e-09
Branch 25 | psi: 1.4800 | logL: -176.9649 | obj: 166.6720 | constraint_violation: 5.6628e-10
Branch 26 | psi: 1.4900 | logL: -176.9889 | obj: 166.7097 | constraint_violation: 4.4145e-09
Branch 27 | psi: 1.5000 | logL: -177.0072 | obj: 166.7641 | constraint_violation: 3.8715e-09
Branch 28 | psi: 1.5100 | logL: -177.0249 | obj: 166.8332 | constraint_violation: 1.6713e-09
Branch 29 | psi: 1.5200 | logL: -177.0615 | obj: 166.9204 | constraint_violation: 8.1214e-07
Branch 30 | psi: 1.5300 | logL: -177.1861 | obj: 167.0243 | constraint_violation: 1.2843e-07
Branch 31 | psi: 1.5400 | logL: -177.2614 | obj: 167.1451 | constraint_violation: 1.1824e-06
