Branch 1 | psi: 1.2400 | logL: -180.0948 | obj: 169.8062 | constraint_violation: 2.7931e-09
Branch 2 | psi: 1.2500 | logL: -179.8578 | obj: 169.5516 | constraint_violation: 5.5476e-10
Branch 3 | psi: 1.2600 | logL: -179.6198 | obj: 169.3059 | constraint_violation: 5.2265e-10
Branch 4 | psi: 1.2700 | logL: -179.3657 | obj: 169.0696 | constraint_violation: 4.2120e-10
Branch 5 | psi: 1.2800 | logL: -179.1143 | obj: 168.8427 | constraint_violation: 2.6748e-09
Branch 6 | psi: 1.2900 | logL: -178.9365 | obj: 168.6243 | constraint_violation: 4.4146e-10
Branch 7 | psi: 1.3000 | logL: -178.6928 | obj: 168.4172 | constraint_violation: 2.1701e-09
Branch 8 | psi: 1.3100 | logL: -178.5424 | obj: 168.2176 | constraint_violation: 2.1033e-09
Branch 9 | psi: 1.3200 | logL: -178.3604 | obj: 168.0294 | constraint_violation: 2.3640e-09
Branch 10 | psi: 1.3300 | logL: -178.2038 | obj: 167.8514 | constraint_violation: 1.8773e-09
Branch 11 | psi: 1.3400 | logL: -178.0217 | obj: 167.6846 | constraint_violation: 1.6837e-09
Branch 12 | psi: 1.3500 | logL: -177.8911 | obj: 167.5282 | constraint_violation: 3.6305e-10
Branch 13 | psi: 1.3600 | logL: -177.7335 | obj: 167.3847 | constraint_violation: 4.3215e-10
Branch 14 | psi: 1.3700 | logL: -177.6087 | obj: 167.2511 | constraint_violation: 2.3900e-09
Branch 15 | psi: 1.3800 | logL: -177.4759 | obj: 167.1303 | constraint_violation: 2.9559e-10
Branch 16 | psi: 1.3900 | logL: -177.3688 | obj: 167.0218 | constraint_violation: 8.9560e-10
Branch 17 | psi: 1.4000 | logL: -177.2883 | obj: 166.9269 | constraint_violation: 5.6932e-10
Branch 18 | psi: 1.4100 | logL: -177.1984 | obj: 166.8445 | constraint_violation: 2.6682e-10
Branch 19 | psi: 1.4200 | logL: -177.1157 | obj: 166.7759 | constraint_violation: 5.2404e-10
Branch 20 | psi: 1.4300 | logL: -177.0796 | obj: 166.7212 | constraint_violation: 2.3301e-10
Branch 21 | psi: 1.4400 | logL: -176.9807 | obj: 166.6822 | constraint_violation: 5.0586e-10
Branch 22 | psi: 1.4500 | logL: -176.9702 | obj: 166.6558 | constraint_violation: 3.6956e-09
Branch 23 | psi: 1.4600 | logL: -176.9581 | obj: 166.6459 | constraint_violation: 3.0991e-10
Branch 24 | psi: 1.4700 | logL: -176.9779 | obj: 166.6508 | constraint_violation: 1.6535e-09
Branch 25 | psi: 1.4800 | logL: -176.9374 | obj: 166.6716 | constraint_violation: 2.9581e-10
Branch 26 | psi: 1.4900 | logL: -176.9870 | obj: 166.7092 | constraint_violation: 3.8726e-09
Branch 27 | psi: 1.5000 | logL: -177.0043 | obj: 166.7631 | constraint_violation: 2.4800e-09
Branch 28 | psi: 1.5100 | logL: -177.0015 | obj: 166.8335 | constraint_violation: 1.2845e-09
Branch 29 | psi: 1.5200 | logL: -177.0591 | obj: 166.9212 | constraint_violation: 6.8393e-08
Branch 30 | psi: 1.5300 | logL: -177.1755 | obj: 167.0251 | constraint_violation: 3.7086e-06
Branch 31 | psi: 1.5400 | logL: -177.2771 | obj: 167.1480 | constraint_violation: 1.1542e-06
Branch 32 | psi: 1.5500 | logL: -177.3489 | obj: 167.2842 | constraint_violation: 3.5530e-08
Branch 33 | psi: 1.5600 | logL: -177.4195 | obj: 167.4403 | constraint_violation: 3.9651e-08
Branch 34 | psi: 1.5700 | logL: -177.6966 | obj: 167.6243 | constraint_violation: 7.3013e-07
Branch 35 | psi: 1.5800 | logL: -177.7674 | obj: 167.8122 | constraint_violation: 4.9642e-06
Branch 36 | psi: 1.5900 | logL: -177.7128 | obj: 168.0095 | constraint_violation: 3.9375e-06
Branch 37 | psi: 1.6000 | logL: -178.0987 | obj: 168.2474 | constraint_violation: 1.8879e-07
Branch 38 | psi: 1.6100 | logL: -178.1071 | obj: 168.4882 | constraint_violation: 7.5038e-07
Branch 39 | psi: 1.6200 | logL: -178.4479 | obj: 168.7666 | constraint_violation: 9.6936e-07
Branch 40 | psi: 1.6300 | logL: -178.7384 | obj: 169.0603 | constraint_violation: 2.3497e-07
Branch 41 | psi: 1.6400 | logL: -178.9384 | obj: 169.3734 | constraint_violation: 6.8891e-07
Branch 42 | psi: 1.6500 | logL: -179.3064 | obj: 169.7260 | constraint_violation: 1.2318e-07
Branch 43 | psi: 1.6600 | logL: -179.6844 | obj: 170.1076 | constraint_violation: 1.2930e-07
Branch 44 | psi: 1.6700 | logL: -180.0148 | obj: 170.5119 | constraint_violation: 1.1186e-07
Branch 45 | psi: 1.6800 | logL: -180.4286 | obj: 170.9530 | constraint_violation: 1.2304e-07
Branch 46 | psi: 1.6900 | logL: -180.5418 | obj: 171.4042 | constraint_violation: 4.0710e-08
Branch 47 | psi: 1.7000 | logL: -181.0372 | obj: 171.9300 | constraint_violation: 4.3718e-09
Branch 48 | psi: 1.7100 | logL: -181.5659 | obj: 172.5100 | constraint_violation: 1.1342e-09
Branch 49 | psi: 1.7200 | logL: -182.1653 | obj: 173.1541 | constraint_violation: 5.4288e-10
Branch 50 | psi: 1.7300 | logL: -182.8549 | obj: 173.8771 | constraint_violation: 1.3971e-09
Branch 51 | psi: 1.7400 | logL: -183.6393 | obj: 174.6996 | constraint_violation: 8.3879e-10
Branch 52 | psi: 1.7500 | logL: -184.5470 | obj: 175.6530 | constraint_violation: 3.9972e-10
Branch 53 | psi: 1.7600 | logL: -185.7118 | obj: 176.7922 | constraint_violation: 1.2409e-09
