Branch 1 | psi: 1.2400 | logL: -180.1283 | obj: 169.8085 | constraint_violation: 8.1560e-09
Branch 2 | psi: 1.2500 | logL: -179.8182 | obj: 169.5534 | constraint_violation: 6.6205e-09
Branch 3 | psi: 1.2600 | logL: -179.5504 | obj: 169.3099 | constraint_violation: 7.4199e-10
Branch 4 | psi: 1.2700 | logL: -179.3573 | obj: 169.0715 | constraint_violation: 6.7971e-10
Branch 5 | psi: 1.2800 | logL: -179.1395 | obj: 168.8442 | constraint_violation: 1.7372e-09
Branch 6 | psi: 1.2900 | logL: -178.9485 | obj: 168.6257 | constraint_violation: 2.9346e-09
Branch 7 | psi: 1.3000 | logL: -178.7439 | obj: 168.4168 | constraint_violation: 5.1702e-10
Branch 8 | psi: 1.3100 | logL: -178.5408 | obj: 168.2185 | constraint_violation: 2.0363e-09
Branch 9 | psi: 1.3200 | logL: -178.3706 | obj: 168.0301 | constraint_violation: 2.0077e-09
Branch 10 | psi: 1.3300 | logL: -178.2055 | obj: 167.8519 | constraint_violation: 1.9486e-09
Branch 11 | psi: 1.3400 | logL: -178.0529 | obj: 167.6845 | constraint_violation: 1.5623e-09
Branch 12 | psi: 1.3500 | logL: -177.9124 | obj: 167.5286 | constraint_violation: 4.4699e-10
Branch 13 | psi: 1.3600 | logL: -177.7444 | obj: 167.3836 | constraint_violation: 1.1060e-09
Branch 14 | psi: 1.3700 | logL: -177.6047 | obj: 167.2516 | constraint_violation: 2.5567e-09
Branch 15 | psi: 1.3800 | logL: -177.4875 | obj: 167.1303 | constraint_violation: 1.4105e-09
Branch 16 | psi: 1.3900 | logL: -177.3792 | obj: 167.0222 | constraint_violation: 1.5812e-10
Branch 17 | psi: 1.4000 | logL: -177.2551 | obj: 166.9275 | constraint_violation: 1.0813e-09
Branch 18 | psi: 1.4100 | logL: -177.1873 | obj: 166.8445 | constraint_violation: 1.5032e-10
Branch 19 | psi: 1.4200 | logL: -177.1505 | obj: 166.7763 | constraint_violation: 3.2993e-10
Branch 20 | psi: 1.4300 | logL: -177.0637 | obj: 166.7213 | constraint_violation: 6.8777e-10
Branch 21 | psi: 1.4400 | logL: -177.0485 | obj: 166.6810 | constraint_violation: 3.4609e-11
Branch 22 | psi: 1.4500 | logL: -176.9638 | obj: 166.6559 | constraint_violation: 2.5144e-09
Branch 23 | psi: 1.4600 | logL: -176.9481 | obj: 166.6454 | constraint_violation: 1.4835e-10
Branch 24 | psi: 1.4700 | logL: -176.9782 | obj: 166.6509 | constraint_violation: 3.6169e-09
Branch 25 | psi: 1.4800 | logL: -176.9453 | obj: 166.6718 | constraint_violation: 2.7791e-10
Branch 26 | psi: 1.4900 | logL: -176.9709 | obj: 166.7092 | constraint_violation: 7.8765e-09
Branch 27 | psi: 1.5000 | logL: -177.0023 | obj: 166.7631 | constraint_violation: 3.9801e-09
Branch 28 | psi: 1.5100 | logL: -177.0209 | obj: 166.8331 | constraint_violation: 1.7423e-09
Branch 29 | psi: 1.5200 | logL: -177.0516 | obj: 166.9205 | constraint_violation: 9.9478e-07
Branch 30 | psi: 1.5300 | logL: -177.1889 | obj: 167.0251 | constraint_violation: 4.2100e-06
Branch 31 | psi: 1.5400 | logL: -177.0430 | obj: 167.1940 | constraint_violation: 1.2775e-07
Branch 32 | psi: 1.5500 | logL: -177.2927 | obj: 167.2850 | constraint_violation: 7.8468e-07
Branch 33 | psi: 1.5600 | logL: -177.4151 | obj: 167.4414 | constraint_violation: 2.8934e-06
Branch 34 | psi: 1.5700 | logL: -177.6272 | obj: 167.6129 | constraint_violation: 1.0778e-06
Branch 35 | psi: 1.5800 | logL: -177.7442 | obj: 167.8085 | constraint_violation: 1.1997e-06
Branch 36 | psi: 1.5900 | logL: -177.8203 | obj: 168.0118 | constraint_violation: 8.3464e-07
Branch 37 | psi: 1.6000 | logL: -178.1221 | obj: 168.2453 | constraint_violation: 9.4830e-09
Branch 38 | psi: 1.6100 | logL: -178.0951 | obj: 168.4866 | constraint_violation: 7.5705e-07
Branch 39 | psi: 1.6200 | logL: -178.4802 | obj: 168.7646 | constraint_violation: 9.5866e-08
Branch 40 | psi: 1.6300 | logL: -178.7342 | obj: 169.0622 | constraint_violation: 1.6314e-07
Branch 41 | psi: 1.6400 | logL: -179.0062 | obj: 169.3803 | constraint_violation: 8.2207e-07
Branch 42 | psi: 1.6500 | logL: -179.3115 | obj: 169.7264 | constraint_violation: 1.8911e-07
Branch 43 | psi: 1.6600 | logL: -179.6126 | obj: 170.0988 | constraint_violation: 1.1067e-06
Branch 44 | psi: 1.6700 | logL: -180.0381 | obj: 170.5154 | constraint_violation: 8.7985e-08
Branch 45 | psi: 1.6800 | logL: -180.4391 | obj: 170.9571 | constraint_violation: 1.6238e-07
Branch 46 | psi: 1.6900 | logL: -180.5392 | obj: 171.4041 | constraint_violation: 4.0765e-08
Branch 47 | psi: 1.7000 | logL: -181.0361 | obj: 171.9301 | constraint_violation: 4.3886e-09
Branch 48 | psi: 1.7100 | logL: -181.5627 | obj: 172.5099 | constraint_violation: 1.1127e-09
Branch 49 | psi: 1.7200 | logL: -182.1675 | obj: 173.1541 | constraint_violation: 5.4396e-10
Branch 50 | psi: 1.7300 | logL: -182.8548 | obj: 173.8771 | constraint_violation: 1.2943e-09
