Branch 1 | psi: 1.2400 | logL: -178.7428 | obj: 157.2849 | constraint_violation: 3.8183e-09
Branch 2 | psi: 1.2500 | logL: -178.3178 | obj: 157.0173 | constraint_violation: 3.2412e-09
Branch 3 | psi: 1.2600 | logL: -178.1025 | obj: 156.7539 | constraint_violation: 1.7922e-09
Branch 4 | psi: 1.2700 | logL: -177.9412 | obj: 156.5037 | constraint_violation: 2.7689e-10
Branch 5 | psi: 1.2800 | logL: -177.7575 | obj: 156.2591 | constraint_violation: 1.0817e-09
Branch 6 | psi: 1.2900 | logL: -177.5090 | obj: 156.0267 | constraint_violation: 7.9108e-10
Branch 7 | psi: 1.3000 | logL: -177.5428 | obj: 155.8005 | constraint_violation: 1.0883e-09
Branch 8 | psi: 1.3100 | logL: -177.2090 | obj: 155.5866 | constraint_violation: 7.8224e-10
Branch 9 | psi: 1.3200 | logL: -177.0127 | obj: 155.3832 | constraint_violation: 7.7815e-10
Branch 10 | psi: 1.3300 | logL: -176.9719 | obj: 155.1891 | constraint_violation: 9.4259e-10
Branch 11 | psi: 1.3400 | logL: -176.6629 | obj: 155.0077 | constraint_violation: 2.6674e-10
Branch 12 | psi: 1.3500 | logL: -176.5201 | obj: 154.8374 | constraint_violation: 5.9727e-10
Branch 13 | psi: 1.3600 | logL: -176.4422 | obj: 154.6771 | constraint_violation: 7.1301e-10
Branch 14 | psi: 1.3700 | logL: -176.0647 | obj: 154.5315 | constraint_violation: 4.7064e-10
Branch 15 | psi: 1.3800 | logL: -176.0172 | obj: 154.3973 | constraint_violation: 8.2496e-10
Branch 16 | psi: 1.3900 | logL: -175.8504 | obj: 154.2764 | constraint_violation: 3.1219e-10
Branch 17 | psi: 1.4000 | logL: -175.8812 | obj: 154.1692 | constraint_violation: 6.9801e-10
Branch 18 | psi: 1.4100 | logL: -175.7874 | obj: 154.0774 | constraint_violation: 5.7440e-10
Branch 19 | psi: 1.4200 | logL: -175.7248 | obj: 154.0003 | constraint_violation: 1.2284e-06
Branch 20 | psi: 1.4300 | logL: -175.8903 | obj: 153.9642 | constraint_violation: 8.1129e-06
Branch 21 | psi: 1.4400 | logL: -175.4700 | obj: 153.8971 | constraint_violation: 7.3290e-07
Branch 22 | psi: 1.4500 | logL: -175.4665 | obj: 153.8655 | constraint_violation: 5.7339e-07
Branch 23 | psi: 1.4600 | logL: -175.4519 | obj: 153.8506 | constraint_violation: 6.1088e-08
Branch 24 | psi: 1.4700 | logL: -175.4127 | obj: 153.8560 | constraint_violation: 3.5260e-08
Branch 25 | psi: 1.4800 | logL: -175.4784 | obj: 153.8857 | constraint_violation: 1.2652e-06
Branch 26 | psi: 1.4900 | logL: -175.6917 | obj: 153.9320 | constraint_violation: 1.6459e-07
Branch 27 | psi: 1.5000 | logL: -175.3350 | obj: 153.9855 | constraint_violation: 4.0829e-08
Branch 28 | psi: 1.5100 | logL: -175.3329 | obj: 154.0666 | constraint_violation: 5.0119e-08
Branch 29 | psi: 1.5200 | logL: -175.3840 | obj: 154.1638 | constraint_violation: 3.0767e-08
Branch 30 | psi: 1.5300 | logL: -175.2845 | obj: 154.2800 | constraint_violation: 1.1549e-07
Branch 31 | psi: 1.5400 | logL: -175.4451 | obj: 154.4151 | constraint_violation: 4.8695e-09
Branch 32 | psi: 1.5500 | logL: -175.5175 | obj: 154.5640 | constraint_violation: 9.8853e-10
Branch 33 | psi: 1.5600 | logL: -175.5241 | obj: 154.7313 | constraint_violation: 1.5876e-10
Branch 34 | psi: 1.5700 | logL: -175.6433 | obj: 154.9162 | constraint_violation: 7.3279e-10
Branch 35 | psi: 1.5800 | logL: -175.7893 | obj: 155.1187 | constraint_violation: 9.1165e-10
Branch 36 | psi: 1.5900 | logL: -175.9248 | obj: 155.3406 | constraint_violation: 8.4772e-10
Branch 37 | psi: 1.6000 | logL: -176.2255 | obj: 155.5786 | constraint_violation: 6.4580e-10
Branch 38 | psi: 1.6100 | logL: -176.4702 | obj: 155.8354 | constraint_violation: 6.2355e-10
Branch 39 | psi: 1.6200 | logL: -176.4366 | obj: 156.1130 | constraint_violation: 1.1355e-09
Branch 40 | psi: 1.6300 | logL: -176.8696 | obj: 156.4134 | constraint_violation: 4.7545e-10
Branch 41 | psi: 1.6400 | logL: -177.0501 | obj: 156.7367 | constraint_violation: 1.6699e-10
Branch 42 | psi: 1.6500 | logL: -177.4944 | obj: 157.0854 | constraint_violation: 2.2069e-10
Branch 43 | psi: 1.6600 | logL: -177.6081 | obj: 157.4618 | constraint_violation: 1.3985e-10
Branch 44 | psi: 1.6700 | logL: -178.0186 | obj: 157.8692 | constraint_violation: 3.6997e-10
Branch 45 | psi: 1.6800 | logL: -178.4959 | obj: 158.3079 | constraint_violation: 2.7280e-10
Branch 46 | psi: 1.6900 | logL: -178.6653 | obj: 158.7881 | constraint_violation: 1.9707e-10
Branch 47 | psi: 1.7000 | logL: -179.0459 | obj: 159.3142 | constraint_violation: 3.6918e-10
Branch 48 | psi: 1.7100 | logL: -179.9451 | obj: 159.8901 | constraint_violation: 1.6802e-09
Branch 49 | psi: 1.7200 | logL: -180.4761 | obj: 160.5317 | constraint_violation: 4.4665e-10
Branch 50 | psi: 1.7300 | logL: -181.3038 | obj: 161.2488 | constraint_violation: 1.4915e-10
Branch 51 | psi: 1.7400 | logL: -182.1172 | obj: 162.0652 | constraint_violation: 2.1811e-09
Branch 52 | psi: 1.7500 | logL: -182.7490 | obj: 163.0067 | constraint_violation: 9.6053e-10
Branch 53 | psi: 1.7600 | logL: -184.0807 | obj: 164.1276 | constraint_violation: 4.4352e-10
