Branch 1 | psi: 1.2400 | logL: -171.8198 | obj: 167.5741 | constraint_violation: 3.7879e-11
Branch 2 | psi: 1.2500 | logL: -171.5827 | obj: 167.2831 | constraint_violation: 1.2002e-10
Branch 3 | psi: 1.2600 | logL: -171.2545 | obj: 167.0028 | constraint_violation: 6.6261e-10
Branch 4 | psi: 1.2700 | logL: -171.0404 | obj: 166.7275 | constraint_violation: 3.2579e-10
Branch 5 | psi: 1.2800 | logL: -170.7826 | obj: 166.4628 | constraint_violation: 5.5805e-10
Branch 6 | psi: 1.2900 | logL: -170.5413 | obj: 166.2069 | constraint_violation: 1.0339e-10
Branch 7 | psi: 1.3000 | logL: -170.2975 | obj: 165.9604 | constraint_violation: 3.8329e-10
Branch 8 | psi: 1.3100 | logL: -169.2064 | obj: 165.7769 | constraint_violation: 1.9644e-09
Branch 9 | psi: 1.3200 | logL: -168.9928 | obj: 165.5496 | constraint_violation: 1.4582e-09
Branch 10 | psi: 1.3300 | logL: -168.8203 | obj: 165.3294 | constraint_violation: 9.6191e-10
Branch 11 | psi: 1.3400 | logL: -169.4650 | obj: 165.0824 | constraint_violation: 6.3494e-11
Branch 12 | psi: 1.3500 | logL: -169.2913 | obj: 164.8916 | constraint_violation: 1.6587e-06
Branch 13 | psi: 1.3600 | logL: -168.4778 | obj: 164.7486 | constraint_violation: 1.4471e-07
Branch 14 | psi: 1.3700 | logL: -168.9589 | obj: 164.5477 | constraint_violation: 6.5975e-06
Branch 15 | psi: 1.3800 | logL: -168.2387 | obj: 164.4293 | constraint_violation: 7.0572e-07
Branch 16 | psi: 1.3900 | logL: -168.6573 | obj: 164.2588 | constraint_violation: 1.6200e-07
Branch 17 | psi: 1.4000 | logL: -168.5162 | obj: 164.1362 | constraint_violation: 4.4422e-07
Branch 18 | psi: 1.4100 | logL: -168.4169 | obj: 164.0310 | constraint_violation: 1.7727e-06
Branch 19 | psi: 1.4200 | logL: -168.2653 | obj: 163.9497 | constraint_violation: 4.3657e-07
Branch 20 | psi: 1.4300 | logL: -167.9206 | obj: 163.8759 | constraint_violation: 1.3276e-06
Branch 21 | psi: 1.4400 | logL: -167.8940 | obj: 163.8190 | constraint_violation: 5.1374e-07
Branch 22 | psi: 1.4500 | logL: -167.7499 | obj: 163.8027 | constraint_violation: 4.3539e-08
Branch 23 | psi: 1.4600 | logL: -167.9014 | obj: 163.7695 | constraint_violation: 2.0600e-08
Branch 24 | psi: 1.4700 | logL: -167.9101 | obj: 163.7772 | constraint_violation: 1.5042e-07
Branch 25 | psi: 1.4800 | logL: -167.9980 | obj: 163.8096 | constraint_violation: 2.5885e-08
Branch 26 | psi: 1.4900 | logL: -168.0733 | obj: 163.8665 | constraint_violation: 4.0167e-09
Branch 27 | psi: 1.5000 | logL: -168.2796 | obj: 163.9600 | constraint_violation: 4.8800e-09
Branch 28 | psi: 1.5100 | logL: -168.4110 | obj: 164.0771 | constraint_violation: 7.1877e-09
Branch 29 | psi: 1.5200 | logL: -167.3877 | obj: 164.1297 | constraint_violation: 4.1742e-09
Branch 30 | psi: 1.5300 | logL: -167.3515 | obj: 164.2596 | constraint_violation: 3.6006e-09
Branch 31 | psi: 1.5400 | logL: -167.2975 | obj: 164.4044 | constraint_violation: 1.5918e-09
Branch 32 | psi: 1.5500 | logL: -167.2377 | obj: 164.5653 | constraint_violation: 9.4125e-10
Branch 33 | psi: 1.5600 | logL: -167.2879 | obj: 164.7427 | constraint_violation: 1.5615e-10
Branch 34 | psi: 1.5700 | logL: -167.3187 | obj: 164.9365 | constraint_violation: 9.2496e-10
Branch 35 | psi: 1.5800 | logL: -167.4049 | obj: 165.1482 | constraint_violation: 6.7988e-11
Branch 36 | psi: 1.5900 | logL: -167.5461 | obj: 165.3773 | constraint_violation: 3.7321e-10
Branch 37 | psi: 1.6000 | logL: -167.7098 | obj: 165.6238 | constraint_violation: 2.7305e-10
Branch 38 | psi: 1.6100 | logL: -167.8147 | obj: 165.8879 | constraint_violation: 3.4363e-09
Branch 39 | psi: 1.6200 | logL: -168.0154 | obj: 166.1714 | constraint_violation: 4.5668e-09
Branch 40 | psi: 1.6300 | logL: -168.2695 | obj: 166.4751 | constraint_violation: 9.0570e-10
Branch 41 | psi: 1.6400 | logL: -168.6336 | obj: 166.8020 | constraint_violation: 2.6992e-09
Branch 42 | psi: 1.6500 | logL: -168.8062 | obj: 167.1554 | constraint_violation: 5.7223e-10
Branch 43 | psi: 1.6600 | logL: -169.2088 | obj: 167.5325 | constraint_violation: 5.0676e-10
Branch 44 | psi: 1.6700 | logL: -169.5168 | obj: 167.9426 | constraint_violation: 2.1223e-09
Branch 45 | psi: 1.6800 | logL: -169.9332 | obj: 168.3861 | constraint_violation: 1.8948e-09
Branch 46 | psi: 1.6900 | logL: -170.3486 | obj: 168.8709 | constraint_violation: 5.5741e-10
Branch 47 | psi: 1.7000 | logL: -170.8497 | obj: 169.3983 | constraint_violation: 1.8155e-09
Branch 48 | psi: 1.7100 | logL: -171.3315 | obj: 169.9809 | constraint_violation: 3.1156e-10
Branch 49 | psi: 1.7200 | logL: -171.9429 | obj: 170.6166 | constraint_violation: 6.7624e-10
Branch 50 | psi: 1.7300 | logL: -172.6390 | obj: 171.3348 | constraint_violation: 4.0454e-10
Branch 51 | psi: 1.7400 | logL: -173.4383 | obj: 172.1479 | constraint_violation: 3.8125e-10
Branch 52 | psi: 1.7500 | logL: -174.3226 | obj: 173.0911 | constraint_violation: 2.4201e-09
Branch 53 | psi: 1.7600 | logL: -175.3923 | obj: 174.2068 | constraint_violation: 1.8332e-09
