Branch 1 | psi: 1.2400 | logL: -180.1421 | obj: 169.8175 | constraint_violation: 1.2295e-09
Branch 2 | psi: 1.2500 | logL: -179.7689 | obj: 169.5514 | constraint_violation: 3.1399e-09
Branch 3 | psi: 1.2600 | logL: -179.5712 | obj: 169.3061 | constraint_violation: 2.8707e-09
Branch 4 | psi: 1.2700 | logL: -179.3340 | obj: 169.0698 | constraint_violation: 6.5994e-09
Branch 5 | psi: 1.2800 | logL: -179.0529 | obj: 168.8451 | constraint_violation: 1.1495e-09
Branch 6 | psi: 1.2900 | logL: -178.9314 | obj: 168.6249 | constraint_violation: 1.4559e-09
Branch 7 | psi: 1.3000 | logL: -178.7134 | obj: 168.4170 | constraint_violation: 2.1251e-09
Branch 8 | psi: 1.3100 | logL: -178.5001 | obj: 168.2181 | constraint_violation: 5.2486e-09
Branch 9 | psi: 1.3200 | logL: -178.3219 | obj: 168.0295 | constraint_violation: 8.0801e-09
Branch 10 | psi: 1.3300 | logL: -178.1766 | obj: 167.8520 | constraint_violation: 1.8696e-09
Branch 11 | psi: 1.3400 | logL: -178.0625 | obj: 167.6843 | constraint_violation: 9.1973e-11
Branch 12 | psi: 1.3500 | logL: -177.8765 | obj: 167.5285 | constraint_violation: 3.4996e-10
Branch 13 | psi: 1.3600 | logL: -177.7516 | obj: 167.3835 | constraint_violation: 1.0431e-09
Branch 14 | psi: 1.3700 | logL: -177.5912 | obj: 167.2515 | constraint_violation: 6.2566e-11
Branch 15 | psi: 1.3800 | logL: -177.4288 | obj: 167.1309 | constraint_violation: 1.6537e-09
Branch 16 | psi: 1.3900 | logL: -177.3820 | obj: 167.0217 | constraint_violation: 8.1558e-10
Branch 17 | psi: 1.4000 | logL: -177.2889 | obj: 166.9263 | constraint_violation: 5.2582e-10
Branch 18 | psi: 1.4100 | logL: -177.2019 | obj: 166.8442 | constraint_violation: 8.6294e-10
Branch 19 | psi: 1.4200 | logL: -177.1265 | obj: 166.7758 | constraint_violation: 5.9361e-10
Branch 20 | psi: 1.4300 | logL: -177.0581 | obj: 166.7216 | constraint_violation: 4.0348e-10
Branch 21 | psi: 1.4400 | logL: -177.0260 | obj: 166.6810 | constraint_violation: 1.6815e-10
Branch 22 | psi: 1.4500 | logL: -176.9584 | obj: 166.6560 | constraint_violation: 2.3688e-09
Branch 23 | psi: 1.4600 | logL: -176.9726 | obj: 166.6461 | constraint_violation: 8.3817e-11
Branch 24 | psi: 1.4700 | logL: -177.0016 | obj: 166.6514 | constraint_violation: 2.8522e-09
Branch 25 | psi: 1.4800 | logL: -176.9339 | obj: 166.6729 | constraint_violation: 5.3384e-09
Branch 26 | psi: 1.4900 | logL: -176.9945 | obj: 166.7096 | constraint_violation: 3.3414e-09
