Branch 1 | psi: 1.2400 | logL: -180.1092 | obj: 169.8036 | constraint_violation: 9.9390e-10
Branch 2 | psi: 1.2500 | logL: -179.8387 | obj: 169.5505 | constraint_violation: 5.3979e-10
Branch 3 | psi: 1.2600 | logL: -179.6008 | obj: 169.3057 | constraint_violation: 7.0250e-10
Branch 4 | psi: 1.2700 | logL: -179.3658 | obj: 169.0697 | constraint_violation: 4.7783e-10
Branch 5 | psi: 1.2800 | logL: -179.1366 | obj: 168.8431 | constraint_violation: 1.8300e-09
Branch 6 | psi: 1.2900 | logL: -178.9295 | obj: 168.6244 | constraint_violation: 2.6339e-09
Branch 7 | psi: 1.3000 | logL: -178.7438 | obj: 168.4159 | constraint_violation: 1.6317e-09
Branch 8 | psi: 1.3100 | logL: -178.5411 | obj: 168.2178 | constraint_violation: 2.0269e-09
Branch 9 | psi: 1.3200 | logL: -178.3744 | obj: 168.0292 | constraint_violation: 1.0783e-09
Branch 10 | psi: 1.3300 | logL: -178.1763 | obj: 167.8513 | constraint_violation: 1.8778e-09
Branch 11 | psi: 1.3400 | logL: -178.0229 | obj: 167.6842 | constraint_violation: 1.1607e-09
Branch 12 | psi: 1.3500 | logL: -177.8891 | obj: 167.5284 | constraint_violation: 7.9944e-10
Branch 13 | psi: 1.3600 | logL: -177.7435 | obj: 167.3836 | constraint_violation: 9.4623e-10
Branch 14 | psi: 1.3700 | logL: -177.5960 | obj: 167.2509 | constraint_violation: 1.2771e-09
Branch 15 | psi: 1.3800 | logL: -177.4940 | obj: 167.1304 | constraint_violation: 1.5527e-09
Branch 16 | psi: 1.3900 | logL: -177.3773 | obj: 167.0219 | constraint_violation: 7.2099e-10
Branch 17 | psi: 1.4000 | logL: -177.2901 | obj: 166.9264 | constraint_violation: 1.1403e-09
Branch 18 | psi: 1.4100 | logL: -177.1724 | obj: 166.8442 | constraint_violation: 1.6688e-09
Branch 19 | psi: 1.4200 | logL: -177.1273 | obj: 166.7758 | constraint_violation: 5.4168e-10
Branch 20 | psi: 1.4300 | logL: -177.0639 | obj: 166.7212 | constraint_violation: 3.1388e-10
Branch 21 | psi: 1.4400 | logL: -177.0134 | obj: 166.6812 | constraint_violation: 6.9305e-11
