Branch 1 | psi: 1.2400 | logL: -178.9843 | obj: 162.0450 | constraint_violation: 2.1342e-09
Branch 2 | psi: 1.2500 | logL: -178.7032 | obj: 161.7341 | constraint_violation: 2.9844e-09
Branch 3 | psi: 1.2600 | logL: -178.2751 | obj: 161.4686 | constraint_violation: 9.9641e-10
Branch 4 | psi: 1.2700 | logL: -178.2262 | obj: 161.2135 | constraint_violation: 9.8319e-09
Branch 5 | psi: 1.2800 | logL: -178.1487 | obj: 160.9689 | constraint_violation: 8.1908e-09
Branch 6 | psi: 1.2900 | logL: -178.0572 | obj: 160.7365 | constraint_violation: 6.4690e-09
Branch 7 | psi: 1.3000 | logL: -177.5257 | obj: 160.5161 | constraint_violation: 6.7223e-09
Branch 8 | psi: 1.3100 | logL: -177.3539 | obj: 160.3076 | constraint_violation: 2.4495e-09
Branch 9 | psi: 1.3200 | logL: -177.4779 | obj: 160.1110 | constraint_violation: 7.0754e-09
Branch 10 | psi: 1.3300 | logL: -176.9721 | obj: 159.9288 | constraint_violation: 4.2034e-09
Branch 11 | psi: 1.3400 | logL: -176.8931 | obj: 159.7577 | constraint_violation: 1.9492e-09
Branch 12 | psi: 1.3500 | logL: -177.1039 | obj: 159.5989 | constraint_violation: 3.7645e-09
Branch 13 | psi: 1.3600 | logL: -176.9314 | obj: 159.4531 | constraint_violation: 3.3595e-09
Branch 14 | psi: 1.3700 | logL: -176.7501 | obj: 159.3204 | constraint_violation: 4.0611e-09
Branch 15 | psi: 1.3800 | logL: -176.5449 | obj: 159.2015 | constraint_violation: 4.4818e-09
Branch 16 | psi: 1.3900 | logL: -176.1261 | obj: 159.0969 | constraint_violation: 1.3094e-09
Branch 17 | psi: 1.4000 | logL: -176.2640 | obj: 159.0030 | constraint_violation: 1.1714e-09
Branch 18 | psi: 1.4100 | logL: -176.2129 | obj: 158.9234 | constraint_violation: 3.3045e-09
Branch 19 | psi: 1.4200 | logL: -176.1529 | obj: 158.8583 | constraint_violation: 2.4784e-09
Branch 20 | psi: 1.4300 | logL: -176.3528 | obj: 158.8054 | constraint_violation: 3.5627e-12
Branch 21 | psi: 1.4400 | logL: -176.1426 | obj: 158.7672 | constraint_violation: 1.4006e-09
Branch 22 | psi: 1.4500 | logL: -176.1966 | obj: 158.7430 | constraint_violation: 1.4234e-09
Branch 23 | psi: 1.4600 | logL: -176.2321 | obj: 158.7337 | constraint_violation: 6.2530e-11
