Branch 1 | psi: 1.2400 | logL: -180.0740 | obj: 169.8219 | constraint_violation: 2.5699e-09
Branch 2 | psi: 1.2500 | logL: -179.7652 | obj: 169.5648 | constraint_violation: 7.4209e-09
Branch 3 | psi: 1.2600 | logL: -179.5503 | obj: 169.3064 | constraint_violation: 4.1190e-09
Branch 4 | psi: 1.2700 | logL: -179.3104 | obj: 169.0696 | constraint_violation: 6.8311e-09
Branch 5 | psi: 1.2800 | logL: -179.1333 | obj: 168.8422 | constraint_violation: 9.1791e-10
Branch 6 | psi: 1.2900 | logL: -178.9199 | obj: 168.6245 | constraint_violation: 9.1885e-10
Branch 7 | psi: 1.3000 | logL: -178.7291 | obj: 168.4158 | constraint_violation: 2.0856e-09
Branch 8 | psi: 1.3100 | logL: -178.5459 | obj: 168.2175 | constraint_violation: 6.8533e-10
Branch 9 | psi: 1.3200 | logL: -178.3473 | obj: 168.0294 | constraint_violation: 2.4352e-09
Branch 10 | psi: 1.3300 | logL: -178.1970 | obj: 167.8512 | constraint_violation: 1.6131e-09
Branch 11 | psi: 1.3400 | logL: -178.0295 | obj: 167.6840 | constraint_violation: 1.8080e-09
Branch 12 | psi: 1.3500 | logL: -177.8420 | obj: 167.5290 | constraint_violation: 8.0298e-10
Branch 13 | psi: 1.3600 | logL: -177.7309 | obj: 167.3835 | constraint_violation: 3.5134e-10
Branch 14 | psi: 1.3700 | logL: -177.6197 | obj: 167.2514 | constraint_violation: 1.8182e-09
Branch 15 | psi: 1.3800 | logL: -177.4974 | obj: 167.1299 | constraint_violation: 2.6619e-10
Branch 16 | psi: 1.3900 | logL: -177.3843 | obj: 167.0218 | constraint_violation: 1.3165e-09
Branch 17 | psi: 1.4000 | logL: -177.2940 | obj: 166.9264 | constraint_violation: 4.2635e-10
Branch 18 | psi: 1.4100 | logL: -177.2198 | obj: 166.8445 | constraint_violation: 8.9738e-10
Branch 19 | psi: 1.4200 | logL: -177.1410 | obj: 166.7756 | constraint_violation: 4.7770e-10
Branch 20 | psi: 1.4300 | logL: -177.0934 | obj: 166.7212 | constraint_violation: 5.6269e-10
Branch 21 | psi: 1.4400 | logL: -177.0110 | obj: 166.6811 | constraint_violation: 2.0709e-10
Branch 22 | psi: 1.4500 | logL: -176.9754 | obj: 166.6559 | constraint_violation: 4.3082e-09
Branch 23 | psi: 1.4600 | logL: -176.9741 | obj: 166.6455 | constraint_violation: 3.4750e-11
Branch 24 | psi: 1.4700 | logL: -176.9753 | obj: 166.6509 | constraint_violation: 2.4022e-09
Branch 25 | psi: 1.4800 | logL: -176.9672 | obj: 166.6720 | constraint_violation: 1.3074e-09
Branch 26 | psi: 1.4900 | logL: -177.0054 | obj: 166.7095 | constraint_violation: 3.6549e-09
Branch 27 | psi: 1.5000 | logL: -176.9844 | obj: 166.7628 | constraint_violation: 3.8730e-09
Branch 28 | psi: 1.5100 | logL: -177.0333 | obj: 166.8330 | constraint_violation: 1.6648e-10
Branch 29 | psi: 1.5200 | logL: -177.1154 | obj: 166.9208 | constraint_violation: 9.8277e-08
Branch 30 | psi: 1.5300 | logL: -177.1766 | obj: 167.0248 | constraint_violation: 4.2139e-06
Branch 31 | psi: 1.5400 | logL: -177.2723 | obj: 167.1479 | constraint_violation: 1.1447e-06
Branch 32 | psi: 1.5500 | logL: -177.4121 | obj: 167.3034 | constraint_violation: 7.0378e-06
Branch 33 | psi: 1.5600 | logL: -177.4896 | obj: 167.4394 | constraint_violation: 3.9566e-06
Branch 34 | psi: 1.5700 | logL: -177.6685 | obj: 167.6255 | constraint_violation: 4.7034e-07
Branch 35 | psi: 1.5800 | logL: -177.7631 | obj: 167.8093 | constraint_violation: 4.5402e-07
Branch 36 | psi: 1.5900 | logL: -177.7020 | obj: 168.0083 | constraint_violation: 2.7263e-06
Branch 37 | psi: 1.6000 | logL: -178.1185 | obj: 168.2479 | constraint_violation: 2.5748e-07
Branch 38 | psi: 1.6100 | logL: -178.1294 | obj: 168.4918 | constraint_violation: 4.7145e-07
Branch 39 | psi: 1.6200 | logL: -178.3815 | obj: 168.7860 | constraint_violation: 2.3043e-07
Branch 40 | psi: 1.6300 | logL: -178.7276 | obj: 169.0603 | constraint_violation: 5.7592e-07
Branch 41 | psi: 1.6400 | logL: -179.0171 | obj: 169.3809 | constraint_violation: 2.6526e-07
Branch 42 | psi: 1.6500 | logL: -179.2939 | obj: 169.7227 | constraint_violation: 1.7546e-07
Branch 43 | psi: 1.6600 | logL: -179.6140 | obj: 170.1045 | constraint_violation: 2.0051e-07
Branch 44 | psi: 1.6700 | logL: -180.0271 | obj: 170.5143 | constraint_violation: 7.3178e-09
Branch 45 | psi: 1.6800 | logL: -180.4513 | obj: 170.9604 | constraint_violation: 1.1930e-07
Branch 46 | psi: 1.6900 | logL: -180.5315 | obj: 171.4040 | constraint_violation: 4.0507e-08
Branch 47 | psi: 1.7000 | logL: -181.0385 | obj: 171.9300 | constraint_violation: 4.3562e-09
Branch 48 | psi: 1.7100 | logL: -181.5622 | obj: 172.5099 | constraint_violation: 1.0942e-09
Branch 49 | psi: 1.7200 | logL: -182.1681 | obj: 173.1541 | constraint_violation: 5.2788e-10
Branch 50 | psi: 1.7300 | logL: -182.8568 | obj: 173.8771 | constraint_violation: 5.0776e-10
Branch 51 | psi: 1.7400 | logL: -183.6380 | obj: 174.6997 | constraint_violation: 9.3583e-10
Branch 52 | psi: 1.7500 | logL: -184.5510 | obj: 175.6531 | constraint_violation: 2.0993e-10
Branch 53 | psi: 1.7600 | logL: -185.7111 | obj: 176.7919 | constraint_violation: 9.8428e-10
