experiment_id,sim_id,run_id,slurm_array_id,timestamp_start,timestamp_end,elapsed_seconds,git_commit
exp_v1.0.3,NA,run_20250605_170310,NA,2025-06-05T17:03:18Z,2025-06-05T17:23:14Z,1196.21,375622b619becaa295bd649d31a2daa6c1999418
